id,web_name,team,element_type,selected_by_percent,transfers_in,transfers_out,transfers_in_event,transfers_out_event,total_points,form,now_cost
799,Boniface,10,2,0.0,653,311,0,0,0,0.0,40
800,Tom Taylor,10,3,0.0,211,62,0,0,0,0.0,45
117,Buonanotte,11,3,0.4,479398,461509,0,0,75,2.0,45
192,J.Ayew,11,3,0.2,38197,69065,0,0,75,3.8,51
198,Edouard,11,4,0.2,44591,102619,0,0,7,0.0,51
285,B.Soumaré,11,3,0.3,107787,102520,0,0,48,1.8,44
286,Cannon,11,4,0.3,49177,156745,0,0,0,0.0,45
287,Choudhury,11,3,1.0,474957,413990,0,0,4,0.0,44
288,Coady,11,2,0.5,87413,67838,0,0,39,5.5,40
289,Daka,11,4,0.5,233645,216761,0,0,34,1.0,48
290,De Cordova-Reid,11,3,0.1,9853,20982,0,0,48,0.0,52
291,Faes,11,2,5.2,1556642,1726298,0,0,55,4.0,38
292,Golding,11,3,0.2,48160,43935,0,0,1,0.2,44
293,Hermansen,11,1,0.4,131552,153449,0,0,63,0.0,44
294,Iversen,11,1,0.7,86007,88299,0,0,0,0.0,39
295,Justin,11,2,1.2,682625,615963,0,0,70,5.0,41
296,Kristiansen,11,2,0.1,20110,26887,0,0,34,0.5,44
297,Marcal,11,3,0.0,754,4577,0,0,0,0.0,45
298,Mavididi,11,3,0.3,179589,212909,0,0,72,0.0,50
299,McAteer,11,3,0.0,12054,13913,0,0,35,3.5,47
300,Ndidi,11,3,0.2,109043,117372,0,0,64,2.8,49
301,Okoli,11,2,0.4,177251,162016,0,0,27,0.2,40
302,Ricardo,11,2,0.1,6244,22844,0,0,10,0.2,41
303,Souttar,11,2,0.0,0,1567,0,0,0,0.0,40
304,Stolarczyk,11,1,0.5,114312,65438,0,0,25,3.8,40
305,Thomas,11,2,1.4,281083,208973,0,0,27,4.2,39
306,Vardy,11,4,5.2,2836717,2699707,0,0,128,5.5,54
307,Vestergaard,11,2,1.5,315281,357591,0,0,11,0.0,39
308,Ward,11,1,2.0,194120,239516,0,0,2,0.0,39
309,Winks,11,3,4.7,1363301,2210444,0,0,40,0.0,43
501,Skipp,11,3,0.0,4989,7371,0,0,27,1.8,47
570,A.Fatawu,11,3,0.2,69378,103265,0,0,26,0.0,51
606,Alves,11,3,0.1,12604,15458,0,0,1,0.0,44
616,Nelson,11,2,0.0,2208,3803,0,0,0,0.0,40
635,El Khannouss,11,3,0.2,90294,72462,0,0,83,3.5,48
694,Cartwright,11,3,0.0,926,675,0,0,0,0.0,45
708,Wilson-Brown,11,2,0.0,654,699,0,0,0,0.0,40
726,Coulibaly,11,2,0.0,2815,1797,0,0,1,0.0,40
754,Van Nistelrooy,11,5,0.5,19284,9445,0,0,48,7.5,5
792,Monga,11,3,0.0,418,133,0,0,7,1.0,45
796,Olabade Aluko,11,2,0.0,183,78,0,0,1,0.2,40
797,Jake Evans,11,3,0.0,136,49,0,0,4,0.8,45
802,Braybrooke,11,3,0.0,0,0,0,0,0,0.0,45
310,A.Becker,12,1,8.4,1648407,2025060,0,0,112,2.8,55
311,Alexander-Arnold,12,2,16.7,4729153,6226115,0,0,148,0.5,72
312,Bajcetic,12,3,0.0,2712,17669,0,0,0,0.0,45
313,Bradley,12,2,1.2,215316,154916,0,0,41,1.8,47
315,Clark,12,3,0.0,444,5344,0,0,0,0.0,45
316,Darwin,12,4,1.9,434512,837315,0,0,66,1.0,70
317,Diogo J.,12,3,2.6,1300571,2696667,0,0,87,0.8,72
318,Doak,12,3,0.0,1136,5680,0,0,0,0.0,45
319,Elliott,12,3,0.3,28158,120107,0,0,33,4.2,52
320,Endo,12,3,0.1,22322,35646,0,0,21,1.0,46
321,Gakpo,12,4,5.4,3485522,3400551,0,0,127,5.0,72
322,Gomez,12,2,0.4,287500,326431,0,0,14,0.0,47
323,Gravenberch,12,3,0.7,256491,232186,0,0,92,0.8,50
324,Jones,12,3,0.2,172077,168816,0,0,87,1.8,53
325,Kelleher,12,1,1.2,792966,744108,0,0,45,0.0,39
326,Konaté,12,2,7.0,3105510,2691589,0,0,106,1.0,53
327,Luis Díaz,12,3,16.8,7399125,6677369,0,0,183,2.8,75
328,M.Salah,12,3,66.3,7064777,3645258,0,0,344,4.0,136
329,Mac Allister,12,3,1.7,351038,474441,0,0,122,1.2,62
330,McConnell,12,3,0.1,12191,11729,0,0,0,0.0,43
331,Morton,12,3,0.1,30396,30939,0,0,0,0.0,44
332,N.Phillips,12,2,0.1,4026,17765,0,0,0,0.0,40
333,Quansah,12,2,1.0,342503,825979,0,0,9,-0.2,39
334,R.Williams,12,2,0.0,828,14601,0,0,0,0.0,40
335,Robertson,12,2,4.0,1169940,1300850,0,0,91,1.5,58
336,Szoboszlai,12,3,2.7,970976,951769,0,0,143,3.8,61
337,Tsimikas,12,2,0.2,48773,80115,0,0,43,0.5,46
339,Virgil,12,2,25.6,3763048,2640817,0,0,143,2.0,67
636,Chiesa,12,3,0.2,55709,55187,0,0,7,0.8,68
660,Jaros,12,1,0.1,35776,31786,0,0,1,0.0,40
669,Davies,12,1,0.0,2198,1934,0,0,0,0.0,40
688,Nyoni,12,3,0.0,1051,816,0,0,0,0.0,45
692,Nallo,12,2,0.0,1247,1170,0,0,0,0.0,40
709,Danns,12,4,0.0,6042,5445,0,0,1,0.0,45
744,Slot,12,5,6.3,189785,371985,0,0,118,3.0,15
340,Akanji,13,2,2.3,435566,725398,0,0,61,3.8,53
341,Aké,13,2,0.8,73413,279388,0,0,25,0.0,53
342,Bernardo,13,3,2.8,979839,1228232,0,0,110,5.0,61
343,Bobb,13,3,0.1,5257,32204,0,0,3,0.2,47
344,Carson,13,1,0.2,22375,23641,0,0,0,0.0,39
345,De Bruyne,13,3,11.6,2706405,2382547,0,0,114,4.5,95
346,Doku,13,3,1.7,581377,802508,0,0,88,2.8,62
347,Ederson M.,13,1,5.7,885490,1169725,0,0,111,5.0,53
348,Foden,13,3,4.6,1832067,3152061,0,0,105,1.2,91
349,Grealish,13,3,0.2,55079,64648,0,0,38,0.2,64
350,Gvardiol,13,2,38.6,6026146,5098220,0,0,153,6.0,65
351,Haaland,13,4,24.0,4294318,7443687,0,0,181,2.5,149
352,J.Alvarez,13,4,0.1,0,29626,0,0,0,0.0,70
353,João Cancelo,13,2,0.2,4654,78784,0,0,0,0.0,53
354,Kovačić,13,3,1.2,777810,787720,0,0,109,2.0,54
355,Lewis,13,2,3.5,2629386,2455882,0,0,66,1.8,43
356,Matheus N.,13,3,0.2,91520,84423,0,0,81,3.5,49
357,McAtee,13,3,0.1,31125,30488,0,0,31,0.5,46
358,Ortega Moreno,13,1,0.7,98398,126640,0,0,35,0.0,52
360,Rodrigo,13,3,0.8,42024,422926,0,0,3,0.2,62
361,Rúben,13,2,5.5,820491,702651,0,0,90,6.2,55
362,Stones,13,2,1.0,197218,359413,0,0,29,0.0,53
363,Walker,13,2,2.5,187185,910764,0,0,13,0.0,51
571,Savinho,13,3,1.9,1583671,1486188,0,0,106,0.5,60
607,O’Reilly,13,3,0.2,59628,35497,0,0,31,0.5,49
625,Gündogan,13,3,0.5,182462,163328,0,0,97,5.8,63
626,Kaboré,13,2,0.0,491,793,0,0,0,0.0,45
671,Wright,13,3,0.0,2083,1974,0,0,0,0.0,45
672,Simpson-Pusey,13,2,0.0,6735,5430,0,0,1,0.0,40
675,Wilson-Esbrand,13,2,0.0,2181,2281,0,0,0,0.0,40
698,Mubama,13,4,0.1,35210,26588,0,0,1,0.0,45
703,Alleyne,13,2,0.0,1377,1053,0,0,0,0.0,40
704,Brits,13,1,0.0,1155,838,0,0,0,0.0,40
732,Khusanov,13,2,0.3,118620,89012,0,0,14,0.0,50
733,Vitor Reis,13,2,0.0,2505,1934,0,0,1,0.0,45
736,Guardiola,13,5,29.2,105807,81844,0,0,113,8.2,15
755,Marmoush,13,4,22.6,5017759,2499361,0,0,73,3.2,74
765,N.Gonzalez,13,3,0.0,8977,6367,0,0,31,2.5,60
785,Echeverri,13,3,0.0,834,572,0,0,1,0.2,58
364,Amad,14,3,4.1,3991127,4001407,0,0,129,5.5,53
365,Antony,14,3,0.2,18431,38780,0,0,8,0.0,57
366,B.Fernandes,14,3,13.7,4812923,5343496,0,0,174,2.5,84
367,Bayindir,14,1,0.1,13115,17199,0,0,8,2.0,43
368,Casemiro,14,3,0.4,130546,162297,0,0,48,1.0,46
369,Dalot,14,2,4.7,1487754,1919171,0,0,95,0.2,50
370,Eriksen,14,3,0.2,25596,38042,0,0,45,2.8,52
371,Evans,14,2,0.1,9203,17912,0,0,15,0.2,44
372,Garnacho,14,3,4.7,1273615,2554030,0,0,106,3.5,59
373,Hannibal,14,3,0.0,1740,11919,0,0,0,0.0,45
374,Heaton,14,1,0.2,23402,25694,0,0,0,0.0,39
375,Højlund,14,4,1.0,484473,491819,0,0,78,1.5,69
376,Lindelof,14,2,0.1,5146,18477,0,0,27,2.5,43
377,Maguire,14,2,0.8,112924,120789,0,0,48,2.2,49
378,Mainoo,14,3,1.7,157536,627601,0,0,42,1.5,52
379,Malacia,14,2,0.0,2894,3815,0,0,2,0.0,44
380,Martinez,14,2,2.2,446424,797446,0,0,68,0.0,43
381,McTominay,14,3,0.1,6691,93446,0,0,2,0.0,49
382,Mount,14,3,0.2,22546,33721,0,0,25,3.2,63
383,Onana,14,1,5.0,1185049,1391174,0,0,120,0.5,49
384,Pellistri,14,3,0.0,61,1930,0,0,0,0.0,50
387,Shaw,14,2,0.2,9299,68178,0,0,5,0.2,49
389,Zirkzee,14,4,1.5,545068,705805,0,0,64,0.0,65
572,Yoro,14,2,0.2,51278,53328,0,0,22,0.2,43
593,De Ligt,14,2,2.9,622964,850875,0,0,68,0.0,48
594,Mazraoui,14,2,7.3,3131607,2919466,0,0,88,0.8,42
613,Collyer,14,3,0.0,13833,12624,0,0,6,0.0,45
648,Wheatley,14,4,1.0,465169,400969,0,0,0,0.0,45
652,Ugarte,14,3,0.1,37579,32816,0,0,49,1.2,49
658,Heaven,14,2,0.1,14638,12121,0,0,10,2.0,40
667,Fletcher,14,3,0.0,1464,1224,0,0,0,0.0,45
670,Amass,14,2,0.1,9825,5357,0,0,4,0.2,40
673,Fitzgerald,14,3,0.0,759,624,0,0,0,0.0,45
691,Kukonki,14,2,0.0,1065,996,0,0,0,0.0,40
745,Amorim,14,5,1.4,44300,38872,0,0,86,5.8,8
761,Harrison,14,1,0.0,667,341,0,0,0,0.0,40
766,Dorgu,14,2,0.2,58352,36066,0,0,18,2.5,45
776,Obi,14,4,0.2,42513,23401,0,0,7,0.8,45
777,Fredricson,14,2,0.0,874,363,0,0,2,0.0,40
778,Moorhouse,14,3,0.0,264,146,0,0,0,0.0,45
779,Koné,14,3,0.0,568,302,0,0,0,0.0,45
783,Graczyk,14,1,0.0,304,144,0,0,0,0.0,40
788,Dermot Mee,14,1,0.0,314,151,0,0,0,0.0,40
390,A.Murphy,15,2,0.5,83269,127160,0,0,0,0.0,40
391,Almirón,15,3,0.3,42668,118851,0,0,10,0.0,54
392,Barnes,15,3,4.2,1423799,1039084,0,0,130,2.2,59
393,Botman,15,2,0.0,17061,15616,0,0,18,2.5,44
394,Bruno G.,15,3,3.0,590334,632726,0,0,135,3.2,62
395,Burn,15,2,12.6,1915239,2106902,0,0,115,4.0,46
396,Dúbravka,15,1,1.3,438818,436352,0,0,44,0.0,40
398,Gordon,15,3,8.0,3569855,5263072,0,0,124,1.8,74
399,Hall,15,2,4.4,3442627,3549842,0,0,102,0.0,47
400,Hayden,15,3,0.1,11061,14879,0,0,0,0.0,44
401,Isak,15,4,49.4,9425692,9878367,0,0,211,3.2,94
402,J.Murphy,15,3,14.3,3322876,1910681,0,0,159,2.5,52
403,Joelinton,15,3,1.1,474704,534889,0,0,99,0.0,60
404,Kelly,15,2,0.1,10682,20855,0,0,12,0.0,42
405,Krafth,15,2,0.1,13031,21107,0,0,17,0.2,43
406,Kuol,15,3,0.1,11986,11924,0,0,0,0.0,44
407,Lascelles,15,2,0.0,1352,1207,0,0,0,0.0,45
408,Lewis,15,2,0.1,11493,42382,0,0,0,0.0,40
409,Livramento,15,2,8.9,1595407,772007,0,0,105,3.2,46
410,Longstaff,15,3,0.3,87114,164578,0,0,34,0.2,44
411,Miley,15,3,0.0,2887,2621,0,0,21,0.5,50
412,Odysseas,15,1,0.1,3988,11313,0,0,0,0.0,42
413,Pope,15,1,6.1,1190853,1306610,0,0,102,3.8,50
414,Ruddy,15,1,0.3,26259,31513,0,0,0,0.0,39
415,Schär,15,2,5.0,990239,663107,0,0,118,3.5,55
416,Targett,15,2,0.3,38664,62158,0,0,2,0.0,39
417,Tonali,15,3,0.9,199691,131918,0,0,106,4.2,55
418,Trippier,15,2,4.4,607647,1497328,0,0,72,0.8,56
419,White,15,3,0.1,12007,43527,0,0,0,0.0,45
420,Willock,15,3,0.1,42133,49315,0,0,46,0.5,47
421,Wilson,15,4,0.2,39423,30840,0,0,19,1.2,69
574,Pivas,15,2,0.1,2653,11837,0,0,0,0.0,40
590,Osula,15,4,0.2,29094,33291,0,0,19,0.5,49
746,Howe,15,5,2.8,108778,145383,0,0,97,3.5,15
789,Neave,15,4,0.0,2287,1076,0,0,0,0.0,45
26,Alex Moreno,16,2,0.4,104187,141697,0,0,34,0.0,42
422,Aina,16,2,13.0,5010441,3861843,0,0,128,1.0,53
423,Anderson,16,3,0.3,84054,73428,0,0,107,1.4,50
424,Awoniyi,16,4,0.3,60961,127645,0,0,32,0.4,55
425,Boly,16,2,0.1,11976,28480,0,0,6,0.0,42
426,Bowler,16,3,0.0,1220,6572,0,0,0,0.0,45
427,C.Miguel,16,1,0.1,14594,38857,0,0,0,0.0,41
428,Da Silva Moreira,16,3,0.1,22201,21652,0,0,2,0.0,43
429,Danilo,16,3,0.0,3351,7267,0,0,11,0.2,47
430,Dennis,16,4,0.2,49670,63989,0,0,0,0.0,49
431,Dominguez,16,3,0.0,7223,8220,0,0,54,1.6,48
432,Elanga,16,3,9.4,2359170,1538449,0,0,153,3.6,55
433,Gibbs-White,16,3,7.4,1860716,1540907,0,0,154,5.6,65
434,Hudson-Odoi,16,3,1.2,560375,786229,0,0,103,0.6,51
435,Mighten,16,3,0.0,689,4230,0,0,0,0.0,45
436,Murillo,16,2,4.1,1100075,738435,0,0,130,2.8,47
437,N.Williams,16,2,4.0,748496,359156,0,0,109,2.4,45
438,O.Richards,16,2,0.0,33,4929,0,0,0,0.0,45
439,O'Brien,16,3,0.0,0,129,0,0,0,0.0,50
440,Omobamidele,16,2,0.0,1747,6737,0,0,0,0.0,42
441,Panzo,16,2,0.0,0,140,0,0,0,0.0,40
442,Sangaré,16,3,1.2,340277,441680,0,0,20,1.6,43
443,Sels,16,1,19.9,3541533,1554132,0,0,150,1.8,52
444,Toffolo,16,2,0.1,3270,8235,0,0,4,0.0,42
446,Ui-jo,16,4,0.8,317328,410480,0,0,0,0.0,45
447,Wood,16,4,30.8,9787822,7112226,0,0,200,3.2,72
448,Worrall,16,2,0.0,71,5359,0,0,0,0.0,45
449,Yates,16,3,0.1,61721,68480,0,0,67,1.0,48
573,Milenković,16,2,18.0,3058362,1081740,0,0,145,2.8,52
596,Jota Silva,16,3,0.1,21924,28282,0,0,52,0.8,59
620,Sosa,16,3,0.1,7803,7637,0,0,25,0.4,55
653,Morato,16,2,0.1,16580,12184,0,0,36,0.0,45
706,Abbott,16,2,0.0,6093,3392,0,0,0,0.0,40
721,Hennessey,16,1,0.0,4330,2467,0,0,0,0.0,40
747,Nuno,16,5,5.0,58457,42087,0,0,78,3.4,11
14,Ramsdale,17,1,1.3,357661,340586,0,0,97,3.8,44
27,Archer,17,4,1.1,554350,586667,0,0,57,1.0,48
188,Ugochukwu,17,3,0.3,81741,85086,0,0,47,0.8,44
397,Fraser,17,3,0.0,2848,5195,0,0,7,0.0,48
451,Amo-Ameyaw,17,3,0.1,24416,29770,0,0,1,0.0,44
452,Aribo,17,3,0.1,22304,24348,0,0,72,0.5,49
453,Armstrong,17,4,0.5,273688,395522,0,0,45,0.0,51
454,Bazunu,17,1,0.1,2973,26185,0,0,0,0.0,43
455,Bednarek,17,2,1.9,656501,608177,0,0,60,2.0,40
456,Bella-Kotchap,17,2,0.4,61408,64327,0,0,2,0.0,39
457,Bree,17,2,0.3,67204,58176,0,0,23,1.8,39
458,Charles,17,3,0.0,1091,7829,0,0,0,0.0,45
459,Edozie,17,3,0.0,463,2678,0,0,1,0.0,49
460,Edwards,17,2,0.2,41084,45255,0,0,1,0.0,39
461,Harwood-Bellis,17,2,4.1,842314,1404432,0,0,55,1.8,39
462,Kamaldeen,17,3,0.0,9208,8633,0,0,53,1.5,50
463,Lallana,17,3,0.0,4192,6895,0,0,17,0.0,50
464,Larios,17,2,0.1,6348,10837,0,0,0,0.0,39
465,Lis,17,1,0.1,888,20023,0,0,0,0.0,40
466,Lumley,17,1,0.4,83341,74402,0,0,8,0.0,40
467,Manning,17,2,0.1,8094,11769,0,0,34,0.5,43
468,Mara,17,4,0.0,782,8361,0,0,0,0.0,50
469,McCarthy,17,1,0.1,20111,29383,0,0,12,0.0,42
470,Onuachu,17,4,0.3,92857,81869,0,0,51,0.5,49
471,Smallbone,17,3,0.0,2919,7130,0,0,26,1.0,50
472,Stephens,17,2,0.3,124102,131833,0,0,31,1.8,40
473,Stewart,17,4,1.7,863984,762190,0,0,20,3.0,44
474,Sugawara,17,2,0.1,36209,44201,0,0,43,0.2,42
475,Taylor,17,2,3.0,419661,650430,0,0,6,0.2,39
476,Walker-Peters,17,2,0.3,58561,82157,0,0,54,0.2,42
477,Wood,17,2,1.0,126645,158030,0,0,14,0.2,39
515,Cornet,17,3,0.0,2364,4744,0,0,1,0.0,47
518,Downes,17,3,0.0,8033,11844,0,0,48,1.8,47
584,Brereton Díaz,17,3,0.1,22711,83231,0,0,13,0.0,48
608,Dibling,17,3,1.4,828208,702137,0,0,68,1.5,43
623,M.Fernandes,17,3,0.1,32821,29503,0,0,95,3.0,50
693,O'Brien-Whitmarsh,17,3,0.0,828,796,0,0,0,0.0,45
718,Welington,17,2,0.0,1520,1027,0,0,14,2.0,40
719,Kayi Sanda,17,2,0.0,817,665,0,0,2,0.5,40
734,Grønbæk,17,3,0.0,1308,1064,0,0,6,0.0,49
748,Rusk,17,5,0.1,3186,2099,0,0,38,2.8,5
798,Jay Robinson,17,4,0.0,6949,2098,0,0,5,1.0,44
804,Moore,17,2,0.0,0,0,0,0,0,0.0,40
82,Solanke,18,4,4.7,2826385,5127407,0,0,108,2.0,73
478,A.Phillips,18,2,0.1,8361,44512,0,0,0,0.0,40
479,Austin,18,1,0.4,41189,47044,0,0,1,0.0,40
480,Bentancur,18,3,0.1,24694,41645,0,0,49,0.5,49
481,Bergvall,18,3,0.8,253610,268104,0,0,44,0.0,44
482,Bissouma,18,3,0.2,95124,99052,0,0,50,1.2,48
483,Bryan,18,3,0.0,0,153,0,0,0,0.0,50
484,Davies,18,2,0.2,19940,32145,0,0,28,0.5,43
485,Devine,18,3,0.0,4716,12913,0,0,0,0.0,45
486,Dragusin,18,2,0.1,56205,70397,0,0,24,0.0,43
487,E.Royal,18,2,0.0,0,2708,0,0,0,0.0,45
488,Forster,18,1,0.3,105486,107219,0,0,19,0.0,43
489,Gray,18,3,0.2,41227,52251,0,0,45,1.8,46
490,Højbjerg,18,3,0.0,0,532,0,0,0,0.0,50
491,Johnson,18,3,2.3,2279095,2164899,0,0,137,0.8,62
492,Kulusevski,18,3,2.2,1487786,1561097,0,0,117,0.8,62
493,Lo Celso,18,3,0.0,2052,10727,0,0,0,0.0,49
494,Maddison,18,3,3.8,2397921,2588050,0,0,133,0.0,74
495,Pedro Porro,18,2,16.5,2929653,4727393,0,0,98,-0.2,52
496,Reguilón,18,2,0.2,15797,34314,0,0,2,0.2,41
497,Richarlison,18,4,0.4,78286,161582,0,0,35,1.0,68
498,Romero,18,2,3.5,976569,1299371,0,0,49,0.0,49
499,P.M.Sarr,18,3,0.2,60946,71948,0,0,71,1.5,47
500,Scarlett,18,4,0.7,150403,103910,0,0,6,0.0,44
502,Solomon,18,3,0.0,480,5494,0,0,0,0.0,54
503,Son,18,3,4.1,2141985,2790602,0,0,129,0.8,97
504,Spence,18,2,0.7,171614,107909,0,0,51,1.0,44
505,Udogie,18,2,1.5,342074,599230,0,0,43,0.0,48
506,Van de Ven,18,2,2.4,1059189,1529132,0,0,32,0.2,45
507,Veliz,18,4,0.0,0,987,0,0,0,0.0,50
508,Vicario,18,1,1.8,279535,543983,0,0,66,0.8,48
509,Werner,18,3,0.1,15034,36838,0,0,34,0.0,62
510,Whiteman,18,1,1.7,138658,116867,0,0,0,0.0,39
609,Lankshear,18,4,1.0,434203,404613,0,0,3,0.0,45
610,Moore,18,3,0.2,50725,54928,0,0,19,1.2,45
612,Odobert,18,3,0.0,13405,12863,0,0,34,3.8,53
683,Olusesi,18,3,0.0,1412,1071,0,0,0,0.0,45
684,Hardy,18,2,0.0,3158,2536,0,0,0,0.0,40
689,Williams-Barnett,18,3,0.0,790,802,0,0,0,0.0,45
699,Dorrington,18,2,0.0,1051,1123,0,0,1,0.0,40
700,King,18,2,0.0,2528,1748,0,0,0,0.0,40
716,Kinsky,18,1,0.1,47681,37037,0,0,17,1.2,41
717,Yang,18,3,0.0,468,417,0,0,0,0.0,45
729,Ajayi,18,3,0.0,1210,705,0,0,0,0.0,45
749,Postecoglou,18,5,1.3,43860,23721,0,0,58,1.2,11
760,Cassanova,18,2,0.0,761,420,0,0,0,0.0,40
767,Danso,18,2,0.0,9931,7767,0,0,16,1.0,44
768,Tel,18,3,0.1,46727,36001,0,0,42,3.0,58
123,Ferguson,19,4,0.3,90193,86868,0,0,28,0.2,55
388,Wan-Bissaka,19,2,6.4,1500048,1043373,0,0,118,6.2,45
511,Álvarez,19,3,0.1,16810,21389,0,0,40,0.8,50
512,Antonio,19,4,0.8,386496,484346,0,0,42,0.0,52
513,Areola,19,1,7.2,877867,1021415,0,0,69,3.0,42
514,Bowen,19,3,18.0,3689972,2430305,0,0,193,9.5,79
516,Coufal,19,2,0.4,43051,91093,0,0,27,2.0,41
517,Cresswell,19,2,1.7,258242,319638,0,0,36,2.2,39
519,Earthy,19,3,0.0,0,8137,0,0,0,0.0,45
520,Emerson,19,2,0.6,151170,172254,0,0,76,0.8,44
521,Fabianski,19,1,10.0,1714254,1962090,0,0,39,0.8,39
522,Foderingham,19,1,0.1,8466,17035,0,0,0,0.0,42
523,Ings,19,4,1.2,420243,441960,0,0,32,0.0,48
524,Kilman,19,2,1.3,415682,407010,0,0,82,2.5,43
525,Kudus,19,3,2.6,474364,1072148,0,0,106,4.0,62
526,L.Guilherme,19,3,0.0,2619,4989,0,0,12,0.2,46
527,L.Paquetá,19,3,0.9,241162,359598,0,0,80,0.5,57
528,Mavropanos,19,2,0.1,22023,27969,0,0,45,1.0,43
529,N.Aguerd,19,2,0.0,1368,13432,0,0,0,0.0,44
530,Souček,19,3,1.5,527848,625980,0,0,126,3.8,48
531,Ward-Prowse,19,3,0.5,38443,177823,0,0,51,3.5,61
532,Zouma,19,2,0.1,5376,51235,0,0,0,0.0,44
576,Irving,19,3,0.0,1704,3152,0,0,9,0.0,47
587,Summerville,19,3,0.3,49684,127893,0,0,33,0.0,55
588,G.Rodríguez,19,3,0.1,7516,11622,0,0,36,1.8,48
589,Füllkrug,19,4,0.9,87781,421995,0,0,42,1.5,67
591,Todibo,19,2,0.3,33130,55887,0,0,54,2.5,42
643,Casey,19,2,0.2,27858,22590,0,0,1,0.0,40
654,C.Soler,19,3,0.0,8771,8042,0,0,47,0.5,50
677,Scarles,19,2,0.1,29121,16993,0,0,29,0.5,40
686,Mayers,19,2,0.0,3113,2552,0,0,0,0.0,40
701,Orford,19,3,0.0,1760,1514,0,0,2,0.0,45
750,Potter,19,5,2.6,45053,41480,0,0,84,6.0,5
204,Johnstone,20,1,0.2,56218,83029,0,0,12,0.0,41
533,Aït-Nouri,20,2,15.0,3944482,2534119,0,0,125,1.2,51
534,B.Traore,20,3,0.0,2322,7081,0,0,1,0.0,48
535,Bellegarde,20,3,0.2,89095,79933,0,0,90,2.2,49
536,Bentley,20,1,1.7,158234,198548,0,0,9,0.5,39
537,Chiquinho,20,3,0.1,11572,28167,0,0,1,0.0,45
538,Chirewa,20,3,0.0,1909,8974,0,0,0,0.0,45
539,Chiwome,20,4,1.1,586264,512465,0,0,0,0.0,44
540,Cundle,20,3,0.1,33477,38180,0,0,0,0.0,45
541,Cunha,20,4,13.6,7151160,5977266,0,0,178,1.2,70
542,Dawson,20,2,0.1,23717,33757,0,0,17,0.0,42
543,Doherty,20,2,0.3,68787,59466,0,0,75,1.2,43
544,Doyle,20,3,0.0,5435,7881,0,0,28,0.0,47
545,Fábio Silva,20,4,0.1,7594,34172,0,0,0,0.0,50
546,Fraser,20,4,1.0,86763,537985,0,0,0,0.0,45
547,Gonzalez,20,3,0.0,12091,12621,0,0,0,0.0,44
548,Guedes,20,3,0.1,30245,33627,0,0,62,1.5,53
549,H.Bueno,20,2,0.0,0,1842,0,0,0,0.0,45
550,Hee Chan,20,3,0.2,50858,121707,0,0,37,0.5,61
551,Hodge,20,3,0.2,17482,54029,0,0,0,0.0,45
552,Hoever,20,2,0.1,3224,26210,0,0,0,0.0,40
553,J.Gomes,20,3,0.2,192501,189060,0,0,87,1.2,49
554,José Sá,20,1,2.8,498272,433814,0,0,93,1.8,44
555,Kalajdžić,20,4,0.0,5164,12167,0,0,0,0.0,48
556,King,20,1,1.2,87851,109743,0,0,1,0.2,39
557,Mario Jr.,20,3,0.1,105788,114987,0,0,47,0.0,48
558,Mosquera,20,2,0.7,217261,203437,0,0,3,0.0,38
559,N.Semedo,20,2,0.6,172547,121966,0,0,84,1.0,45
561,Pedro Lima,20,2,1.2,140721,183497,0,0,2,0.0,39
562,Podence,20,3,0.0,1049,5158,0,0,2,0.0,55
563,R.Gomes,20,3,0.1,7425,17689,0,0,42,1.2,51
564,S.Bueno,20,2,0.1,8237,11783,0,0,52,0.5,43
565,Sarabia,20,3,0.1,26662,39266,0,0,50,1.0,50
566,Strand Larsen,20,4,2.6,1772766,1531082,0,0,145,4.0,52
567,Toti,20,2,0.3,71908,68649,0,0,79,1.0,43
637,Meupiyou,20,2,0.2,44880,31895,0,0,0,0.0,39
642,André,20,3,0.0,8441,7107,0,0,61,1.8,50
655,Forbs,20,3,0.0,4489,4611,0,0,9,0.0,54
664,Pond,20,2,0.7,163984,105587,0,0,1,0.0,39
682,Edozie,20,3,0.0,4208,3131,0,0,0,0.0,45
711,Okoduwa,20,2,0.0,2332,1359,0,0,0,0.0,40
720,Agbadou,20,2,0.4,76487,30459,0,0,45,2.5,40
751,Pereira,20,5,2.3,104766,45027,0,0,111,2.8,8
769,Djiga,20,2,0.0,1745,1066,0,0,4,0.0,45
770,Munetsi,20,3,0.1,33865,28115,0,0,50,3.5,50
784,Mané,20,4,0.1,8678,4474,0,0,1,0.2,45
