id,web_name,team,element_type,goals_scored,assists,penalties_missed,bonus,bps,influence,creativity,threat,minutes
263,Burgess,10,2,0,2,0,0,122,422.0,87.2,103.0,1540
264,Burns,10,3,0,1,0,0,144,111.6,148.5,66.0,922
265,Chaplin,10,3,1,2,0,0,139,106.6,152.1,108.0,845
266,H.Clarke,10,2,0,0,0,0,-5,48.2,24.4,35.0,377
267,Davis,10,2,1,2,0,5,174,486.8,865.4,145.0,2742
268,Delap,10,4,12,2,0,22,472,513.0,290.5,783.0,2587
269,Edmundson,10,2,0,0,0,0,3,0.0,0.0,0.0,1
270,Greaves,10,2,1,0,0,0,171,592.8,77.2,157.0,2205
271,Harness,10,3,0,0,0,0,4,9.4,1.9,6.0,43
272,Hirst,10,4,3,1,0,3,157,146.4,64.5,207.0,645
273,Humphreys,10,3,0,0,0,0,0,0.0,0.0,0.0,0
274,Hutchinson,10,3,3,3,0,6,352,383.2,487.5,443.0,2585
275,Johnson,10,2,1,2,0,2,23,276.6,177.2,92.0,1346
276,Ladapo,10,4,0,0,0,0,0,0.0,0.0,0.0,0
277,Luongo,10,3,0,0,0,0,47,34.4,6.6,4.0,195
278,Morsy,10,3,1,1,0,5,421,417.0,374.0,47.0,2749
279,Ndaba,10,2,0,0,0,0,0,0.0,0.0,0.0,0
280,Slicker,10,1,0,0,0,0,0,0.0,0.0,0.0,0
281,Taylor,10,3,1,0,0,1,144,142.0,100.5,84.0,837
282,Tuanzebe,10,2,0,1,0,0,80,284.4,93.4,25.0,1710
283,Walton,10,1,0,0,0,2,42,163.2,10.0,0.0,630
284,Woolfenden,10,2,0,0,0,0,93,258.4,6.7,8.0,1187
359,Phillips,10,3,0,0,0,0,167,181.8,116.2,41.0,1231
568,Muric,10,1,0,0,0,5,186,531.2,0.0,0.0,1620
569,Jaden,10,3,2,0,0,3,116,159.0,98.2,190.0,796
583,Townsend,10,2,0,1,0,0,43,110.2,56.0,13.0,334
611,Szmodics,10,3,4,0,0,2,167,216.0,93.0,263.0,988
619,Cajuste,10,3,1,1,0,2,309,284.0,209.2,59.0,1960
630,O'Shea,10,2,0,2,0,1,231,862.8,59.9,195.0,3122
631,J.Clarke,10,3,0,4,0,0,221,230.8,341.7,151.0,1161
632,Ogbene,10,3,0,0,0,0,29,22.8,30.2,12.0,237
715,Godfrey,10,2,0,0,0,0,-27,15.0,2.3,2.0,158
743,McKenna,10,5,0,0,0,0,0,0.0,0.0,0.0,0
764,Palmer,10,1,0,0,0,0,94,356.8,10.0,0.0,1170
799,Boniface,10,2,0,0,0,0,0,0.0,0.0,0.0,0
800,Tom Taylor,10,3,0,0,0,0,0,0.0,0.0,0.0,0
117,Buonanotte,11,3,5,2,0,6,299,415.8,415.8,318.0,1508
192,J.Ayew,11,3,5,0,0,3,279,304.4,316.9,311.0,1649
198,Edouard,11,4,0,0,0,0,14,5.0,25.0,50.0,141
285,B.Soumaré,11,3,0,0,0,0,327,294.2,261.8,47.0,2165
286,Cannon,11,4,0,0,0,0,0,0.0,0.0,0.0,0
287,Choudhury,11,3,0,0,0,0,29,33.8,30.4,6.0,129
288,Coady,11,2,1,0,0,3,144,378.8,33.0,62.0,1712
289,Daka,11,4,1,0,0,2,108,86.0,41.7,148.0,717
290,De Cordova-Reid,11,3,1,4,0,2,145,102.2,84.4,72.0,734
291,Faes,11,2,1,0,0,2,241,678.0,68.5,121.0,2812
292,Golding,11,3,0,0,0,0,3,0.0,0.0,0.0,1
293,Hermansen,11,1,0,0,0,1,231,827.0,0.2,0.0,2385
294,Iversen,11,1,0,0,0,0,0,0.0,0.0,0.0,0
295,Justin,11,2,2,2,0,6,218,615.2,258.5,202.0,2912
296,Kristiansen,11,2,0,1,0,0,153,519.4,358.6,40.0,2481
297,Marcal,11,3,0,0,0,0,0,0.0,0.0,0.0,0
298,Mavididi,11,3,4,1,0,5,270,339.2,375.3,302.0,1606
299,McAteer,11,3,1,1,0,0,125,147.2,132.5,184.0,846
300,Ndidi,11,3,0,5,0,1,375,546.4,302.2,280.0,2325
301,Okoli,11,2,1,0,0,1,106,318.6,15.2,73.0,1122
302,Ricardo,11,2,0,0,0,0,46,67.8,18.7,19.0,382
303,Souttar,11,2,0,0,0,0,0,0.0,0.0,0.0,0
304,Stolarczyk,11,1,0,0,0,0,104,228.4,0.0,0.0,900
305,Thomas,11,2,0,0,0,0,144,226.4,144.5,34.0,1109
306,Vardy,11,4,9,5,1,18,464,490.8,270.8,742.0,2825
307,Vestergaard,11,2,0,0,0,0,86,321.0,46.6,53.0,1390
308,Ward,11,1,0,0,0,0,-5,35.4,0.0,0.0,135
309,Winks,11,3,0,2,0,0,282,272.8,319.6,37.0,1536
501,Skipp,11,3,0,0,0,0,121,119.4,146.0,35.0,1118
570,A.Fatawu,11,3,0,2,0,3,125,147.6,104.3,148.0,576
606,Alves,11,3,0,0,0,0,3,0.0,0.3,0.0,1
616,Nelson,11,2,0,0,0,0,0,0.0,0.0,0.0,0
635,El Khannouss,11,3,2,4,0,6,376,381.6,634.1,191.0,2179
694,Cartwright,11,3,0,0,0,0,0,0.0,0.0,0.0,0
708,Wilson-Brown,11,2,0,0,0,0,0,0.0,0.0,0.0,0
726,Coulibaly,11,2,0,0,0,0,-4,24.4,3.4,24.0,107
754,Van Nistelrooy,11,5,0,0,0,0,0,0.0,0.0,0.0,0
792,Monga,11,3,0,0,0,0,29,20.6,12.6,19.0,105
796,Olabade Aluko,11,2,0,0,0,0,3,2.0,0.2,0.0,1
797,Jake Evans,11,3,0,0,0,0,13,3.2,0.2,0.0,21
802,Braybrooke,11,3,0,0,0,0,0,0.0,0.0,0.0,0
310,A.Becker,12,1,0,0,0,9,451,628.8,13.0,0.0,2508
311,Alexander-Arnold,12,2,3,7,0,13,603,723.8,833.7,268.0,2362
312,Bajcetic,12,3,0,0,0,0,0,0.0,0.0,0.0,0
313,Bradley,12,2,0,2,0,3,160,156.2,110.5,162.0,744
315,Clark,12,3,0,0,0,0,0,0.0,0.0,0.0,0
316,Darwin,12,4,5,3,0,6,244,263.8,151.6,404.0,1113
317,Diogo J.,12,3,6,4,0,4,225,300.6,169.5,537.0,1182
318,Doak,12,3,0,0,0,0,0,0.0,0.0,0.0,0
319,Elliott,12,3,1,2,0,3,120,118.6,145.8,143.0,359
320,Endo,12,3,0,0,0,0,82,57.6,38.2,6.0,259
321,Gakpo,12,4,10,5,0,22,572,597.0,517.7,686.0,1921
322,Gomez,12,2,0,0,0,0,83,130.4,38.5,58.0,517
323,Gravenberch,12,3,0,4,0,1,568,550.6,473.9,121.0,3160
324,Jones,12,3,3,5,0,4,396,397.2,343.7,400.0,1702
325,Kelleher,12,1,0,0,0,1,156,224.2,0.0,0.0,900
326,Konaté,12,2,1,2,0,4,487,578.0,161.4,133.0,2561
327,Luis Díaz,12,3,13,7,0,21,634,770.8,748.0,946.0,2393
328,M.Salah,12,3,29,18,0,55,1133,1577.0,1199.2,1985.0,3374
329,Mac Allister,12,3,5,6,0,8,578,653.4,731.3,357.0,2597
330,McConnell,12,3,0,0,0,0,0,0.0,0.0,0.0,0
331,Morton,12,3,0,0,0,0,0,0.0,0.0,0.0,0
332,N.Phillips,12,2,0,0,0,0,0,0.0,0.0,0.0,0
333,Quansah,12,2,0,0,0,0,38,119.4,29.1,15.0,488
334,R.Williams,12,2,0,0,0,0,0,0.0,0.0,0.0,0
335,Robertson,12,2,0,1,0,4,397,395.4,668.7,182.0,2479
336,Szoboszlai,12,3,6,10,0,14,605,589.8,794.8,601.0,2485
337,Tsimikas,12,2,0,1,0,3,217,202.0,260.7,60.0,829
339,Virgil,12,2,3,1,0,8,631,932.6,206.6,299.0,3330
636,Chiesa,12,3,0,0,0,0,16,9.0,23.5,36.0,103
660,Jaros,12,1,0,0,0,0,6,8.8,0.0,0.0,11
669,Davies,12,1,0,0,0,0,0,0.0,0.0,0.0,0
688,Nyoni,12,3,0,0,0,0,0,0.0,0.0,0.0,0
692,Nallo,12,2,0,0,0,0,0,0.0,0.0,0.0,0
709,Danns,12,4,0,0,0,0,2,0.0,0.3,0.0,10
744,Slot,12,5,0,0,0,0,0,0.0,0.0,0.0,0
340,Akanji,13,2,0,0,0,1,307,339.8,249.8,100.0,2012
341,Aké,13,2,0,0,0,0,121,104.6,33.7,20.0,677
342,Bernardo,13,3,4,4,0,13,568,603.0,800.4,532.0,2667
343,Bobb,13,3,0,0,0,0,13,4.4,12.6,0.0,14
344,Carson,13,1,0,0,0,0,0,0.0,0.0,0.0,0
345,De Bruyne,13,3,4,9,0,12,462,466.6,920.0,411.0,1694
346,Doku,13,3,3,6,0,3,425,453.8,515.9,528.0,1506
347,Ederson M.,13,1,0,4,0,9,400,567.0,43.0,0.0,2320
348,Foden,13,3,7,3,0,10,454,448.0,749.0,449.0,1771
349,Grealish,13,3,1,1,0,4,187,157.2,321.4,234.0,710
350,Gvardiol,13,2,5,0,0,15,623,847.0,501.7,497.0,3278
351,Haaland,13,4,22,3,1,26,795,946.0,359.4,1511.0,2736
352,J.Alvarez,13,4,0,0,0,0,0,0.0,0.0,0.0,0
353,João Cancelo,13,2,0,0,0,0,0,0.0,0.0,0.0,0
354,Kovačić,13,3,6,3,0,13,542,606.4,579.3,204.0,2194
355,Lewis,13,2,1,2,0,1,285,293.8,218.6,139.0,1888
356,Matheus N.,13,3,1,7,0,6,373,370.4,422.4,206.0,1670
357,McAtee,13,3,3,0,0,0,102,113.0,64.6,136.0,340
358,Ortega Moreno,13,1,0,0,0,0,144,292.6,0.0,0.0,1099
360,Rodrigo,13,3,0,0,0,0,21,12.2,17.5,0.0,72
361,Rúben,13,2,0,0,0,7,410,478.2,173.8,150.0,2269
362,Stones,13,2,2,0,0,2,92,155.6,49.8,70.0,544
363,Walker,13,2,0,0,0,0,63,157.4,147.7,29.0,966
571,Savinho,13,3,1,11,0,15,442,415.2,682.9,671.0,1760
607,O’Reilly,13,3,2,0,0,4,118,133.4,76.2,112.0,525
625,Gündogan,13,3,1,7,0,5,460,387.0,781.3,273.0,2218
626,Kaboré,13,2,0,0,0,0,0,0.0,0.0,0.0,0
671,Wright,13,3,0,0,0,0,0,0.0,0.0,0.0,0
672,Simpson-Pusey,13,2,0,0,0,0,7,19.6,2.2,2.0,95
675,Wilson-Esbrand,13,2,0,0,0,0,0,0.0,0.0,0.0,0
698,Mubama,13,4,0,0,0,0,2,0.2,0.1,5.0,27
703,Alleyne,13,2,0,0,0,0,0,0.0,0.0,0.0,0
704,Brits,13,1,0,0,0,0,0,0.0,0.0,0.0,0
732,Khusanov,13,2,0,0,0,0,78,102.0,33.9,4.0,503
733,Vitor Reis,13,2,0,0,0,0,4,3.2,0.0,0.0,1
736,Guardiola,13,5,0,0,0,0,0,0.0,0.0,0.0,0
755,Marmoush,13,4,7,1,0,12,326,318.0,246.7,410.0,1174
765,N.Gonzalez,13,3,1,1,0,0,123,137.2,78.7,62.0,760
785,Echeverri,13,3,0,0,0,0,2,2.2,0.4,0.0,5
364,Amad,14,3,8,8,0,17,569,634.0,687.2,615.0,1898
365,Antony,14,3,0,0,0,0,37,35.0,50.7,74.0,135
366,B.Fernandes,14,3,8,12,0,28,810,1017.8,1407.7,587.0,3017
367,Bayindir,14,1,0,0,0,0,22,80.0,0.0,0.0,360
368,Casemiro,14,3,1,0,0,3,300,433.2,348.2,265.0,1489
369,Dalot,14,2,0,4,0,9,352,493.2,434.2,258.0,2812
370,Eriksen,14,3,1,2,0,0,228,235.8,474.3,79.0,1052
371,Evans,14,2,0,0,0,3,71,66.6,5.3,23.0,312
372,Garnacho,14,3,6,4,0,7,370,454.0,532.2,904.0,2188
373,Hannibal,14,3,0,0,0,0,0,0.0,0.0,0.0,0
374,Heaton,14,1,0,0,0,0,0,0.0,0.0,0.0,0
375,Højlund,14,4,4,1,0,8,246,187.0,254.7,432.0,1998
376,Lindelof,14,2,0,0,0,0,100,125.4,48.5,8.0,695
377,Maguire,14,2,1,0,0,3,217,409.4,101.2,233.0,1751
378,Mainoo,14,3,0,0,0,0,229,196.6,250.8,137.0,1646
379,Malacia,14,2,0,0,0,0,2,5.2,13.9,0.0,99
380,Martinez,14,2,2,1,0,5,293,426.6,153.9,158.0,1751
381,McTominay,14,3,0,0,0,0,4,3.2,0.3,5.0,17
382,Mount,14,3,1,0,0,0,74,104.0,140.0,218.0,613
383,Onana,14,1,0,0,0,8,443,733.0,13.0,0.0,3060
384,Pellistri,14,3,0,0,0,0,0,0.0,0.0,0.0,0
387,Shaw,14,2,0,0,0,0,38,48.2,68.2,11.0,346
389,Zirkzee,14,4,3,2,0,6,216,222.6,212.0,351.0,1385
572,Yoro,14,2,0,0,0,0,90,207.4,55.8,54.0,1160
593,De Ligt,14,2,2,0,0,3,312,518.4,88.7,303.0,2119
594,Mazraoui,14,2,0,1,0,5,410,619.4,332.7,123.0,2836
613,Collyer,14,3,0,0,0,0,40,40.4,29.9,8.0,174
648,Wheatley,14,4,0,0,0,0,0,0.0,0.0,0.0,0
652,Ugarte,14,3,1,2,0,1,318,313.6,195.9,113.0,1777
658,Heaven,14,2,0,0,0,2,47,43.4,12.9,10.0,169
667,Fletcher,14,3,0,0,0,0,0,0.0,0.0,0.0,0
670,Amass,14,2,0,0,0,0,1,40.0,26.5,15.0,345
673,Fitzgerald,14,3,0,0,0,0,0,0.0,0.0,0.0,0
691,Kukonki,14,2,0,0,0,0,0,0.0,0.0,0.0,0
745,Amorim,14,5,0,0,0,0,0,0.0,0.0,0.0,0
761,Harrison,14,1,0,0,0,0,0,0.0,0.0,0.0,0
766,Dorgu,14,2,0,0,0,1,108,106.4,175.3,112.0,840
776,Obi,14,4,0,0,0,0,21,8.2,5.1,46.0,160
777,Fredricson,14,2,0,0,0,0,16,37.4,4.9,2.0,166
778,Moorhouse,14,3,0,0,0,0,0,0.0,0.0,0.0,0
779,Koné,14,3,0,0,0,0,0,0.0,0.0,0.0,0
783,Graczyk,14,1,0,0,0,0,0,0.0,0.0,0.0,0
788,Dermot Mee,14,1,0,0,0,0,0,0.0,0.0,0.0,0
390,A.Murphy,15,2,0,0,0,0,0,0.0,0.0,0.0,0
391,Almirón,15,3,0,0,0,0,36,15.2,40.9,57.0,150
392,Barnes,15,3,9,5,0,13,442,522.2,407.1,701.0,1746
393,Botman,15,2,0,0,0,0,95,110.4,28.4,96.0,412
394,Bruno G.,15,3,5,6,0,10,661,723.0,796.0,454.0,3273
395,Burn,15,2,1,1,0,9,476,736.6,123.6,297.0,3330
396,Dúbravka,15,1,0,0,0,2,160,220.2,0.0,0.0,900
398,Gordon,15,3,6,6,1,9,476,537.0,777.3,655.0,2428
399,Hall,15,2,0,7,0,11,443,561.6,561.2,128.0,2188
400,Hayden,15,3,0,0,0,0,0,0.0,0.0,0.0,0
401,Isak,15,4,23,6,0,36,848,1043.0,573.1,1320.0,2758
402,J.Murphy,15,3,8,13,0,11,601,713.4,625.2,519.0,2356
403,Joelinton,15,3,4,4,0,11,374,469.8,389.3,465.0,2394
404,Kelly,15,2,0,1,0,0,40,80.6,29.0,20.0,299
405,Krafth,15,2,0,0,0,0,55,59.2,19.7,13.0,334
406,Kuol,15,3,0,0,0,0,0,0.0,0.0,0.0,0
407,Lascelles,15,2,0,0,0,0,0,0.0,0.0,0.0,0
408,Lewis,15,2,0,0,0,0,0,0.0,0.0,0.0,0
409,Livramento,15,2,0,1,0,6,476,567.4,406.2,127.0,2835
410,Longstaff,15,3,0,1,0,0,131,117.2,78.4,76.0,783
411,Miley,15,3,1,0,0,1,88,87.4,33.5,45.0,304
412,Odysseas,15,1,0,0,0,0,0,0.0,0.0,0.0,0
413,Pope,15,1,0,0,0,2,384,666.0,10.0,0.0,2520
414,Ruddy,15,1,0,0,0,0,0,0.0,0.0,0.0,0
415,Schär,15,2,4,2,0,4,440,743.2,111.5,346.0,2935
416,Targett,15,2,0,0,0,0,7,5.0,5.6,0.0,20
417,Tonali,15,3,4,2,0,10,536,539.4,496.3,299.0,2625
418,Trippier,15,2,0,3,0,8,287,319.4,406.8,33.0,1299
419,White,15,3,0,0,0,0,0,0.0,0.0,0.0,0
420,Willock,15,3,0,2,0,0,139,172.8,273.8,197.0,1065
421,Wilson,15,4,0,0,0,0,42,13.0,42.2,71.0,355
574,Pivas,15,2,0,0,0,0,0,0.0,0.0,0.0,0
590,Osula,15,4,1,0,0,1,59,42.4,25.1,37.0,124
746,Howe,15,5,0,0,0,0,0,0.0,0.0,0.0,0
789,Neave,15,4,0,0,0,0,0,0.0,0.0,0.0,0
26,Alex Moreno,16,2,0,1,0,1,126,200.8,134.5,29.0,952
422,Aina,16,2,2,1,0,15,483,578.2,282.3,80.0,2996
423,Anderson,16,3,2,6,0,8,526,638.8,605.2,308.0,2726
424,Awoniyi,16,4,1,0,0,0,89,67.0,40.9,118.0,398
425,Boly,16,2,0,0,0,0,26,51.0,0.4,17.0,146
426,Bowler,16,3,0,0,0,0,0,0.0,0.0,0.0,0
427,C.Miguel,16,1,0,0,0,0,0,0.0,0.0,0.0,0
428,Da Silva Moreira,16,3,0,0,0,0,9,5.2,0.3,0.0,28
429,Danilo,16,3,0,0,0,0,43,34.6,5.0,0.0,270
430,Dennis,16,4,0,0,0,0,0,0.0,0.0,0.0,0
431,Dominguez,16,3,0,1,0,0,292,410.2,247.2,237.0,1954
432,Elanga,16,3,6,11,0,15,535,627.0,785.4,582.0,2496
433,Gibbs-White,16,3,7,11,0,18,594,680.4,793.7,632.0,2806
434,Hudson-Odoi,16,3,5,3,0,7,454,445.6,663.9,405.0,2190
435,Mighten,16,3,0,0,0,0,0,0.0,0.0,0.0,0
436,Murillo,16,2,2,0,0,18,541,927.2,211.2,201.0,3188
437,N.Williams,16,2,1,3,0,8,435,628.4,305.3,244.0,2588
438,O.Richards,16,2,0,0,0,0,0,0.0,0.0,0.0,0
439,O'Brien,16,3,0,0,0,0,0,0.0,0.0,0.0,0
440,Omobamidele,16,2,0,0,0,0,0,0.0,0.0,0.0,0
441,Panzo,16,2,0,0,0,0,0,0.0,0.0,0.0,0
442,Sangaré,16,3,0,1,0,0,107,130.6,80.3,21.0,584
443,Sels,16,1,0,1,0,11,521,942.2,20.2,0.0,3420
444,Toffolo,16,2,0,0,0,0,18,40.2,4.1,6.0,135
446,Ui-jo,16,4,0,0,0,0,0,0.0,0.0,0.0,0
447,Wood,16,4,20,3,0,41,744,838.4,320.0,900.0,2958
448,Worrall,16,2,0,0,0,0,0,0.0,0.0,0.0,0
449,Yates,16,3,2,2,0,3,306,344.4,241.1,265.0,1901
573,Milenković,16,2,5,2,0,2,499,805.2,107.9,361.0,3330
596,Jota Silva,16,3,3,2,0,0,212,221.8,182.9,239.0,835
620,Sosa,16,3,1,0,0,0,101,87.4,103.0,104.0,280
653,Morato,16,2,0,0,0,2,125,205.2,10.8,22.0,891
706,Abbott,16,2,0,0,0,0,0,0.0,0.0,0.0,0
721,Hennessey,16,1,0,0,0,0,0,0.0,0.0,0.0,0
747,Nuno,16,5,0,0,0,0,0,0.0,0.0,0.0,0
14,Ramsdale,17,1,0,0,0,11,315,980.6,0.1,0.0,2700
27,Archer,17,4,2,0,1,4,145,125.2,102.5,376.0,1421
188,Ugochukwu,17,3,1,1,0,3,209,265.0,211.9,84.0,1652
397,Fraser,17,3,0,0,0,0,31,35.8,26.8,13.0,303
451,Amo-Ameyaw,17,3,0,0,0,0,1,4.0,16.1,6.0,26
452,Aribo,17,3,3,0,0,7,394,386.2,293.0,242.0,2007
453,Armstrong,17,4,2,3,1,2,145,154.4,143.7,262.0,1246
454,Bazunu,17,1,0,0,0,0,0,0.0,0.0,0.0,0
455,Bednarek,17,2,2,0,0,3,283,770.6,78.3,71.0,2531
456,Bella-Kotchap,17,2,0,0,0,0,7,64.6,2.3,4.0,329
457,Bree,17,2,0,1,0,0,95,187.4,159.4,43.0,1070
458,Charles,17,3,0,0,0,0,0,0.0,0.0,0.0,0
459,Edozie,17,3,0,0,0,0,6,9.8,19.0,22.0,64
460,Edwards,17,2,0,0,0,0,-1,5.0,0.1,0.0,12
461,Harwood-Bellis,17,2,1,0,0,2,268,727.0,218.3,252.0,2824
462,Kamaldeen,17,3,1,2,0,2,163,187.2,182.4,290.0,1394
463,Lallana,17,3,0,2,0,1,74,81.2,82.4,21.0,352
464,Larios,17,2,0,0,0,0,0,0.0,0.0,0.0,0
465,Lis,17,1,0,0,0,0,0,0.0,0.0,0.0,0
466,Lumley,17,1,0,0,0,0,22,102.2,0.0,0.0,270
467,Manning,17,2,0,2,0,0,162,307.4,498.3,71.0,1458
468,Mara,17,4,0,0,0,0,0,0.0,0.0,0.0,0
469,McCarthy,17,1,0,0,0,0,32,166.4,0.0,0.0,450
470,Onuachu,17,4,4,1,0,4,151,219.8,127.3,479.0,1038
471,Smallbone,17,3,1,0,0,0,119,112.6,163.3,64.0,679
472,Stephens,17,2,1,0,0,2,112,291.8,71.6,51.0,1389
473,Stewart,17,4,1,0,0,3,59,54.4,15.4,96.0,382
474,Sugawara,17,2,1,1,0,0,116,315.4,291.3,137.0,1548
475,Taylor,17,2,0,0,0,0,26,102.0,27.8,4.0,353
476,Walker-Peters,17,2,0,3,0,3,240,503.8,406.8,237.0,2918
477,Wood,17,2,0,0,0,2,54,137.8,20.3,16.0,771
515,Cornet,17,3,0,0,0,0,12,11.6,3.5,7.0,71
518,Downes,17,3,1,0,0,0,312,297.6,292.2,118.0,2149
584,Brereton Díaz,17,3,0,0,0,0,43,21.8,63.6,81.0,446
608,Dibling,17,3,2,2,0,4,247,261.0,344.5,264.0,1863
623,M.Fernandes,17,3,2,4,0,8,513,553.4,649.5,372.0,2911
693,O'Brien-Whitmarsh,17,3,0,0,0,0,0,0.0,0.0,0.0,0
718,Welington,17,2,0,0,0,0,53,120.2,58.4,11.0,478
719,Kayi Sanda,17,2,0,0,0,0,3,3.2,0.3,2.0,12
734,Grønbæk,17,3,0,0,0,0,13,15.8,11.4,9.0,141
748,Rusk,17,5,0,0,0,0,0,0.0,0.0,0.0,0
798,Jay Robinson,17,4,0,0,0,0,19,21.8,34.4,29.0,134
804,Moore,17,2,0,0,0,0,0,0.0,0.0,0.0,0
82,Solanke,18,4,9,5,0,7,404,505.8,199.8,729.0,2199
478,A.Phillips,18,2,0,0,0,0,0,0.0,0.0,0.0,0
479,Austin,18,1,0,0,0,0,7,20.0,0.0,0.0,90
480,Bentancur,18,3,2,0,0,1,293,324.6,208.5,165.0,1640
481,Bergvall,18,3,0,2,0,0,216,237.2,218.7,97.0,1200
482,Bissouma,18,3,2,0,0,4,258,283.8,133.8,59.0,1396
483,Bryan,18,3,0,0,0,0,0,0.0,0.0,0.0,0
484,Davies,18,2,0,0,0,0,154,343.6,42.1,49.0,1329
485,Devine,18,3,0,0,0,0,0,0.0,0.0,0.0,0
486,Dragusin,18,2,0,0,0,0,96,256.4,58.1,47.0,1250
487,E.Royal,18,2,0,0,0,0,0,0.0,0.0,0.0,0
488,Forster,18,1,0,0,0,0,64,221.0,0.0,0.0,630
489,Gray,18,3,0,0,0,0,253,254.6,71.4,15.0,1750
490,Højbjerg,18,3,0,0,0,0,0,0.0,0.0,0.0,0
491,Johnson,18,3,11,6,0,13,461,559.6,295.0,761.0,2171
492,Kulusevski,18,3,7,4,0,9,426,613.6,843.8,733.0,2386
493,Lo Celso,18,3,0,0,0,0,0,0.0,0.0,0.0,0
494,Maddison,18,3,9,8,0,15,592,683.4,702.3,495.0,1799
495,Pedro Porro,18,2,2,6,0,6,456,778.4,932.9,200.0,2606
496,Reguilón,18,2,0,0,0,0,20,33.4,25.2,13.0,194
497,Richarlison,18,4,4,1,0,0,138,180.8,57.1,243.0,497
498,Romero,18,2,1,1,0,3,245,343.2,113.1,232.0,1416
499,P.M.Sarr,18,3,3,2,0,4,365,398.4,257.2,220.0,1901
500,Scarlett,18,4,0,1,0,0,20,24.4,11.0,17.0,31
502,Solomon,18,3,0,0,0,0,0,0.0,0.0,0.0,0
503,Son,18,3,7,10,1,12,543,629.6,734.9,707.0,2106
504,Spence,18,2,1,2,0,6,216,433.0,226.6,100.0,1790
505,Udogie,18,2,0,1,0,0,233,354.8,256.5,132.0,1923
506,Van de Ven,18,2,0,2,0,2,139,212.0,39.4,57.0,1014
507,Veliz,18,4,0,0,0,0,0,0.0,0.0,0.0,0
508,Vicario,18,1,0,0,0,2,293,587.8,0.0,0.0,2160
509,Werner,18,3,0,3,0,2,120,114.6,148.0,113.0,504
510,Whiteman,18,1,0,0,0,0,0,0.0,0.0,0.0,0
609,Lankshear,18,4,0,0,0,0,7,0.0,0.0,0.0,10
610,Moore,18,3,0,2,0,0,51,33.2,45.2,34.0,359
612,Odobert,18,3,1,0,0,3,92,101.2,108.6,156.0,843
683,Olusesi,18,3,0,0,0,0,0,0.0,0.0,0.0,0
684,Hardy,18,2,0,0,0,0,0,0.0,0.0,0.0,0
689,Williams-Barnett,18,3,0,0,0,0,0,0.0,0.0,0.0,0
699,Dorrington,18,2,0,0,0,0,4,1.0,0.2,0.0,13
700,King,18,2,0,0,0,0,0,0.0,0.0,0.0,0
716,Kinsky,18,1,0,0,0,0,86,208.2,10.1,0.0,540
717,Yang,18,3,0,0,0,0,0,0.0,0.0,0.0,0
729,Ajayi,18,3,0,0,0,0,0,0.0,0.0,0.0,0
749,Postecoglou,18,5,0,0,0,0,0,0.0,0.0,0.0,0
760,Cassanova,18,2,0,0,0,0,0,0.0,0.0,0.0,0
767,Danso,18,2,0,0,0,0,104,242.0,34.4,72.0,842
768,Tel,18,3,2,2,0,2,151,183.8,208.3,236.0,908
123,Ferguson,19,4,1,0,0,2,97,80.0,68.5,104.0,385
388,Wan-Bissaka,19,2,2,6,0,15,496,807.4,531.5,188.0,3154
511,Álvarez,19,3,0,1,0,0,221,281.8,213.9,51.0,1769
512,Antonio,19,4,1,4,0,3,111,72.0,139.5,194.0,834
513,Areola,19,1,0,0,0,1,261,619.8,0.0,0.0,2259
514,Bowen,19,3,13,11,0,21,678,903.0,737.8,1081.0,2974
516,Coufal,19,2,0,0,0,1,89,204.0,142.0,70.0,1056
517,Cresswell,19,2,0,0,0,3,159,148.4,152.3,14.0,818
519,Earthy,19,3,0,0,0,0,0,0.0,0.0,0.0,0
520,Emerson,19,2,2,1,0,4,219,420.4,310.9,173.0,2108
521,Fabianski,19,1,0,0,0,2,143,387.8,0.3,0.0,1160
522,Foderingham,19,1,0,0,0,0,0,0.0,0.0,0.0,0
523,Ings,19,4,1,3,0,4,110,97.0,76.5,159.0,270
524,Kilman,19,2,0,1,0,5,395,832.6,203.3,149.0,3348
525,Kudus,19,3,5,4,0,5,373,471.6,552.5,752.0,2589
526,L.Guilherme,19,3,0,0,0,0,47,27.6,49.1,32.0,139
527,L.Paquetá,19,3,4,1,0,5,375,433.2,627.7,267.0,2374
528,Mavropanos,19,2,0,0,0,4,234,497.0,74.9,160.0,2035
529,N.Aguerd,19,2,0,0,0,0,0,0.0,0.0,0.0,0
530,Souček,19,3,9,2,0,15,442,672.6,231.8,643.0,2563
531,Ward-Prowse,19,3,1,2,0,2,293,282.4,378.3,138.0,1433
532,Zouma,19,2,0,0,0,0,0,0.0,0.0,0.0,0
576,Irving,19,3,0,0,0,0,38,37.6,26.5,17.0,161
587,Summerville,19,3,1,1,0,2,129,156.4,246.1,186.0,776
588,G.Rodríguez,19,3,0,1,0,0,193,205.4,79.7,29.0,1147
589,Füllkrug,19,4,3,2,0,3,152,187.2,173.3,221.0,783
591,Todibo,19,2,0,0,0,1,233,373.0,37.1,35.0,1824
643,Casey,19,2,0,0,0,0,3,2.0,0.0,0.0,1
654,C.Soler,19,3,1,1,0,2,216,189.0,295.8,186.0,1394
677,Scarles,19,2,0,0,0,2,98,106.4,54.3,24.0,659
686,Mayers,19,2,0,0,0,0,0,0.0,0.0,0.0,0
