id,web_name,team,element_type,form,points_per_game,total_points,minutes,selected_by_percent,transfers_in_event,transfers_out_event
301,Okoli,11,2,0.2,1.4,27,1122,0.4,0,0
302,Ricardo,11,2,0.2,1.0,10,382,0.1,0,0
303,Souttar,11,2,0.0,0.0,0,0,0.0,0,0
304,Stolarczyk,11,1,3.8,2.5,25,900,0.5,0,0
305,Thomas,11,2,4.2,1.9,27,1109,1.4,0,0
306,Vardy,11,4,5.5,3.7,128,2825,5.2,0,0
307,Vestergaard,11,2,0.0,0.6,11,1390,1.5,0,0
308,Ward,11,1,0.0,1.0,2,135,2.0,0,0
309,Winks,11,3,0.0,1.8,40,1536,4.7,0,0
501,Skipp,11,3,1.8,1.1,27,1118,0.0,0,0
570,A.Fatawu,11,3,0.0,2.4,26,576,0.2,0,0
606,Alves,11,3,0.0,1.0,1,1,0.1,0,0
616,Nelson,11,2,0.0,0.0,0,0,0.0,0,0
635,El Khannouss,11,3,3.5,2.6,83,2179,0.2,0,0
694,Cartwright,11,3,0.0,0.0,0,0,0.0,0,0
708,Wilson-Brown,11,2,0.0,0.0,0,0,0.0,0,0
726,Coulibaly,11,2,0.0,0.2,1,107,0.0,0,0
754,Van Nistelrooy,11,5,7.5,0.0,48,0,0.5,0,0
792,Monga,11,3,1.0,1.0,7,105,0.0,0,0
796,Olabade Aluko,11,2,0.2,1.0,1,1,0.0,0,0
797,Jake Evans,11,3,0.8,1.0,4,21,0.0,0,0
802,Braybrooke,11,3,0.0,0.0,0,0,0.0,0,0
310,A.Becker,12,1,2.8,4.0,112,2508,8.4,0,0
311,Alexander-Arnold,12,2,0.5,4.5,148,2362,16.7,0,0
312,Bajcetic,12,3,0.0,0.0,0,0,0.0,0,0
313,Bradley,12,2,1.8,2.2,41,744,1.2,0,0
315,Clark,12,3,0.0,0.0,0,0,0.0,0,0
316,Darwin,12,4,1.0,2.2,66,1113,1.9,0,0
317,Diogo J.,12,3,0.8,3.3,87,1182,2.6,0,0
318,Doak,12,3,0.0,0.0,0,0,0.0,0,0
319,Elliott,12,3,4.2,1.8,33,359,0.3,0,0
320,Endo,12,3,1.0,1.1,21,259,0.1,0,0
321,Gakpo,12,4,5.0,3.6,127,1921,5.4,0,0
322,Gomez,12,2,0.0,1.6,14,517,0.4,0,0
323,Gravenberch,12,3,0.8,2.5,92,3160,0.7,0,0
324,Jones,12,3,1.8,2.6,87,1702,0.2,0,0
325,Kelleher,12,1,0.0,4.5,45,900,1.2,0,0
326,Konaté,12,2,1.0,3.4,106,2561,7.0,0,0
327,Luis Díaz,12,3,2.8,5.1,183,2393,16.8,0,0
328,M.Salah,12,3,4.0,9.1,344,3374,66.3,0,0
329,Mac Allister,12,3,1.2,3.5,122,2597,1.7,0,0
330,McConnell,12,3,0.0,0.0,0,0,0.1,0,0
331,Morton,12,3,0.0,0.0,0,0,0.1,0,0
332,N.Phillips,12,2,0.0,0.0,0,0,0.1,0,0
333,Quansah,12,2,-0.2,0.7,9,488,1.0,0,0
334,R.Williams,12,2,0.0,0.0,0,0,0.0,0,0
335,Robertson,12,2,1.5,2.8,91,2479,4.0,0,0
336,Szoboszlai,12,3,3.8,4.0,143,2485,2.7,0,0
337,Tsimikas,12,2,0.5,2.4,43,829,0.2,0,0
339,Virgil,12,2,2.0,3.9,143,3330,25.6,0,0
636,Chiesa,12,3,0.8,1.2,7,103,0.2,0,0
660,Jaros,12,1,0.0,1.0,1,11,0.1,0,0
669,Davies,12,1,0.0,0.0,0,0,0.0,0,0
688,Nyoni,12,3,0.0,0.0,0,0,0.0,0,0
692,Nallo,12,2,0.0,0.0,0,0,0.0,0,0
709,Danns,12,4,0.0,1.0,1,10,0.0,0,0
744,Slot,12,5,3.0,0.0,118,0,6.3,0,0
340,Akanji,13,2,3.8,2.3,61,2012,2.3,0,0
341,Aké,13,2,0.0,2.5,25,677,0.8,0,0
342,Bernardo,13,3,5.0,3.3,110,2667,2.8,0,0
343,Bobb,13,3,0.2,1.0,3,14,0.1,0,0
344,Carson,13,1,0.0,0.0,0,0,0.2,0,0
345,De Bruyne,13,3,4.5,4.1,114,1694,11.6,0,0
346,Doku,13,3,2.8,3.0,88,1506,1.7,0,0
347,Ederson M.,13,1,5.0,4.3,111,2320,5.7,0,0
348,Foden,13,3,1.2,3.8,105,1771,4.6,0,0
349,Grealish,13,3,0.2,1.9,38,710,0.2,0,0
350,Gvardiol,13,2,6.0,4.1,153,3278,38.6,0,0
351,Haaland,13,4,2.5,5.8,181,2736,24.0,0,0
352,J.Alvarez,13,4,0.0,0.0,0,0,0.1,0,0
353,João Cancelo,13,2,0.0,0.0,0,0,0.2,0,0
354,Kovačić,13,3,2.0,3.5,109,2194,1.2,0,0
355,Lewis,13,2,1.8,2.4,66,1888,3.5,0,0
356,Matheus N.,13,3,3.5,3.1,81,1670,0.2,0,0
357,McAtee,13,3,0.5,2.1,31,340,0.1,0,0
358,Ortega Moreno,13,1,0.0,2.7,35,1099,0.7,0,0
360,Rodrigo,13,3,0.2,1.0,3,72,0.8,0,0
361,Rúben,13,2,6.2,3.3,90,2269,5.5,0,0
362,Stones,13,2,0.0,2.6,29,544,1.0,0,0
363,Walker,13,2,0.0,0.9,13,966,2.5,0,0
571,Savinho,13,3,0.5,3.7,106,1760,1.9,0,0
607,O’Reilly,13,3,0.5,3.4,31,525,0.2,0,0
625,Gündogan,13,3,5.8,2.9,97,2218,0.5,0,0
626,Kaboré,13,2,0.0,0.0,0,0,0.0,0,0
671,Wright,13,3,0.0,0.0,0,0,0.0,0,0
672,Simpson-Pusey,13,2,0.0,0.5,1,95,0.0,0,0
675,Wilson-Esbrand,13,2,0.0,0.0,0,0,0.0,0,0
698,Mubama,13,4,0.0,1.0,1,27,0.1,0,0
703,Alleyne,13,2,0.0,0.0,0,0,0.0,0,0
704,Brits,13,1,0.0,0.0,0,0,0.0,0,0
732,Khusanov,13,2,0.0,2.3,14,503,0.3,0,0
733,Vitor Reis,13,2,0.0,1.0,1,1,0.0,0,0
736,Guardiola,13,5,8.2,0.0,113,0,29.2,0,0
755,Marmoush,13,4,3.2,4.6,73,1174,22.6,0,0
765,N.Gonzalez,13,3,2.5,2.8,31,760,0.0,0,0
785,Echeverri,13,3,0.2,1.0,1,5,0.0,0,0
364,Amad,14,3,5.5,5.0,129,1898,4.1,0,0
365,Antony,14,3,0.0,1.0,8,135,0.2,0,0
366,B.Fernandes,14,3,2.5,4.8,174,3017,13.7,0,0
367,Bayindir,14,1,2.0,2.0,8,360,0.1,0,0
368,Casemiro,14,3,1.0,2.0,48,1489,0.4,0,0
369,Dalot,14,2,0.2,2.9,95,2812,4.7,0,0
370,Eriksen,14,3,2.8,2.0,45,1052,0.2,0,0
371,Evans,14,2,0.2,2.1,15,312,0.1,0,0
372,Garnacho,14,3,3.5,2.9,106,2188,4.7,0,0
373,Hannibal,14,3,0.0,0.0,0,0,0.0,0,0
374,Heaton,14,1,0.0,0.0,0,0,0.2,0,0
375,Højlund,14,4,1.5,2.4,78,1998,1.0,0,0
376,Lindelof,14,2,2.5,1.7,27,695,0.1,0,0
377,Maguire,14,2,2.2,1.8,48,1751,0.8,0,0
378,Mainoo,14,3,1.5,1.7,42,1646,1.7,0,0
379,Malacia,14,2,0.0,0.7,2,99,0.0,0,0
380,Martinez,14,2,0.0,3.4,68,1751,2.2,0,0
381,McTominay,14,3,0.0,1.0,2,17,0.1,0,0
382,Mount,14,3,3.2,1.5,25,613,0.2,0,0
383,Onana,14,1,0.5,3.5,120,3060,5.0,0,0
384,Pellistri,14,3,0.0,0.0,0,0,0.0,0,0
387,Shaw,14,2,0.2,0.7,5,346,0.2,0,0
389,Zirkzee,14,4,0.0,2.0,64,1385,1.5,0,0
572,Yoro,14,2,0.2,1.0,22,1160,0.2,0,0
593,De Ligt,14,2,0.0,2.3,68,2119,2.9,0,0
594,Mazraoui,14,2,0.8,2.4,88,2836,7.3,0,0
613,Collyer,14,3,0.0,1.0,6,174,0.0,0,0
648,Wheatley,14,4,0.0,0.0,0,0,1.0,0,0
652,Ugarte,14,3,1.2,1.7,49,1777,0.1,0,0
658,Heaven,14,2,2.0,2.5,10,169,0.1,0,0
667,Fletcher,14,3,0.0,0.0,0,0,0.0,0,0
670,Amass,14,2,0.2,0.8,4,345,0.1,0,0
673,Fitzgerald,14,3,0.0,0.0,0,0,0.0,0,0
691,Kukonki,14,2,0.0,0.0,0,0,0.0,0,0
745,Amorim,14,5,5.8,0.0,86,0,1.4,0,0
761,Harrison,14,1,0.0,0.0,0,0,0.0,0,0
766,Dorgu,14,2,2.5,1.5,18,840,0.2,0,0
776,Obi,14,4,0.8,1.0,7,160,0.2,0,0
777,Fredricson,14,2,0.0,1.0,2,166,0.0,0,0
778,Moorhouse,14,3,0.0,0.0,0,0,0.0,0,0
779,Koné,14,3,0.0,0.0,0,0,0.0,0,0
783,Graczyk,14,1,0.0,0.0,0,0,0.0,0,0
788,Dermot Mee,14,1,0.0,0.0,0,0,0.0,0,0
390,A.Murphy,15,2,0.0,0.0,0,0,0.5,0,0
391,Almirón,15,3,0.0,1.1,10,150,0.3,0,0
392,Barnes,15,3,2.2,3.9,130,1746,4.2,0,0
393,Botman,15,2,2.5,2.2,18,412,0.0,0,0
394,Bruno G.,15,3,3.2,3.6,135,3273,3.0,0,0
395,Burn,15,2,4.0,3.1,115,3330,12.6,0,0
396,Dúbravka,15,1,0.0,4.4,44,900,1.3,0,0
398,Gordon,15,3,1.8,3.6,124,2428,8.0,0,0
399,Hall,15,2,0.0,3.8,102,2188,4.4,0,0
400,Hayden,15,3,0.0,0.0,0,0,0.1,0,0
401,Isak,15,4,3.2,6.2,211,2758,49.4,0,0
402,J.Murphy,15,3,2.5,4.5,159,2356,14.3,0,0
403,Joelinton,15,3,0.0,3.4,99,2394,1.1,0,0
404,Kelly,15,2,0.0,1.2,12,299,0.1,0,0
405,Krafth,15,2,0.2,1.4,17,334,0.1,0,0
406,Kuol,15,3,0.0,0.0,0,0,0.1,0,0
407,Lascelles,15,2,0.0,0.0,0,0,0.0,0,0
408,Lewis,15,2,0.0,0.0,0,0,0.1,0,0
409,Livramento,15,2,3.2,2.8,105,2835,8.9,0,0
410,Longstaff,15,3,0.2,1.4,34,783,0.3,0,0
411,Miley,15,3,0.5,1.5,21,304,0.0,0,0
412,Odysseas,15,1,0.0,0.0,0,0,0.1,0,0
413,Pope,15,1,3.8,3.6,102,2520,6.1,0,0
414,Ruddy,15,1,0.0,0.0,0,0,0.3,0,0
415,Schär,15,2,3.5,3.5,118,2935,5.0,0,0
416,Targett,15,2,0.0,1.0,2,20,0.3,0,0
417,Tonali,15,3,4.2,2.9,106,2625,0.9,0,0
418,Trippier,15,2,0.8,2.9,72,1299,4.4,0,0
419,White,15,3,0.0,0.0,0,0,0.1,0,0
420,Willock,15,3,0.5,1.4,46,1065,0.1,0,0
421,Wilson,15,4,1.2,1.1,19,355,0.2,0,0
574,Pivas,15,2,0.0,0.0,0,0,0.1,0,0
590,Osula,15,4,0.5,1.4,19,124,0.2,0,0
746,Howe,15,5,3.5,0.0,97,0,2.8,0,0
789,Neave,15,4,0.0,0.0,0,0,0.0,0,0
26,Alex Moreno,16,2,0.0,2.3,34,952,0.4,0,0
422,Aina,16,2,1.0,3.7,128,2996,13.0,0,0
423,Anderson,16,3,1.4,2.9,107,2726,0.3,0,0
424,Awoniyi,16,4,0.4,1.2,32,398,0.3,0,0
425,Boly,16,2,0.0,1.0,6,146,0.1,0,0
426,Bowler,16,3,0.0,0.0,0,0,0.0,0,0
427,C.Miguel,16,1,0.0,0.0,0,0,0.1,0,0
428,Da Silva Moreira,16,3,0.0,1.0,2,28,0.1,0,0
429,Danilo,16,3,0.2,1.4,11,270,0.0,0,0
430,Dennis,16,4,0.0,0.0,0,0,0.2,0,0
431,Dominguez,16,3,1.6,1.6,54,1954,0.0,0,0
432,Elanga,16,3,3.6,4.0,153,2496,9.4,0,0
433,Gibbs-White,16,3,5.6,4.5,154,2806,7.4,0,0
434,Hudson-Odoi,16,3,0.6,3.3,103,2190,1.2,0,0
435,Mighten,16,3,0.0,0.0,0,0,0.0,0,0
436,Murillo,16,2,2.8,3.6,130,3188,4.1,0,0
437,N.Williams,16,2,2.4,3.1,109,2588,4.0,0,0
438,O.Richards,16,2,0.0,0.0,0,0,0.0,0,0
439,O'Brien,16,3,0.0,0.0,0,0,0.0,0,0
440,Omobamidele,16,2,0.0,0.0,0,0,0.0,0,0
441,Panzo,16,2,0.0,0.0,0,0,0.0,0,0
442,Sangaré,16,3,1.6,1.5,20,584,1.2,0,0
443,Sels,16,1,1.8,3.9,150,3420,19.9,0,0
444,Toffolo,16,2,0.0,1.0,4,135,0.1,0,0
446,Ui-jo,16,4,0.0,0.0,0,0,0.8,0,0
447,Wood,16,4,3.2,5.6,200,2958,30.8,0,0
448,Worrall,16,2,0.0,0.0,0,0,0.0,0,0
449,Yates,16,3,1.0,1.9,67,1901,0.1,0,0
573,Milenković,16,2,2.8,3.9,145,3330,18.0,0,0
596,Jota Silva,16,3,0.8,1.7,52,835,0.1,0,0
620,Sosa,16,3,0.4,1.3,25,280,0.1,0,0
653,Morato,16,2,0.0,1.4,36,891,0.1,0,0
706,Abbott,16,2,0.0,0.0,0,0,0.0,0,0
721,Hennessey,16,1,0.0,0.0,0,0,0.0,0,0
747,Nuno,16,5,3.4,0.0,78,0,5.0,0,0
14,Ramsdale,17,1,3.8,3.2,97,2700,1.3,0,0
27,Archer,17,4,1.0,1.6,57,1421,1.1,0,0
188,Ugochukwu,17,3,0.8,1.8,47,1652,0.3,0,0
397,Fraser,17,3,0.0,0.9,7,303,0.0,0,0
451,Amo-Ameyaw,17,3,0.0,0.5,1,26,0.1,0,0
452,Aribo,17,3,0.5,2.2,72,2007,0.1,0,0
453,Armstrong,17,4,0.0,2.2,45,1246,0.5,0,0
454,Bazunu,17,1,0.0,0.0,0,0,0.1,0,0
455,Bednarek,17,2,2.0,2.0,60,2531,1.9,0,0
456,Bella-Kotchap,17,2,0.0,0.5,2,329,0.4,0,0
457,Bree,17,2,1.8,1.4,23,1070,0.3,0,0
458,Charles,17,3,0.0,0.0,0,0,0.0,0,0
459,Edozie,17,3,0.0,0.5,1,64,0.0,0,0
460,Edwards,17,2,0.0,1.0,1,12,0.2,0,0
461,Harwood-Bellis,17,2,1.8,1.6,55,2824,4.1,0,0
462,Kamaldeen,17,3,1.5,2.0,53,1394,0.0,0,0
463,Lallana,17,3,0.0,1.2,17,352,0.0,0,0
464,Larios,17,2,0.0,0.0,0,0,0.1,0,0
465,Lis,17,1,0.0,0.0,0,0,0.1,0,0
466,Lumley,17,1,0.0,2.7,8,270,0.4,0,0
467,Manning,17,2,0.5,1.4,34,1458,0.1,0,0
468,Mara,17,4,0.0,0.0,0,0,0.0,0,0
469,McCarthy,17,1,0.0,2.4,12,450,0.1,0,0
470,Onuachu,17,4,0.5,2.0,51,1038,0.3,0,0
471,Smallbone,17,3,1.0,1.4,26,679,0.0,0,0
472,Stephens,17,2,1.8,1.6,31,1389,0.3,0,0
473,Stewart,17,4,3.0,1.7,20,382,1.7,0,0
474,Sugawara,17,2,0.2,1.4,43,1548,0.1,0,0
475,Taylor,17,2,0.2,0.8,6,353,3.0,0,0
476,Walker-Peters,17,2,0.2,1.6,54,2918,0.3,0,0
477,Wood,17,2,0.2,1.3,14,771,1.0,0,0
515,Cornet,17,3,0.0,0.5,1,71,0.0,0,0
518,Downes,17,3,1.8,1.8,48,2149,0.0,0,0
584,Brereton Díaz,17,3,0.0,1.3,13,446,0.1,0,0
608,Dibling,17,3,1.5,2.1,68,1863,1.4,0,0
623,M.Fernandes,17,3,3.0,2.6,95,2911,0.1,0,0
693,O'Brien-Whitmarsh,17,3,0.0,0.0,0,0,0.0,0,0
718,Welington,17,2,2.0,1.4,14,478,0.0,0,0
719,Kayi Sanda,17,2,0.5,1.0,2,12,0.0,0,0
734,Grønbæk,17,3,0.0,1.5,6,141,0.0,0,0
748,Rusk,17,5,2.8,0.0,38,0,0.1,0,0
798,Jay Robinson,17,4,1.0,1.2,5,134,0.0,0,0
804,Moore,17,2,0.0,0.0,0,0,0.0,0,0
82,Solanke,18,4,2.0,4.0,108,2199,4.7,0,0
478,A.Phillips,18,2,0.0,0.0,0,0,0.1,0,0
479,Austin,18,1,0.0,1.0,1,90,0.4,0,0
480,Bentancur,18,3,0.5,1.9,49,1640,0.1,0,0
481,Bergvall,18,3,0.0,1.6,44,1200,0.8,0,0
482,Bissouma,18,3,1.2,1.8,50,1396,0.2,0,0
483,Bryan,18,3,0.0,0.0,0,0,0.0,0,0
484,Davies,18,2,0.5,1.6,28,1329,0.2,0,0
485,Devine,18,3,0.0,0.0,0,0,0.0,0,0
486,Dragusin,18,2,0.0,1.5,24,1250,0.1,0,0
487,E.Royal,18,2,0.0,0.0,0,0,0.0,0,0
488,Forster,18,1,0.0,2.7,19,630,0.3,0,0
489,Gray,18,3,1.8,1.6,45,1750,0.2,0,0
490,Højbjerg,18,3,0.0,0.0,0,0,0.0,0,0
491,Johnson,18,3,0.8,4.2,137,2171,2.3,0,0
492,Kulusevski,18,3,0.8,3.7,117,2386,2.2,0,0
493,Lo Celso,18,3,0.0,0.0,0,0,0.0,0,0
494,Maddison,18,3,0.0,4.3,133,1799,3.8,0,0
495,Pedro Porro,18,2,-0.2,3.0,98,2606,16.5,0,0
496,Reguilón,18,2,0.2,0.5,2,194,0.2,0,0
497,Richarlison,18,4,1.0,2.3,35,497,0.4,0,0
498,Romero,18,2,0.0,2.7,49,1416,3.5,0,0
499,P.M.Sarr,18,3,1.5,2.0,71,1901,0.2,0,0
500,Scarlett,18,4,0.0,2.0,6,31,0.7,0,0
502,Solomon,18,3,0.0,0.0,0,0,0.0,0,0
503,Son,18,3,0.8,4.3,129,2106,4.1,0,0
504,Spence,18,2,1.0,2.0,51,1790,0.7,0,0
505,Udogie,18,2,0.0,1.7,43,1923,1.5,0,0
506,Van de Ven,18,2,0.2,2.5,32,1014,2.4,0,0
507,Veliz,18,4,0.0,0.0,0,0,0.0,0,0
508,Vicario,18,1,0.8,2.8,66,2160,1.8,0,0
509,Werner,18,3,0.0,1.9,34,504,0.1,0,0
510,Whiteman,18,1,0.0,0.0,0,0,1.7,0,0
609,Lankshear,18,4,0.0,1.0,3,10,1.0,0,0
610,Moore,18,3,1.2,1.9,19,359,0.2,0,0
612,Odobert,18,3,3.8,2.1,34,843,0.0,0,0
683,Olusesi,18,3,0.0,0.0,0,0,0.0,0,0
684,Hardy,18,2,0.0,0.0,0,0,0.0,0,0
689,Williams-Barnett,18,3,0.0,0.0,0,0,0.0,0,0
699,Dorrington,18,2,0.0,1.0,1,13,0.0,0,0
700,King,18,2,0.0,0.0,0,0,0.0,0,0
716,Kinsky,18,1,1.2,2.8,17,540,0.1,0,0
717,Yang,18,3,0.0,0.0,0,0,0.0,0,0
729,Ajayi,18,3,0.0,0.0,0,0,0.0,0,0
749,Postecoglou,18,5,1.2,0.0,58,0,1.3,0,0
760,Cassanova,18,2,0.0,0.0,0,0,0.0,0,0
767,Danso,18,2,1.0,1.6,16,842,0.0,0,0
768,Tel,18,3,3.0,3.2,42,908,0.1,0,0
123,Ferguson,19,4,0.2,1.3,28,385,0.3,0,0
388,Wan-Bissaka,19,2,6.2,3.3,118,3154,6.4,0,0
511,Álvarez,19,3,0.8,1.4,40,1769,0.1,0,0
512,Antonio,19,4,0.0,3.0,42,834,0.8,0,0
513,Areola,19,1,3.0,2.7,69,2259,7.2,0,0
514,Bowen,19,3,9.5,5.7,193,2974,18.0,0,0
516,Coufal,19,2,2.0,1.2,27,1056,0.4,0,0
517,Cresswell,19,2,2.2,2.0,36,818,1.7,0,0
519,Earthy,19,3,0.0,0.0,0,0,0.0,0,0
520,Emerson,19,2,0.8,2.5,76,2108,0.6,0,0
521,Fabianski,19,1,0.8,2.8,39,1160,10.0,0,0
522,Foderingham,19,1,0.0,0.0,0,0,0.1,0,0
523,Ings,19,4,0.0,2.1,32,270,1.2,0,0
524,Kilman,19,2,2.5,2.2,82,3348,1.3,0,0
525,Kudus,19,3,4.0,3.3,106,2589,2.6,0,0
526,L.Guilherme,19,3,0.2,1.0,12,139,0.0,0,0
527,L.Paquetá,19,3,0.5,2.4,80,2374,0.9,0,0
528,Mavropanos,19,2,1.0,1.4,45,2035,0.1,0,0
529,N.Aguerd,19,2,0.0,0.0,0,0,0.0,0,0
530,Souček,19,3,3.8,3.6,126,2563,1.5,0,0
531,Ward-Prowse,19,3,3.5,2.1,51,1433,0.5,0,0
532,Zouma,19,2,0.0,0.0,0,0,0.1,0,0
576,Irving,19,3,0.0,0.9,9,161,0.0,0,0
587,Summerville,19,3,0.0,1.7,33,776,0.3,0,0
588,G.Rodríguez,19,3,1.8,1.6,36,1147,0.1,0,0
589,Füllkrug,19,4,1.5,2.3,42,783,0.9,0,0
591,Todibo,19,2,2.5,2.0,54,1824,0.3,0,0
643,Casey,19,2,0.0,1.0,1,1,0.2,0,0
654,C.Soler,19,3,0.5,1.5,47,1394,0.0,0,0
677,Scarles,19,2,0.5,1.9,29,659,0.1,0,0
686,Mayers,19,2,0.0,0.0,0,0,0.0,0,0
701,Orford,19,3,0.0,1.0,2,47,0.0,0,0
750,Potter,19,5,6.0,0.0,84,0,2.6,0,0
204,Johnstone,20,1,0.0,1.7,12,630,0.2,0,0
533,Aït-Nouri,20,2,1.2,3.4,125,3112,15.0,0,0
534,B.Traore,20,3,0.0,1.0,1,1,0.0,0,0
535,Bellegarde,20,3,2.2,2.6,90,1666,0.2,0,0
536,Bentley,20,1,0.5,4.5,9,180,1.7,0,0
537,Chiquinho,20,3,0.0,1.0,1,6,0.1,0,0
538,Chirewa,20,3,0.0,0.0,0,0,0.0,0,0
539,Chiwome,20,4,0.0,0.0,0,0,1.1,0,0
540,Cundle,20,3,0.0,0.0,0,0,0.1,0,0
541,Cunha,20,4,1.2,5.4,178,2596,13.6,0,0
542,Dawson,20,2,0.0,1.1,17,969,0.1,0,0
543,Doherty,20,2,1.2,2.5,75,2105,0.3,0,0
544,Doyle,20,3,0.0,1.2,28,474,0.0,0,0
545,Fábio Silva,20,4,0.0,0.0,0,0,0.1,0,0
546,Fraser,20,4,0.0,0.0,0,0,1.0,0,0
547,Gonzalez,20,3,0.0,0.0,0,0,0.0,0,0
548,Guedes,20,3,1.5,2.1,62,979,0.1,0,0
549,H.Bueno,20,2,0.0,0.0,0,0,0.0,0,0
550,Hee Chan,20,3,0.5,1.8,37,646,0.2,0,0
551,Hodge,20,3,0.0,0.0,0,0,0.2,0,0
552,Hoever,20,2,0.0,0.0,0,0,0.1,0,0
553,J.Gomes,20,3,1.2,2.4,87,2975,0.2,0,0
554,José Sá,20,1,1.8,3.2,93,2610,2.8,0,0
555,Kalajdžić,20,4,0.0,0.0,0,0,0.0,0,0
556,King,20,1,0.2,1.0,1,1,1.2,0,0
557,Mario Jr.,20,3,0.0,2.8,47,1363,0.1,0,0
558,Mosquera,20,2,0.0,0.6,3,441,0.7,0,0
559,N.Semedo,20,2,1.0,2.5,84,2889,0.6,0,0
561,Pedro Lima,20,2,0.0,0.7,2,69,1.2,0,0
562,Podence,20,3,0.0,1.0,2,46,0.0,0,0
563,R.Gomes,20,3,1.2,1.7,42,794,0.1,0,0
564,S.Bueno,20,2,0.5,1.8,52,1678,0.1,0,0
565,Sarabia,20,3,1.0,2.2,50,800,0.1,0,0
566,Strand Larsen,20,4,4.0,4.1,145,2587,2.6,0,0
567,Toti,20,2,1.0,2.5,79,2613,0.3,0,0
637,Meupiyou,20,2,0.0,0.0,0,0,0.2,0,0
642,André,20,3,1.8,1.8,61,2472,0.0,0,0
655,Forbs,20,3,0.0,0.9,9,236,0.0,0,0
664,Pond,20,2,0.0,1.0,1,1,0.7,0,0
682,Edozie,20,3,0.0,0.0,0,0,0.0,0,0
711,Okoduwa,20,2,0.0,0.0,0,0,0.0,0,0
720,Agbadou,20,2,2.5,2.8,45,1410,0.4,0,0
751,Pereira,20,5,2.8,0.0,111,0,2.3,0,0
769,Djiga,20,2,0.0,0.8,4,65,0.0,0,0
770,Munetsi,20,3,3.5,3.6,50,1077,0.1,0,0
784,Mané,20,4,0.2,1.0,1,1,0.1,0,0
