id,web_name,team,element_type,now_cost,total_points,points_per_game,value_season,minutes,form
442,Sangaré,16,3,43,20,1.5,4.7,584,1.6
444,Toffolo,16,2,42,4,1.0,1.0,135,0.0
446,Ui-jo,16,4,45,0,0.0,0.0,0,0.0
448,Worrall,16,2,45,0,0.0,0.0,0,0.0
449,Yates,16,3,48,67,1.9,14.0,1901,1.0
653,Morato,16,2,45,36,1.4,8.0,891,0.0
706,Abbott,16,2,40,0,0.0,0.0,0,0.0
721,Hennessey,16,1,40,0,0.0,0.0,0,0.0
747,Nuno,16,5,11,78,0.0,70.9,0,3.4
14,Ramsdale,17,1,44,97,3.2,22.0,2700,3.8
27,Archer,17,4,48,57,1.6,11.9,1421,1.0
188,Ugochukwu,17,3,44,47,1.8,10.7,1652,0.8
397,Fraser,17,3,48,7,0.9,1.5,303,0.0
451,Amo-Ameyaw,17,3,44,1,0.5,0.2,26,0.0
452,Aribo,17,3,49,72,2.2,14.7,2007,0.5
454,Bazunu,17,1,43,0,0.0,0.0,0,0.0
455,Bednarek,17,2,40,60,2.0,15.0,2531,2.0
456,Bella-Kotchap,17,2,39,2,0.5,0.5,329,0.0
457,Bree,17,2,39,23,1.4,5.9,1070,1.8
458,Charles,17,3,45,0,0.0,0.0,0,0.0
459,Edozie,17,3,49,1,0.5,0.2,64,0.0
460,Edwards,17,2,39,1,1.0,0.3,12,0.0
461,Harwood-Bellis,17,2,39,55,1.6,14.1,2824,1.8
462,Kamaldeen,17,3,50,53,2.0,10.6,1394,1.5
463,Lallana,17,3,50,17,1.2,3.4,352,0.0
464,Larios,17,2,39,0,0.0,0.0,0,0.0
465,Lis,17,1,40,0,0.0,0.0,0,0.0
466,Lumley,17,1,40,8,2.7,2.0,270,0.0
467,Manning,17,2,43,34,1.4,7.9,1458,0.5
468,Mara,17,4,50,0,0.0,0.0,0,0.0
469,McCarthy,17,1,42,12,2.4,2.9,450,0.0
470,Onuachu,17,4,49,51,2.0,10.4,1038,0.5
471,Smallbone,17,3,50,26,1.4,5.2,679,1.0
472,Stephens,17,2,40,31,1.6,7.8,1389,1.8
473,Stewart,17,4,44,20,1.7,4.5,382,3.0
474,Sugawara,17,2,42,43,1.4,10.2,1548,0.2
475,Taylor,17,2,39,6,0.8,1.5,353,0.2
476,Walker-Peters,17,2,42,54,1.6,12.9,2918,0.2
477,Wood,17,2,39,14,1.3,3.6,771,0.2
515,Cornet,17,3,47,1,0.5,0.2,71,0.0
518,Downes,17,3,47,48,1.8,10.2,2149,1.8
584,Brereton Díaz,17,3,48,13,1.3,2.7,446,0.0
608,Dibling,17,3,43,68,2.1,15.8,1863,1.5
623,M.Fernandes,17,3,50,95,2.6,19.0,2911,3.0
693,O'Brien-Whitmarsh,17,3,45,0,0.0,0.0,0,0.0
718,Welington,17,2,40,14,1.4,3.5,478,2.0
719,Kayi Sanda,17,2,40,2,1.0,0.5,12,0.5
734,Grønbæk,17,3,49,6,1.5,1.2,141,0.0
748,Rusk,17,5,5,38,0.0,76.0,0,2.8
798,Jay Robinson,17,4,44,5,1.2,1.1,134,1.0
804,Moore,17,2,40,0,0.0,0.0,0,0.0
478,A.Phillips,18,2,40,0,0.0,0.0,0,0.0
479,Austin,18,1,40,1,1.0,0.2,90,0.0
480,Bentancur,18,3,49,49,1.9,10.0,1640,0.5
481,Bergvall,18,3,44,44,1.6,10.0,1200,0.0
482,Bissouma,18,3,48,50,1.8,10.4,1396,1.2
483,Bryan,18,3,50,0,0.0,0.0,0,0.0
484,Davies,18,2,43,28,1.6,6.5,1329,0.5
485,Devine,18,3,45,0,0.0,0.0,0,0.0
486,Dragusin,18,2,43,24,1.5,5.6,1250,0.0
487,E.Royal,18,2,45,0,0.0,0.0,0,0.0
488,Forster,18,1,43,19,2.7,4.4,630,0.0
489,Gray,18,3,46,45,1.6,9.8,1750,1.8
490,Højbjerg,18,3,50,0,0.0,0.0,0,0.0
493,Lo Celso,18,3,49,0,0.0,0.0,0,0.0
496,Reguilón,18,2,41,2,0.5,0.5,194,0.2
498,Romero,18,2,49,49,2.7,10.0,1416,0.0
499,P.M.Sarr,18,3,47,71,2.0,15.1,1901,1.5
500,Scarlett,18,4,44,6,2.0,1.4,31,0.0
504,Spence,18,2,44,51,2.0,11.6,1790,1.0
505,Udogie,18,2,48,43,1.7,9.0,1923,0.0
506,Van de Ven,18,2,45,32,2.5,7.1,1014,0.2
507,Veliz,18,4,50,0,0.0,0.0,0,0.0
508,Vicario,18,1,48,66,2.8,13.8,2160,0.8
510,Whiteman,18,1,39,0,0.0,0.0,0,0.0
609,Lankshear,18,4,45,3,1.0,0.7,10,0.0
610,Moore,18,3,45,19,1.9,4.2,359,1.2
683,Olusesi,18,3,45,0,0.0,0.0,0,0.0
684,Hardy,18,2,40,0,0.0,0.0,0,0.0
689,Williams-Barnett,18,3,45,0,0.0,0.0,0,0.0
699,Dorrington,18,2,40,1,1.0,0.2,13,0.0
700,King,18,2,40,0,0.0,0.0,0,0.0
716,Kinsky,18,1,41,17,2.8,4.1,540,1.2
717,Yang,18,3,45,0,0.0,0.0,0,0.0
729,Ajayi,18,3,45,0,0.0,0.0,0,0.0
749,Postecoglou,18,5,11,58,0.0,52.7,0,1.2
760,Cassanova,18,2,40,0,0.0,0.0,0,0.0
767,Danso,18,2,44,16,1.6,3.6,842,1.0
388,Wan-Bissaka,19,2,45,118,3.3,26.2,3154,6.2
511,Álvarez,19,3,50,40,1.4,8.0,1769,0.8
513,Areola,19,1,42,69,2.7,16.4,2259,3.0
516,Coufal,19,2,41,27,1.2,6.6,1056,2.0
517,Cresswell,19,2,39,36,2.0,9.2,818,2.2
519,Earthy,19,3,45,0,0.0,0.0,0,0.0
520,Emerson,19,2,44,76,2.5,17.3,2108,0.8
521,Fabianski,19,1,39,39,2.8,10.0,1160,0.8
522,Foderingham,19,1,42,0,0.0,0.0,0,0.0
523,Ings,19,4,48,32,2.1,6.7,270,0.0
524,Kilman,19,2,43,82,2.2,19.1,3348,2.5
526,L.Guilherme,19,3,46,12,1.0,2.6,139,0.2
528,Mavropanos,19,2,43,45,1.4,10.5,2035,1.0
529,N.Aguerd,19,2,44,0,0.0,0.0,0,0.0
530,Souček,19,3,48,126,3.6,26.2,2563,3.8
532,Zouma,19,2,44,0,0.0,0.0,0,0.0
576,Irving,19,3,47,9,0.9,1.9,161,0.0
588,G.Rodríguez,19,3,48,36,1.6,7.5,1147,1.8
591,Todibo,19,2,42,54,2.0,12.9,1824,2.5
643,Casey,19,2,40,1,1.0,0.2,1,0.0
654,C.Soler,19,3,50,47,1.5,9.4,1394,0.5
677,Scarles,19,2,40,29,1.9,7.2,659,0.5
686,Mayers,19,2,40,0,0.0,0.0,0,0.0
701,Orford,19,3,45,2,1.0,0.4,47,0.0
750,Potter,19,5,5,84,0.0,168.0,0,6.0
204,Johnstone,20,1,41,12,1.7,2.9,630,0.0
534,B.Traore,20,3,48,1,1.0,0.2,1,0.0
535,Bellegarde,20,3,49,90,2.6,18.4,1666,2.2
536,Bentley,20,1,39,9,4.5,2.3,180,0.5
537,Chiquinho,20,3,45,1,1.0,0.2,6,0.0
538,Chirewa,20,3,45,0,0.0,0.0,0,0.0
539,Chiwome,20,4,44,0,0.0,0.0,0,0.0
540,Cundle,20,3,45,0,0.0,0.0,0,0.0
542,Dawson,20,2,42,17,1.1,4.0,969,0.0
543,Doherty,20,2,43,75,2.5,17.4,2105,1.2
544,Doyle,20,3,47,28,1.2,6.0,474,0.0
545,Fábio Silva,20,4,50,0,0.0,0.0,0,0.0
546,Fraser,20,4,45,0,0.0,0.0,0,0.0
547,Gonzalez,20,3,44,0,0.0,0.0,0,0.0
549,H.Bueno,20,2,45,0,0.0,0.0,0,0.0
551,Hodge,20,3,45,0,0.0,0.0,0,0.0
552,Hoever,20,2,40,0,0.0,0.0,0,0.0
553,J.Gomes,20,3,49,87,2.4,17.8,2975,1.2
554,José Sá,20,1,44,93,3.2,21.1,2610,1.8
555,Kalajdžić,20,4,48,0,0.0,0.0,0,0.0
556,King,20,1,39,1,1.0,0.3,1,0.2
557,Mario Jr.,20,3,48,47,2.8,9.8,1363,0.0
558,Mosquera,20,2,38,3,0.6,0.8,441,0.0
559,N.Semedo,20,2,45,84,2.5,18.7,2889,1.0
561,Pedro Lima,20,2,39,2,0.7,0.5,69,0.0
564,S.Bueno,20,2,43,52,1.8,12.1,1678,0.5
565,Sarabia,20,3,50,50,2.2,10.0,800,1.0
567,Toti,20,2,43,79,2.5,18.4,2613,1.0
637,Meupiyou,20,2,39,0,0.0,0.0,0,0.0
642,André,20,3,50,61,1.8,12.2,2472,1.8
664,Pond,20,2,39,1,1.0,0.3,1,0.0
682,Edozie,20,3,45,0,0.0,0.0,0,0.0
711,Okoduwa,20,2,40,0,0.0,0.0,0,0.0
720,Agbadou,20,2,40,45,2.8,11.2,1410,2.5
751,Pereira,20,5,8,111,0.0,138.8,0,2.8
769,Djiga,20,2,45,4,0.8,0.9,65,0.0
770,Munetsi,20,3,50,50,3.6,10.0,1077,3.5
784,Mané,20,4,45,1,1.0,0.2,1,0.2
