id,web_name,team,element_type,now_cost,total_points,goals_scored,assists,clean_sheets,minutes,bonus,bps,influence,creativity,threat,ict_index,form,value_season
782,Samuels-Smith,6,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
787,Genesis Antwi,6,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,Nketiah,7,4,59,53,3,2,2,1018,4,186,192.2,163.7,475.0,82.5,3.8,9.0
160,Chilwell,7,2,46,13,1,0,0,254,0,54,99.6,69.2,37.0,20.7,2.0,2.8
190,Ahamada,7,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
193,C.Doucouré,7,3,48,19,0,1,1,443,0,71,58.6,25.7,23.0,10.8,0.0,4.0
194,C.Richards,7,2,44,68,1,1,7,1921,2,249,470.8,45.0,181.0,69.6,2.8,15.5
195,Chadi Riad,7,2,43,1,0,0,0,90,0,3,18.2,1.3,0.0,2.0,0.0,0.2
196,Clyne,7,2,43,18,0,0,1,477,0,48,66.6,51.8,8.0,12.4,0.0,4.2
197,Ebiowei,7,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
199,Eze,7,3,70,148,8,8,10,2588,15,605,685.0,849.2,691.0,222.4,8.8,21.1
200,Guéhi,7,2,47,116,3,2,11,3059,11,492,827.0,237.6,247.0,131.0,2.2,24.7
201,Henderson,7,1,46,135,0,0,11,3420,8,466,853.6,30.0,4.0,88.6,3.0,29.3
202,Holding,7,2,42,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
203,Hughes,7,3,49,67,0,4,10,2100,3,278,335.2,462.6,90.0,87.5,2.0,13.7
205,Kamada,7,3,51,45,0,0,3,1545,0,246,219.2,314.1,145.0,68.2,1.2,8.8
206,Lerma,7,3,48,58,0,1,6,2270,2,326,401.4,190.2,197.0,78.7,1.8,12.1
207,Mateta,7,4,75,150,14,2,9,2642,27,576,671.6,405.4,800.0,187.3,1.5,20.0
208,M.França,7,3,44,9,1,0,0,52,0,34,48.4,1.2,66.0,11.5,0.5,2.0
209,Matthews,7,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
210,Mitchell,7,2,48,123,0,6,12,3090,4,455,630.8,559.1,170.0,136.2,4.0,25.6
211,Muñoz,7,2,52,142,4,6,11,3229,9,480,816.6,634.2,524.0,197.6,3.8,27.3
212,Ozoh,7,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
213,Rak-Sakyi,7,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
214,Schlupp,7,3,46,12,0,0,0,95,0,43,22.8,42.9,46.0,11.0,0.0,2.6
215,Ward,7,2,43,1,0,0,0,71,0,-3,5.8,10.3,0.0,1.6,0.0,0.2
216,Wharton,7,3,47,42,0,2,4,1314,0,244,261.2,381.4,69.0,71.2,0.8,8.9
445,Turner,7,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
585,I.Sarr,7,3,55,149,8,7,10,2708,14,542,675.0,618.0,866.0,215.9,5.5,27.1
644,Umeh-Chibueze,7,3,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
645,Devenny,7,3,45,34,1,1,0,494,1,129,138.8,101.8,90.0,33.2,1.5,7.6
646,Agbinone,7,3,45,2,0,0,0,4,0,4,4.0,10.6,1.0,1.5,0.0,0.4
647,Rodney,7,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
650,Lacroix,7,2,45,114,1,2,11,3116,9,463,723.8,113.7,277.0,111.4,2.8,25.3
666,Kporha,7,2,40,2,0,0,0,11,0,1,8.0,4.6,0.0,1.3,0.0,0.5
676,Marsh,7,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
730,Esse,7,3,47,22,1,2,0,138,3,72,74.8,38.4,51.0,16.4,2.8,4.7
741,Glasner,7,5,8,128,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.5,160.0
156,Broja,8,4,53,12,0,0,2,327,0,23,20.2,53.8,43.0,10.9,0.0,2.3
217,A.Doucoure,8,3,51,94,3,2,11,2563,5,333,352.6,379.4,348.0,107.6,2.2,18.4
218,Beto,8,4,48,87,8,0,4,1521,11,295,373.2,163.9,666.0,119.5,4.5,18.1
219,Branthwaite,8,2,49,88,0,1,9,2509,3,420,624.6,57.7,130.0,81.3,2.2,18.0
220,Calvert-Lewin,8,4,54,63,3,2,8,1602,3,157,200.2,126.1,573.0,89.2,1.0,11.7
221,Coleman,8,2,43,5,0,0,0,214,0,17,42.4,3.8,23.0,7.1,0.5,1.2
222,Gana,8,3,48,89,0,3,12,3063,5,505,522.0,327.2,117.0,96.6,2.2,18.5
223,Garner,8,3,49,42,0,1,5,1590,0,244,264.8,248.2,93.0,60.4,2.0,8.6
224,Harrison,8,3,52,81,1,3,7,2068,4,291,277.0,527.7,288.0,108.6,1.8,15.6
225,Holgate,8,2,40,1,0,0,0,5,0,-1,0.0,0.0,0.0,0.0,0.0,0.2
226,Iroegbunam,8,3,43,22,0,1,0,562,0,82,122.2,40.9,32.0,19.6,0.5,5.1
227,J.Virginia,8,1,38,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
228,Keane,8,2,38,48,3,0,3,1046,4,139,306.6,23.2,123.0,45.4,4.0,12.6
229,Maupay,8,4,49,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
230,McNeil,8,3,51,93,4,8,5,1366,9,401,392.0,631.8,207.0,123.3,5.2,18.2
231,Mykolenko,8,2,44,121,1,3,11,3082,9,467,621.4,428.5,100.0,115.2,6.2,27.5
232,Ndiaye,8,4,52,114,9,0,15,2426,21,552,598.0,326.4,493.0,142.0,4.5,21.9
234,Patterson,8,2,44,14,0,1,0,342,0,47,71.6,70.3,12.0,15.5,0.8,3.2
235,Pickford,8,1,52,158,0,1,12,3420,15,593,1052.0,20.3,0.0,107.0,5.5,30.4
236,Tarkowski,8,2,47,105,1,1,10,2922,8,468,859.0,188.8,217.0,126.9,0.0,22.3
237,Y. Chermiti,8,4,49,3,0,0,0,42,0,9,2.4,0.6,27.0,3.0,0.2,0.6
238,Young,8,2,42,98,1,4,9,1864,9,354,431.2,388.2,46.0,86.8,3.8,23.3
450,Alcaraz,8,3,47,44,2,3,1,766,5,191,219.4,205.7,227.0,65.4,5.0,9.4
577,Lindstrøm,8,3,50,44,0,1,6,1229,0,167,214.2,309.6,237.0,76.0,0.0,8.8
582,O'Brien,8,2,45,65,2,0,5,1568,5,233,341.4,108.9,109.0,56.0,3.2,14.4
603,Armstrong,8,3,44,2,0,0,0,47,0,1,1.8,10.9,9.0,2.2,0.0,0.5
614,Metcalfe,8,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
624,Begovic,8,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
627,Dixon,8,2,39,0,0,0,0,90,0,0,15.4,0.3,0.0,1.6,0.0,0.0
651,Mangala,8,3,50,39,1,0,5,1257,0,175,172.8,133.5,106.0,41.4,0.0,7.8
678,Bates,8,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
724,Sherif,8,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
742,Moyes,8,5,5,137,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.8,274.0
773,Heath,8,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
775,Coby Ebere,8,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
803,Welch,8,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,Nelson,9,3,50,27,1,1,1,483,2,143,131.6,223.9,195.0,55.1,0.0,5.4
19,Smith Rowe,9,3,50,114,6,3,7,2036,15,449,433.8,422.3,386.0,124.4,2.0,22.8
191,Andersen,9,2,42,51,0,0,4,2673,3,306,687.6,99.0,162.0,95.0,1.0,12.1
239,Adama,9,3,45,95,2,8,3,1756,8,384,385.4,632.1,426.0,144.6,3.0,21.1
240,Andreas,9,3,49,81,2,6,5,2004,2,355,326.6,868.3,300.0,149.0,1.0,16.5
241,Bassey,9,2,45,75,1,0,5,3074,0,390,587.2,96.7,157.0,84.1,0.8,16.7
242,Benda,9,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
243,Cairney,9,3,48,33,2,0,1,610,0,192,163.8,213.8,94.0,47.2,2.2,6.9
244,Castagne,9,2,42,46,0,1,3,1642,0,205,360.4,163.6,123.0,64.9,0.2,11.0
245,Diop,9,2,43,31,0,0,1,1334,0,146,257.6,44.7,83.0,38.3,0.0,7.2
246,Harris,9,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
247,Iwobi,9,3,54,156,9,6,6,2981,16,704,806.8,922.4,699.0,243.0,1.8,28.9
248,Leno,9,1,50,115,0,2,5,3420,5,475,967.0,20.0,0.0,98.6,3.0,23.0
249,Lukić,9,3,48,56,0,2,4,2348,1,354,335.6,455.1,119.0,91.0,1.5,11.7
250,Mbabu,9,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
251,Muniz,9,4,55,86,8,1,2,943,14,349,352.4,95.3,508.0,95.4,0.0,15.6
252,Raúl,9,4,53,147,12,3,7,2486,26,539,612.8,372.2,1018.0,199.7,5.5,27.7
253,Ream,9,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
254,Reed,9,3,47,10,0,0,0,100,0,36,18.6,20.6,33.0,7.1,0.2,2.1
255,Robinson,9,2,47,106,0,10,5,3166,8,507,922.2,723.4,206.0,185.5,1.0,22.6
256,Stansfield,9,4,50,1,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.2
257,Tete,9,2,44,49,0,2,3,1773,0,207,381.2,192.2,158.0,73.1,0.8,11.1
258,Vinicius,9,4,50,3,0,0,0,13,0,14,4.0,0.0,19.0,2.3,0.0,0.6
259,Wilson,9,3,52,78,6,2,2,1148,6,329,334.6,310.2,440.0,107.8,3.0,15.0
579,Sessegnon,9,2,42,57,4,2,1,574,5,137,284.0,158.8,227.0,67.1,0.8,13.6
586,J.Cuenca,9,2,44,9,0,0,0,349,0,38,81.2,2.3,4.0,8.6,0.5,2.0
604,King,9,3,44,10,0,0,1,126,0,30,26.2,45.7,38.0,11.2,0.8,2.3
605,Godo,9,3,44,2,0,0,0,21,0,4,3.4,12.0,14.0,3.0,0.2,0.5
622,Berge,9,3,50,53,0,0,4,2221,2,334,314.4,285.7,51.0,65.1,1.0,10.6
690,Amissah,9,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
753,Silva,9,5,11,94,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.5,85.5
772,Willian,9,3,50,13,0,0,1,251,0,54,36.2,133.3,25.0,19.5,0.5,2.6
121,Enciso,10,3,54,59,2,3,2,1155,5,224,250.8,268.9,362.0,87.7,3.2,10.9
260,Al-Hamadi,10,4,47,8,0,0,0,125,0,15,5.6,25.7,32.0,6.0,0.0,1.7
261,Baggott,10,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
262,Broadhead,10,3,49,37,2,0,2,690,1,137,148.2,111.0,155.0,41.4,2.2,7.6
263,Burgess,10,2,38,26,0,2,0,1540,0,122,422.0,87.2,103.0,61.4,1.5,6.8
264,Burns,10,3,47,30,0,1,1,922,0,144,111.6,148.5,66.0,31.8,0.0,6.4
265,Chaplin,10,3,51,41,1,2,1,845,0,139,106.6,152.1,108.0,36.1,1.2,8.0
266,H.Clarke,10,2,40,1,0,0,0,377,0,-5,48.2,24.4,35.0,10.5,0.0,0.2
267,Davis,10,2,42,52,1,2,2,2742,5,174,486.8,865.4,145.0,149.6,0.5,12.4
268,Delap,10,4,56,132,12,2,3,2587,22,472,513.0,290.5,783.0,157.5,1.0,23.6
269,Edmundson,10,2,40,1,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.2
270,Greaves,10,2,38,37,1,0,2,2205,0,171,592.8,77.2,157.0,82.7,1.2,9.7
271,Harness,10,3,49,2,0,0,0,43,0,4,9.4,1.9,6.0,1.7,0.0,0.4
272,Hirst,10,4,54,46,3,1,0,645,3,157,146.4,64.5,207.0,41.2,2.2,8.5
273,Humphreys,10,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
274,Hutchinson,10,3,52,88,3,3,3,2585,6,352,383.2,487.5,443.0,131.5,2.8,16.9
275,Johnson,10,2,38,30,1,2,0,1346,2,23,276.6,177.2,92.0,54.6,0.2,7.9
276,Ladapo,10,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
277,Luongo,10,3,43,13,0,0,0,195,0,47,34.4,6.6,4.0,4.6,0.5,3.0
278,Morsy,10,3,48,67,1,1,2,2749,5,421,417.0,374.0,47.0,83.7,1.8,14.0
279,Ndaba,10,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
280,Slicker,10,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
281,Taylor,10,3,48,38,1,0,0,837,1,144,142.0,100.5,84.0,32.4,1.2,7.9
282,Tuanzebe,10,2,39,27,0,1,1,1710,0,80,284.4,93.4,25.0,40.1,1.2,6.9
283,Walton,10,1,43,16,0,0,1,630,2,42,163.2,10.0,0.0,17.3,0.5,3.7
284,Woolfenden,10,2,39,18,0,0,1,1187,0,93,258.4,6.7,8.0,27.5,0.2,4.6
359,Phillips,10,3,48,27,0,0,1,1231,0,167,181.8,116.2,41.0,33.8,0.2,5.6
568,Muric,10,1,44,49,0,0,1,1620,5,186,531.2,0.0,0.0,53.1,0.0,11.1
569,Jaden,10,3,53,37,2,0,2,796,3,116,159.0,98.2,190.0,43.9,0.0,7.0
583,Townsend,10,2,39,11,0,1,0,334,0,43,110.2,56.0,13.0,18.0,0.0,2.8
611,Szmodics,10,3,57,54,4,0,2,988,2,167,216.0,93.0,263.0,56.7,0.2,9.5
619,Cajuste,10,3,45,63,1,1,1,1960,2,309,284.0,209.2,59.0,54.9,2.2,14.0
630,O'Shea,10,2,38,49,0,2,2,3122,1,231,862.8,59.9,195.0,111.6,1.2,12.9
631,J.Clarke,10,3,54,53,0,4,1,1161,0,221,230.8,341.7,151.0,72.2,1.2,9.8
632,Ogbene,10,3,48,7,0,0,0,237,0,29,22.8,30.2,12.0,6.4,0.0,1.5
715,Godfrey,10,2,40,-1,0,0,0,158,0,-27,15.0,2.3,2.0,1.9,0.0,-0.2
743,McKenna,10,5,5,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.5,102.0
764,Palmer,10,1,45,22,0,0,0,1170,0,94,356.8,10.0,0.0,36.6,1.2,4.9
799,Boniface,10,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
800,Tom Taylor,10,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117,Buonanotte,11,3,45,75,5,2,2,1508,6,299,415.8,415.8,318.0,114.7,2.0,16.7
192,J.Ayew,11,3,51,75,5,0,4,1649,3,279,304.4,316.9,311.0,93.4,3.8,14.7
198,Edouard,11,4,51,7,0,0,0,141,0,14,5.0,25.0,50.0,8.0,0.0,1.4
285,B.Soumaré,11,3,44,48,0,0,1,2165,0,327,294.2,261.8,47.0,60.4,1.8,10.9
286,Cannon,11,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
287,Choudhury,11,3,44,4,0,0,0,129,0,29,33.8,30.4,6.0,7.0,0.0,0.9
288,Coady,11,2,40,39,1,0,2,1712,3,144,378.8,33.0,62.0,47.5,5.5,9.8
289,Daka,11,4,48,34,1,0,1,717,2,108,86.0,41.7,148.0,27.0,1.0,7.1
290,De Cordova-Reid,11,3,52,48,1,4,1,734,2,145,102.2,84.4,72.0,26.0,0.0,9.2
291,Faes,11,2,38,55,1,0,3,2812,2,241,678.0,68.5,121.0,86.9,4.0,14.5
292,Golding,11,3,44,1,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.2,0.2
293,Hermansen,11,1,44,63,0,0,1,2385,1,231,827.0,0.2,0.0,82.8,0.0,14.3
294,Iversen,11,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
295,Justin,11,2,41,70,2,2,3,2912,6,218,615.2,258.5,202.0,107.8,5.0,17.1
296,Kristiansen,11,2,44,34,0,1,1,2481,0,153,519.4,358.6,40.0,91.6,0.5,7.7
297,Marcal,11,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
298,Mavididi,11,3,50,72,4,1,1,1606,5,270,339.2,375.3,302.0,101.5,0.0,14.4
299,McAteer,11,3,47,35,1,1,3,846,0,125,147.2,132.5,184.0,46.3,3.5,7.4
300,Ndidi,11,3,49,64,0,5,3,2325,1,375,546.4,302.2,280.0,112.8,2.8,13.1
301,Okoli,11,2,40,27,1,0,1,1122,1,106,318.6,15.2,73.0,40.7,0.2,6.8
302,Ricardo,11,2,41,10,0,0,0,382,0,46,67.8,18.7,19.0,10.5,0.2,2.4
303,Souttar,11,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
304,Stolarczyk,11,1,40,25,0,0,2,900,0,104,228.4,0.0,0.0,22.8,3.8,6.2
305,Thomas,11,2,39,27,0,0,3,1109,0,144,226.4,144.5,34.0,40.4,4.2,6.9
306,Vardy,11,4,54,128,9,5,4,2825,18,464,490.8,270.8,742.0,150.0,5.5,23.7
307,Vestergaard,11,2,39,11,0,0,0,1390,0,86,321.0,46.6,53.0,42.4,0.0,2.8
308,Ward,11,1,39,2,0,0,0,135,0,-5,35.4,0.0,0.0,3.6,0.0,0.5
309,Winks,11,3,43,40,0,2,0,1536,0,282,272.8,319.6,37.0,63.2,0.0,9.3
501,Skipp,11,3,47,27,0,0,3,1118,0,121,119.4,146.0,35.0,29.9,1.8,5.7
570,A.Fatawu,11,3,51,26,0,2,0,576,3,125,147.6,104.3,148.0,40.1,0.0,5.1
606,Alves,11,3,44,1,0,0,0,1,0,3,0.0,0.3,0.0,0.0,0.0,0.2
616,Nelson,11,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
635,El Khannouss,11,3,48,83,2,4,3,2179,6,376,381.6,634.1,191.0,120.5,3.5,17.3
694,Cartwright,11,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
708,Wilson-Brown,11,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
726,Coulibaly,11,2,40,1,0,0,0,107,0,-4,24.4,3.4,24.0,5.2,0.0,0.2
754,Van Nistelrooy,11,5,5,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.5,96.0
792,Monga,11,3,45,7,0,0,0,105,0,29,20.6,12.6,19.0,5.1,1.0,1.6
796,Olabade Aluko,11,2,40,1,0,0,0,1,0,3,2.0,0.2,0.0,0.2,0.2,0.2
797,Jake Evans,11,3,45,4,0,0,0,21,0,13,3.2,0.2,0.0,0.3,0.8,0.9
802,Braybrooke,11,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310,A.Becker,12,1,55,112,0,0,10,2508,9,451,628.8,13.0,0.0,64.0,2.8,20.4
311,Alexander-Arnold,12,2,72,148,3,7,12,2362,13,603,723.8,833.7,268.0,182.4,0.5,20.6
312,Bajcetic,12,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
313,Bradley,12,2,47,41,0,2,3,744,3,160,156.2,110.5,162.0,42.8,1.8,8.7
315,Clark,12,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
316,Darwin,12,4,70,66,5,3,2,1113,6,244,263.8,151.6,404.0,81.2,1.0,9.4
317,Diogo J.,12,3,72,87,6,4,7,1182,4,225,300.6,169.5,537.0,99.0,0.8,12.1
318,Doak,12,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
319,Elliott,12,3,52,33,1,2,0,359,3,120,118.6,145.8,143.0,40.4,4.2,6.3
320,Endo,12,3,46,21,0,0,0,259,0,82,57.6,38.2,6.0,10.0,1.0,4.6
321,Gakpo,12,4,72,127,10,5,5,1921,22,572,597.0,517.7,686.0,180.3,5.0,17.6
322,Gomez,12,2,47,14,0,0,1,517,0,83,130.4,38.5,58.0,22.8,0.0,3.0
323,Gravenberch,12,3,50,92,0,4,14,3160,1,568,550.6,473.9,121.0,114.7,0.8,18.4
324,Jones,12,3,53,87,3,5,6,1702,4,396,397.2,343.7,400.0,113.6,1.8,16.4
325,Kelleher,12,1,39,45,0,0,4,900,1,156,224.2,0.0,0.0,22.4,0.0,11.5
326,Konaté,12,2,53,106,1,2,11,2561,4,487,578.0,161.4,133.0,87.6,1.0,20.0
327,Luis Díaz,12,3,75,183,13,7,15,2393,21,634,770.8,748.0,946.0,246.4,2.8,24.4
328,M.Salah,12,3,136,344,29,18,15,3374,55,1133,1577.0,1199.2,1985.0,476.0,4.0,25.3
329,Mac Allister,12,3,62,122,5,6,14,2597,8,578,653.4,731.3,357.0,174.1,1.2,19.7
330,McConnell,12,3,43,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
331,Morton,12,3,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
332,N.Phillips,12,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
333,Quansah,12,2,39,9,0,0,0,488,0,38,119.4,29.1,15.0,16.5,-0.2,2.3
334,R.Williams,12,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
335,Robertson,12,2,58,91,0,1,10,2479,4,397,395.4,668.7,182.0,124.4,1.5,15.7
336,Szoboszlai,12,3,61,143,6,10,12,2485,14,605,589.8,794.8,601.0,198.1,3.8,23.4
337,Tsimikas,12,2,46,43,0,1,4,829,3,217,202.0,260.7,60.0,52.5,0.5,9.3
339,Virgil,12,2,67,143,3,1,14,3330,8,631,932.6,206.6,299.0,143.7,2.0,21.3
636,Chiesa,12,3,68,7,0,0,0,103,0,16,9.0,23.5,36.0,6.7,0.8,1.0
660,Jaros,12,1,40,1,0,0,0,11,0,6,8.8,0.0,0.0,0.9,0.0,0.2
669,Davies,12,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
688,Nyoni,12,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
692,Nallo,12,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
709,Danns,12,4,45,1,0,0,0,10,0,2,0.0,0.3,0.0,0.0,0.0,0.2
744,Slot,12,5,15,118,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,78.7
340,Akanji,13,2,53,61,0,0,6,2012,1,307,339.8,249.8,100.0,68.9,3.8,11.5
341,Aké,13,2,53,25,0,0,3,677,0,121,104.6,33.7,20.0,15.9,0.0,4.7
342,Bernardo,13,3,61,110,4,4,10,2667,13,568,603.0,800.4,532.0,193.6,5.0,18.0
343,Bobb,13,3,47,3,0,0,0,14,0,13,4.4,12.6,0.0,1.6,0.2,0.6
344,Carson,13,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
345,De Bruyne,13,3,95,114,4,9,10,1694,12,462,466.6,920.0,411.0,179.5,4.5,12.0
346,Doku,13,3,62,88,3,6,8,1506,3,425,453.8,515.9,528.0,150.0,2.8,14.2
347,Ederson M.,13,1,53,111,0,4,10,2320,9,400,567.0,43.0,0.0,60.9,5.0,20.9
348,Foden,13,3,91,105,7,3,6,1771,10,454,448.0,749.0,449.0,164.2,1.2,11.5
349,Grealish,13,3,64,38,1,1,2,710,4,187,157.2,321.4,234.0,71.3,0.2,5.9
350,Gvardiol,13,2,65,153,5,0,13,3278,15,623,847.0,501.7,497.0,185.0,6.0,23.5
351,Haaland,13,4,149,181,22,3,10,2736,26,795,946.0,359.4,1511.0,281.8,2.5,12.1
352,J.Alvarez,13,4,70,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
353,João Cancelo,13,2,53,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
354,Kovačić,13,3,54,109,6,3,10,2194,13,542,606.4,579.3,204.0,139.1,2.0,20.2
355,Lewis,13,2,43,66,1,2,5,1888,1,285,293.8,218.6,139.0,65.0,1.8,15.3
356,Matheus N.,13,3,49,81,1,7,9,1670,6,373,370.4,422.4,206.0,99.9,3.5,16.5
357,McAtee,13,3,46,31,3,0,0,340,0,102,113.0,64.6,136.0,30.7,0.5,6.7
358,Ortega Moreno,13,1,52,35,0,0,3,1099,0,144,292.6,0.0,0.0,29.4,0.0,6.7
360,Rodrigo,13,3,62,3,0,0,0,72,0,21,12.2,17.5,0.0,3.0,0.2,0.5
361,Rúben,13,2,55,90,0,0,11,2269,7,410,478.2,173.8,150.0,80.2,6.2,16.4
362,Stones,13,2,53,29,2,0,1,544,2,92,155.6,49.8,70.0,27.4,0.0,5.5
363,Walker,13,2,51,13,0,0,0,966,0,63,157.4,147.7,29.0,33.5,0.0,2.5
571,Savinho,13,3,60,106,1,11,8,1760,15,442,415.2,682.9,671.0,177.3,0.5,17.7
607,O’Reilly,13,3,49,31,2,0,3,525,4,118,133.4,76.2,112.0,32.2,0.5,6.3
625,Gündogan,13,3,63,97,1,7,10,2218,5,460,387.0,781.3,273.0,144.2,5.8,15.4
626,Kaboré,13,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
671,Wright,13,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
672,Simpson-Pusey,13,2,40,1,0,0,0,95,0,7,19.6,2.2,2.0,2.4,0.0,0.2
675,Wilson-Esbrand,13,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
698,Mubama,13,4,45,1,0,0,0,27,0,2,0.2,0.1,5.0,0.5,0.0,0.2
703,Alleyne,13,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
704,Brits,13,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
732,Khusanov,13,2,50,14,0,0,2,503,0,78,102.0,33.9,4.0,14.1,0.0,2.8
733,Vitor Reis,13,2,45,1,0,0,0,1,0,4,3.2,0.0,0.0,0.3,0.0,0.2
736,Guardiola,13,5,15,113,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.2,75.3
755,Marmoush,13,4,74,73,7,1,8,1174,12,326,318.0,246.7,410.0,97.3,3.2,9.9
765,N.Gonzalez,13,3,60,31,1,1,6,760,0,123,137.2,78.7,62.0,27.5,2.5,5.2
785,Echeverri,13,3,58,1,0,0,0,5,0,2,2.2,0.4,0.0,0.3,0.2,0.2
364,Amad,14,3,53,129,8,8,7,1898,17,569,634.0,687.2,615.0,193.8,5.5,24.3
365,Antony,14,3,57,8,0,0,0,135,0,37,35.0,50.7,74.0,15.8,0.0,1.4
366,B.Fernandes,14,3,84,174,8,12,10,3017,28,810,1017.8,1407.7,587.0,300.8,2.5,20.7
367,Bayindir,14,1,43,8,0,0,1,360,0,22,80.0,0.0,0.0,7.9,2.0,1.9
368,Casemiro,14,3,46,48,1,0,6,1489,3,300,433.2,348.2,265.0,104.8,1.0,10.4
