id,web_name,team,element_type,influence,creativity,threat,ict_index,total_points,minutes,now_cost
743,McKenna,10,5,0.0,0.0,0.0,0.0,51,0,5
764,Palmer,10,1,356.8,10.0,0.0,36.6,22,1170,45
799,Boniface,10,2,0.0,0.0,0.0,0.0,0,0,40
800,Tom Taylor,10,3,0.0,0.0,0.0,0.0,0,0,45
117,Buonanotte,11,3,415.8,415.8,318.0,114.7,75,1508,45
192,J.Ayew,11,3,304.4,316.9,311.0,93.4,75,1649,51
198,Edouard,11,4,5.0,25.0,50.0,8.0,7,141,51
285,B.Soumaré,11,3,294.2,261.8,47.0,60.4,48,2165,44
286,Cannon,11,4,0.0,0.0,0.0,0.0,0,0,45
287,Choudhury,11,3,33.8,30.4,6.0,7.0,4,129,44
288,Coady,11,2,378.8,33.0,62.0,47.5,39,1712,40
289,Daka,11,4,86.0,41.7,148.0,27.0,34,717,48
290,De Cordova-Reid,11,3,102.2,84.4,72.0,26.0,48,734,52
291,Faes,11,2,678.0,68.5,121.0,86.9,55,2812,38
292,Golding,11,3,0.0,0.0,0.0,0.0,1,1,44
293,Hermansen,11,1,827.0,0.2,0.0,82.8,63,2385,44
294,Iversen,11,1,0.0,0.0,0.0,0.0,0,0,39
295,Justin,11,2,615.2,258.5,202.0,107.8,70,2912,41
296,Kristiansen,11,2,519.4,358.6,40.0,91.6,34,2481,44
297,Marcal,11,3,0.0,0.0,0.0,0.0,0,0,45
298,Mavididi,11,3,339.2,375.3,302.0,101.5,72,1606,50
299,McAteer,11,3,147.2,132.5,184.0,46.3,35,846,47
300,Ndidi,11,3,546.4,302.2,280.0,112.8,64,2325,49
301,Okoli,11,2,318.6,15.2,73.0,40.7,27,1122,40
302,Ricardo,11,2,67.8,18.7,19.0,10.5,10,382,41
303,Souttar,11,2,0.0,0.0,0.0,0.0,0,0,40
304,Stolarczyk,11,1,228.4,0.0,0.0,22.8,25,900,40
305,Thomas,11,2,226.4,144.5,34.0,40.4,27,1109,39
306,Vardy,11,4,490.8,270.8,742.0,150.0,128,2825,54
307,Vestergaard,11,2,321.0,46.6,53.0,42.4,11,1390,39
308,Ward,11,1,35.4,0.0,0.0,3.6,2,135,39
309,Winks,11,3,272.8,319.6,37.0,63.2,40,1536,43
501,Skipp,11,3,119.4,146.0,35.0,29.9,27,1118,47
570,A.Fatawu,11,3,147.6,104.3,148.0,40.1,26,576,51
606,Alves,11,3,0.0,0.3,0.0,0.0,1,1,44
616,Nelson,11,2,0.0,0.0,0.0,0.0,0,0,40
635,El Khannouss,11,3,381.6,634.1,191.0,120.5,83,2179,48
694,Cartwright,11,3,0.0,0.0,0.0,0.0,0,0,45
708,Wilson-Brown,11,2,0.0,0.0,0.0,0.0,0,0,40
726,Coulibaly,11,2,24.4,3.4,24.0,5.2,1,107,40
754,Van Nistelrooy,11,5,0.0,0.0,0.0,0.0,48,0,5
792,Monga,11,3,20.6,12.6,19.0,5.1,7,105,45
796,Olabade Aluko,11,2,2.0,0.2,0.0,0.2,1,1,40
797,Jake Evans,11,3,3.2,0.2,0.0,0.3,4,21,45
802,Braybrooke,11,3,0.0,0.0,0.0,0.0,0,0,45
310,A.Becker,12,1,628.8,13.0,0.0,64.0,112,2508,55
311,Alexander-Arnold,12,2,723.8,833.7,268.0,182.4,148,2362,72
312,Bajcetic,12,3,0.0,0.0,0.0,0.0,0,0,45
313,Bradley,12,2,156.2,110.5,162.0,42.8,41,744,47
315,Clark,12,3,0.0,0.0,0.0,0.0,0,0,45
316,Darwin,12,4,263.8,151.6,404.0,81.2,66,1113,70
317,Diogo J.,12,3,300.6,169.5,537.0,99.0,87,1182,72
318,Doak,12,3,0.0,0.0,0.0,0.0,0,0,45
319,Elliott,12,3,118.6,145.8,143.0,40.4,33,359,52
320,Endo,12,3,57.6,38.2,6.0,10.0,21,259,46
321,Gakpo,12,4,597.0,517.7,686.0,180.3,127,1921,72
322,Gomez,12,2,130.4,38.5,58.0,22.8,14,517,47
323,Gravenberch,12,3,550.6,473.9,121.0,114.7,92,3160,50
324,Jones,12,3,397.2,343.7,400.0,113.6,87,1702,53
325,Kelleher,12,1,224.2,0.0,0.0,22.4,45,900,39
326,Konaté,12,2,578.0,161.4,133.0,87.6,106,2561,53
327,Luis Díaz,12,3,770.8,748.0,946.0,246.4,183,2393,75
328,M.Salah,12,3,1577.0,1199.2,1985.0,476.0,344,3374,136
329,Mac Allister,12,3,653.4,731.3,357.0,174.1,122,2597,62
330,McConnell,12,3,0.0,0.0,0.0,0.0,0,0,43
331,Morton,12,3,0.0,0.0,0.0,0.0,0,0,44
332,N.Phillips,12,2,0.0,0.0,0.0,0.0,0,0,40
333,Quansah,12,2,119.4,29.1,15.0,16.5,9,488,39
334,R.Williams,12,2,0.0,0.0,0.0,0.0,0,0,40
335,Robertson,12,2,395.4,668.7,182.0,124.4,91,2479,58
336,Szoboszlai,12,3,589.8,794.8,601.0,198.1,143,2485,61
337,Tsimikas,12,2,202.0,260.7,60.0,52.5,43,829,46
339,Virgil,12,2,932.6,206.6,299.0,143.7,143,3330,67
636,Chiesa,12,3,9.0,23.5,36.0,6.7,7,103,68
660,Jaros,12,1,8.8,0.0,0.0,0.9,1,11,40
669,Davies,12,1,0.0,0.0,0.0,0.0,0,0,40
688,Nyoni,12,3,0.0,0.0,0.0,0.0,0,0,45
692,Nallo,12,2,0.0,0.0,0.0,0.0,0,0,40
709,Danns,12,4,0.0,0.3,0.0,0.0,1,10,45
744,Slot,12,5,0.0,0.0,0.0,0.0,118,0,15
340,Akanji,13,2,339.8,249.8,100.0,68.9,61,2012,53
341,Aké,13,2,104.6,33.7,20.0,15.9,25,677,53
342,Bernardo,13,3,603.0,800.4,532.0,193.6,110,2667,61
343,Bobb,13,3,4.4,12.6,0.0,1.6,3,14,47
344,Carson,13,1,0.0,0.0,0.0,0.0,0,0,39
345,De Bruyne,13,3,466.6,920.0,411.0,179.5,114,1694,95
346,Doku,13,3,453.8,515.9,528.0,150.0,88,1506,62
347,Ederson M.,13,1,567.0,43.0,0.0,60.9,111,2320,53
348,Foden,13,3,448.0,749.0,449.0,164.2,105,1771,91
349,Grealish,13,3,157.2,321.4,234.0,71.3,38,710,64
350,Gvardiol,13,2,847.0,501.7,497.0,185.0,153,3278,65
351,Haaland,13,4,946.0,359.4,1511.0,281.8,181,2736,149
352,J.Alvarez,13,4,0.0,0.0,0.0,0.0,0,0,70
353,João Cancelo,13,2,0.0,0.0,0.0,0.0,0,0,53
354,Kovačić,13,3,606.4,579.3,204.0,139.1,109,2194,54
355,Lewis,13,2,293.8,218.6,139.0,65.0,66,1888,43
356,Matheus N.,13,3,370.4,422.4,206.0,99.9,81,1670,49
357,McAtee,13,3,113.0,64.6,136.0,30.7,31,340,46
358,Ortega Moreno,13,1,292.6,0.0,0.0,29.4,35,1099,52
360,Rodrigo,13,3,12.2,17.5,0.0,3.0,3,72,62
361,Rúben,13,2,478.2,173.8,150.0,80.2,90,2269,55
362,Stones,13,2,155.6,49.8,70.0,27.4,29,544,53
363,Walker,13,2,157.4,147.7,29.0,33.5,13,966,51
571,Savinho,13,3,415.2,682.9,671.0,177.3,106,1760,60
607,O’Reilly,13,3,133.4,76.2,112.0,32.2,31,525,49
625,Gündogan,13,3,387.0,781.3,273.0,144.2,97,2218,63
626,Kaboré,13,2,0.0,0.0,0.0,0.0,0,0,45
671,Wright,13,3,0.0,0.0,0.0,0.0,0,0,45
672,Simpson-Pusey,13,2,19.6,2.2,2.0,2.4,1,95,40
675,Wilson-Esbrand,13,2,0.0,0.0,0.0,0.0,0,0,40
698,Mubama,13,4,0.2,0.1,5.0,0.5,1,27,45
703,Alleyne,13,2,0.0,0.0,0.0,0.0,0,0,40
704,Brits,13,1,0.0,0.0,0.0,0.0,0,0,40
732,Khusanov,13,2,102.0,33.9,4.0,14.1,14,503,50
733,Vitor Reis,13,2,3.2,0.0,0.0,0.3,1,1,45
736,Guardiola,13,5,0.0,0.0,0.0,0.0,113,0,15
755,Marmoush,13,4,318.0,246.7,410.0,97.3,73,1174,74
765,N.Gonzalez,13,3,137.2,78.7,62.0,27.5,31,760,60
785,Echeverri,13,3,2.2,0.4,0.0,0.3,1,5,58
364,Amad,14,3,634.0,687.2,615.0,193.8,129,1898,53
365,Antony,14,3,35.0,50.7,74.0,15.8,8,135,57
366,B.Fernandes,14,3,1017.8,1407.7,587.0,300.8,174,3017,84
367,Bayindir,14,1,80.0,0.0,0.0,7.9,8,360,43
368,Casemiro,14,3,433.2,348.2,265.0,104.8,48,1489,46
369,Dalot,14,2,493.2,434.2,258.0,118.2,95,2812,50
370,Eriksen,14,3,235.8,474.3,79.0,78.9,45,1052,52
371,Evans,14,2,66.6,5.3,23.0,9.5,15,312,44
372,Garnacho,14,3,454.0,532.2,904.0,188.3,106,2188,59
373,Hannibal,14,3,0.0,0.0,0.0,0.0,0,0,45
374,Heaton,14,1,0.0,0.0,0.0,0.0,0,0,39
375,Højlund,14,4,187.0,254.7,432.0,86.3,78,1998,69
376,Lindelof,14,2,125.4,48.5,8.0,18.3,27,695,43
377,Maguire,14,2,409.4,101.2,233.0,74.5,48,1751,49
378,Mainoo,14,3,196.6,250.8,137.0,58.8,42,1646,52
379,Malacia,14,2,5.2,13.9,0.0,1.7,2,99,44
380,Martinez,14,2,426.6,153.9,158.0,73.8,68,1751,43
381,McTominay,14,3,3.2,0.3,5.0,0.9,2,17,49
382,Mount,14,3,104.0,140.0,218.0,45.6,25,613,63
383,Onana,14,1,733.0,13.0,0.0,74.7,120,3060,49
384,Pellistri,14,3,0.0,0.0,0.0,0.0,0,0,50
387,Shaw,14,2,48.2,68.2,11.0,12.7,5,346,49
389,Zirkzee,14,4,222.6,212.0,351.0,78.0,64,1385,65
572,Yoro,14,2,207.4,55.8,54.0,31.8,22,1160,43
593,De Ligt,14,2,518.4,88.7,303.0,91.5,68,2119,48
594,Mazraoui,14,2,619.4,332.7,123.0,107.5,88,2836,42
613,Collyer,14,3,40.4,29.9,8.0,7.9,6,174,45
648,Wheatley,14,4,0.0,0.0,0.0,0.0,0,0,45
652,Ugarte,14,3,313.6,195.9,113.0,62.1,49,1777,49
658,Heaven,14,2,43.4,12.9,10.0,6.6,10,169,40
667,Fletcher,14,3,0.0,0.0,0.0,0.0,0,0,45
670,Amass,14,2,40.0,26.5,15.0,8.2,4,345,40
673,Fitzgerald,14,3,0.0,0.0,0.0,0.0,0,0,45
691,Kukonki,14,2,0.0,0.0,0.0,0.0,0,0,40
745,Amorim,14,5,0.0,0.0,0.0,0.0,86,0,8
761,Harrison,14,1,0.0,0.0,0.0,0.0,0,0,40
766,Dorgu,14,2,106.4,175.3,112.0,39.4,18,840,45
776,Obi,14,4,8.2,5.1,46.0,5.4,7,160,45
777,Fredricson,14,2,37.4,4.9,2.0,4.4,2,166,40
778,Moorhouse,14,3,0.0,0.0,0.0,0.0,0,0,45
779,Koné,14,3,0.0,0.0,0.0,0.0,0,0,45
783,Graczyk,14,1,0.0,0.0,0.0,0.0,0,0,40
788,Dermot Mee,14,1,0.0,0.0,0.0,0.0,0,0,40
390,A.Murphy,15,2,0.0,0.0,0.0,0.0,0,0,40
391,Almirón,15,3,15.2,40.9,57.0,11.3,10,150,54
392,Barnes,15,3,522.2,407.1,701.0,163.1,130,1746,59
393,Botman,15,2,110.4,28.4,96.0,23.6,18,412,44
394,Bruno G.,15,3,723.0,796.0,454.0,197.5,135,3273,62
395,Burn,15,2,736.6,123.6,297.0,115.8,115,3330,46
396,Dúbravka,15,1,220.2,0.0,0.0,22.0,44,900,40
398,Gordon,15,3,537.0,777.3,655.0,196.8,124,2428,74
399,Hall,15,2,561.6,561.2,128.0,125.3,102,2188,47
400,Hayden,15,3,0.0,0.0,0.0,0.0,0,0,44
401,Isak,15,4,1043.0,573.1,1320.0,292.7,211,2758,94
402,J.Murphy,15,3,713.4,625.2,519.0,185.6,159,2356,52
403,Joelinton,15,3,469.8,389.3,465.0,132.7,99,2394,60
404,Kelly,15,2,80.6,29.0,20.0,12.6,12,299,42
405,Krafth,15,2,59.2,19.7,13.0,9.3,17,334,43
406,Kuol,15,3,0.0,0.0,0.0,0.0,0,0,44
407,Lascelles,15,2,0.0,0.0,0.0,0.0,0,0,45
408,Lewis,15,2,0.0,0.0,0.0,0.0,0,0,40
409,Livramento,15,2,567.4,406.2,127.0,110.1,105,2835,46
410,Longstaff,15,3,117.2,78.4,76.0,27.3,34,783,44
411,Miley,15,3,87.4,33.5,45.0,16.7,21,304,50
412,Odysseas,15,1,0.0,0.0,0.0,0.0,0,0,42
413,Pope,15,1,666.0,10.0,0.0,67.4,102,2520,50
414,Ruddy,15,1,0.0,0.0,0.0,0.0,0,0,39
415,Schär,15,2,743.2,111.5,346.0,119.6,118,2935,55
416,Targett,15,2,5.0,5.6,0.0,1.0,2,20,39
417,Tonali,15,3,539.4,496.3,299.0,133.5,106,2625,55
418,Trippier,15,2,319.4,406.8,33.0,76.1,72,1299,56
419,White,15,3,0.0,0.0,0.0,0.0,0,0,45
420,Willock,15,3,172.8,273.8,197.0,63.9,46,1065,47
421,Wilson,15,4,13.0,42.2,71.0,12.1,19,355,69
574,Pivas,15,2,0.0,0.0,0.0,0.0,0,0,40
590,Osula,15,4,42.4,25.1,37.0,10.5,19,124,49
746,Howe,15,5,0.0,0.0,0.0,0.0,97,0,15
789,Neave,15,4,0.0,0.0,0.0,0.0,0,0,45
26,Alex Moreno,16,2,200.8,134.5,29.0,36.4,34,952,42
422,Aina,16,2,578.2,282.3,80.0,94.1,128,2996,53
423,Anderson,16,3,638.8,605.2,308.0,155.6,107,2726,50
424,Awoniyi,16,4,67.0,40.9,118.0,21.9,32,398,55
425,Boly,16,2,51.0,0.4,17.0,6.8,6,146,42
426,Bowler,16,3,0.0,0.0,0.0,0.0,0,0,45
427,C.Miguel,16,1,0.0,0.0,0.0,0.0,0,0,41
428,Da Silva Moreira,16,3,5.2,0.3,0.0,0.6,2,28,43
429,Danilo,16,3,34.6,5.0,0.0,3.9,11,270,47
430,Dennis,16,4,0.0,0.0,0.0,0.0,0,0,49
431,Dominguez,16,3,410.2,247.2,237.0,89.4,54,1954,48
432,Elanga,16,3,627.0,785.4,582.0,199.8,153,2496,55
433,Gibbs-White,16,3,680.4,793.7,632.0,210.6,154,2806,65
434,Hudson-Odoi,16,3,445.6,663.9,405.0,151.0,103,2190,51
435,Mighten,16,3,0.0,0.0,0.0,0.0,0,0,45
436,Murillo,16,2,927.2,211.2,201.0,134.0,130,3188,47
437,N.Williams,16,2,628.4,305.3,244.0,118.0,109,2588,45
438,O.Richards,16,2,0.0,0.0,0.0,0.0,0,0,45
439,O'Brien,16,3,0.0,0.0,0.0,0.0,0,0,50
440,Omobamidele,16,2,0.0,0.0,0.0,0.0,0,0,42
441,Panzo,16,2,0.0,0.0,0.0,0.0,0,0,40
442,Sangaré,16,3,130.6,80.3,21.0,23.2,20,584,43
443,Sels,16,1,942.2,20.2,0.0,96.7,150,3420,52
444,Toffolo,16,2,40.2,4.1,6.0,5.1,4,135,42
446,Ui-jo,16,4,0.0,0.0,0.0,0.0,0,0,45
447,Wood,16,4,838.4,320.0,900.0,205.6,200,2958,72
448,Worrall,16,2,0.0,0.0,0.0,0.0,0,0,45
449,Yates,16,3,344.4,241.1,265.0,85.4,67,1901,48
573,Milenković,16,2,805.2,107.9,361.0,127.2,145,3330,52
596,Jota Silva,16,3,221.8,182.9,239.0,64.6,52,835,59
620,Sosa,16,3,87.4,103.0,104.0,29.2,25,280,55
653,Morato,16,2,205.2,10.8,22.0,24.0,36,891,45
706,Abbott,16,2,0.0,0.0,0.0,0.0,0,0,40
721,Hennessey,16,1,0.0,0.0,0.0,0.0,0,0,40
747,Nuno,16,5,0.0,0.0,0.0,0.0,78,0,11
14,Ramsdale,17,1,980.6,0.1,0.0,98.3,97,2700,44
27,Archer,17,4,125.2,102.5,376.0,60.0,57,1421,48
188,Ugochukwu,17,3,265.0,211.9,84.0,55.9,47,1652,44
397,Fraser,17,3,35.8,26.8,13.0,6.7,7,303,48
451,Amo-Ameyaw,17,3,4.0,16.1,6.0,2.6,1,26,44
452,Aribo,17,3,386.2,293.0,242.0,92.3,72,2007,49
453,Armstrong,17,4,154.4,143.7,262.0,56.0,45,1246,51
454,Bazunu,17,1,0.0,0.0,0.0,0.0,0,0,43
455,Bednarek,17,2,770.6,78.3,71.0,91.9,60,2531,40
456,Bella-Kotchap,17,2,64.6,2.3,4.0,7.0,2,329,39
457,Bree,17,2,187.4,159.4,43.0,39.0,23,1070,39
458,Charles,17,3,0.0,0.0,0.0,0.0,0,0,45
459,Edozie,17,3,9.8,19.0,22.0,5.1,1,64,49
460,Edwards,17,2,5.0,0.1,0.0,0.5,1,12,39
461,Harwood-Bellis,17,2,727.0,218.3,252.0,119.9,55,2824,39
462,Kamaldeen,17,3,187.2,182.4,290.0,65.7,53,1394,50
463,Lallana,17,3,81.2,82.4,21.0,18.4,17,352,50
464,Larios,17,2,0.0,0.0,0.0,0.0,0,0,39
465,Lis,17,1,0.0,0.0,0.0,0.0,0,0,40
466,Lumley,17,1,102.2,0.0,0.0,10.2,8,270,40
467,Manning,17,2,307.4,498.3,71.0,87.6,34,1458,43
468,Mara,17,4,0.0,0.0,0.0,0.0,0,0,50
469,McCarthy,17,1,166.4,0.0,0.0,16.7,12,450,42
470,Onuachu,17,4,219.8,127.3,479.0,81.7,51,1038,49
471,Smallbone,17,3,112.6,163.3,64.0,33.9,26,679,50
472,Stephens,17,2,291.8,71.6,51.0,41.5,31,1389,40
473,Stewart,17,4,54.4,15.4,96.0,16.3,20,382,44
474,Sugawara,17,2,315.4,291.3,137.0,74.2,43,1548,42
475,Taylor,17,2,102.0,27.8,4.0,13.5,6,353,39
476,Walker-Peters,17,2,503.8,406.8,237.0,114.4,54,2918,42
477,Wood,17,2,137.8,20.3,16.0,17.6,14,771,39
515,Cornet,17,3,11.6,3.5,7.0,2.2,1,71,47
518,Downes,17,3,297.6,292.2,118.0,71.0,48,2149,47
584,Brereton Díaz,17,3,21.8,63.6,81.0,16.8,13,446,48
608,Dibling,17,3,261.0,344.5,264.0,87.0,68,1863,43
623,M.Fernandes,17,3,553.4,649.5,372.0,157.8,95,2911,50
693,O'Brien-Whitmarsh,17,3,0.0,0.0,0.0,0.0,0,0,45
718,Welington,17,2,120.2,58.4,11.0,19.0,14,478,40
719,Kayi Sanda,17,2,3.2,0.3,2.0,0.6,2,12,40
734,Grønbæk,17,3,15.8,11.4,9.0,3.7,6,141,49
748,Rusk,17,5,0.0,0.0,0.0,0.0,38,0,5
798,Jay Robinson,17,4,21.8,34.4,29.0,8.6,5,134,44
804,Moore,17,2,0.0,0.0,0.0,0.0,0,0,40
82,Solanke,18,4,505.8,199.8,729.0,142.1,108,2199,73
478,A.Phillips,18,2,0.0,0.0,0.0,0.0,0,0,40
479,Austin,18,1,20.0,0.0,0.0,2.0,1,90,40
480,Bentancur,18,3,324.6,208.5,165.0,70.2,49,1640,49
481,Bergvall,18,3,237.2,218.7,97.0,55.0,44,1200,44
482,Bissouma,18,3,283.8,133.8,59.0,48.0,50,1396,48
483,Bryan,18,3,0.0,0.0,0.0,0.0,0,0,50
484,Davies,18,2,343.6,42.1,49.0,43.7,28,1329,43
485,Devine,18,3,0.0,0.0,0.0,0.0,0,0,45
486,Dragusin,18,2,256.4,58.1,47.0,36.2,24,1250,43
487,E.Royal,18,2,0.0,0.0,0.0,0.0,0,0,45
488,Forster,18,1,221.0,0.0,0.0,22.2,19,630,43
489,Gray,18,3,254.6,71.4,15.0,34.3,45,1750,46
490,Højbjerg,18,3,0.0,0.0,0.0,0.0,0,0,50
491,Johnson,18,3,559.6,295.0,761.0,161.0,137,2171,62
492,Kulusevski,18,3,613.6,843.8,733.0,218.7,117,2386,62
493,Lo Celso,18,3,0.0,0.0,0.0,0.0,0,0,49
494,Maddison,18,3,683.4,702.3,495.0,187.8,133,1799,74
495,Pedro Porro,18,2,778.4,932.9,200.0,191.2,98,2606,52
496,Reguilón,18,2,33.4,25.2,13.0,7.2,2,194,41
497,Richarlison,18,4,180.8,57.1,243.0,47.4,35,497,68
498,Romero,18,2,343.2,113.1,232.0,69.0,49,1416,49
499,P.M.Sarr,18,3,398.4,257.2,220.0,87.2,71,1901,47
500,Scarlett,18,4,24.4,11.0,17.0,5.2,6,31,44
502,Solomon,18,3,0.0,0.0,0.0,0.0,0,0,54
503,Son,18,3,629.6,734.9,707.0,207.2,129,2106,97
504,Spence,18,2,433.0,226.6,100.0,76.1,51,1790,44
505,Udogie,18,2,354.8,256.5,132.0,74.5,43,1923,48
506,Van de Ven,18,2,212.0,39.4,57.0,30.9,32,1014,45
507,Veliz,18,4,0.0,0.0,0.0,0.0,0,0,50
508,Vicario,18,1,587.8,0.0,0.0,58.5,66,2160,48
509,Werner,18,3,114.6,148.0,113.0,37.1,34,504,62
510,Whiteman,18,1,0.0,0.0,0.0,0.0,0,0,39
609,Lankshear,18,4,0.0,0.0,0.0,0.0,3,10,45
610,Moore,18,3,33.2,45.2,34.0,11.0,19,359,45
612,Odobert,18,3,101.2,108.6,156.0,36.7,34,843,53
683,Olusesi,18,3,0.0,0.0,0.0,0.0,0,0,45
684,Hardy,18,2,0.0,0.0,0.0,0.0,0,0,40
689,Williams-Barnett,18,3,0.0,0.0,0.0,0.0,0,0,45
699,Dorrington,18,2,1.0,0.2,0.0,0.1,1,13,40
700,King,18,2,0.0,0.0,0.0,0.0,0,0,40
716,Kinsky,18,1,208.2,10.1,0.0,21.7,17,540,41
717,Yang,18,3,0.0,0.0,0.0,0.0,0,0,45
729,Ajayi,18,3,0.0,0.0,0.0,0.0,0,0,45
749,Postecoglou,18,5,0.0,0.0,0.0,0.0,58,0,11
760,Cassanova,18,2,0.0,0.0,0.0,0.0,0,0,40
767,Danso,18,2,242.0,34.4,72.0,34.9,16,842,44
768,Tel,18,3,183.8,208.3,236.0,62.3,42,908,58
123,Ferguson,19,4,80.0,68.5,104.0,25.0,28,385,55
388,Wan-Bissaka,19,2,807.4,531.5,188.0,152.7,118,3154,45
511,Álvarez,19,3,281.8,213.9,51.0,54.7,40,1769,50
512,Antonio,19,4,72.0,139.5,194.0,39.5,42,834,52
513,Areola,19,1,619.8,0.0,0.0,62.1,69,2259,42
514,Bowen,19,3,903.0,737.8,1081.0,271.9,193,2974,79
516,Coufal,19,2,204.0,142.0,70.0,41.3,27,1056,41
517,Cresswell,19,2,148.4,152.3,14.0,31.4,36,818,39
519,Earthy,19,3,0.0,0.0,0.0,0.0,0,0,45
520,Emerson,19,2,420.4,310.9,173.0,90.4,76,2108,44
521,Fabianski,19,1,387.8,0.3,0.0,38.7,39,1160,39
522,Foderingham,19,1,0.0,0.0,0.0,0.0,0,0,42
523,Ings,19,4,97.0,76.5,159.0,33.4,32,270,48
524,Kilman,19,2,832.6,203.3,149.0,118.8,82,3348,43
525,Kudus,19,3,471.6,552.5,752.0,177.5,106,2589,62
526,L.Guilherme,19,3,27.6,49.1,32.0,10.8,12,139,46
527,L.Paquetá,19,3,433.2,627.7,267.0,132.6,80,2374,57
528,Mavropanos,19,2,497.0,74.9,160.0,73.2,45,2035,43
529,N.Aguerd,19,2,0.0,0.0,0.0,0.0,0,0,44
530,Souček,19,3,672.6,231.8,643.0,154.0,126,2563,48
531,Ward-Prowse,19,3,282.4,378.3,138.0,80.0,51,1433,61
532,Zouma,19,2,0.0,0.0,0.0,0.0,0,0,44
576,Irving,19,3,37.6,26.5,17.0,8.1,9,161,47
587,Summerville,19,3,156.4,246.1,186.0,58.7,33,776,55
588,G.Rodríguez,19,3,205.4,79.7,29.0,31.5,36,1147,48
589,Füllkrug,19,4,187.2,173.3,221.0,56.8,42,783,67
591,Todibo,19,2,373.0,37.1,35.0,44.5,54,1824,42
643,Casey,19,2,2.0,0.0,0.0,0.2,1,1,40
654,C.Soler,19,3,189.0,295.8,186.0,67.2,47,1394,50
677,Scarles,19,2,106.4,54.3,24.0,18.6,29,659,40
686,Mayers,19,2,0.0,0.0,0.0,0.0,0,0,40
701,Orford,19,3,6.4,27.6,6.0,4.0,2,47,45
750,Potter,19,5,0.0,0.0,0.0,0.0,84,0,5
204,Johnstone,20,1,193.8,10.0,0.0,20.4,12,630,41
533,Aït-Nouri,20,2,778.4,694.3,435.0,191.0,125,3112,51
534,B.Traore,20,3,4.0,0.0,0.0,0.4,1,1,48
535,Bellegarde,20,3,355.6,422.8,200.0,97.2,90,1666,49
536,Bentley,20,1,60.0,0.0,0.0,6.0,9,180,39
537,Chiquinho,20,3,3.0,14.3,2.0,1.9,1,6,45
538,Chirewa,20,3,0.0,0.0,0.0,0.0,0,0,45
539,Chiwome,20,4,0.0,0.0,0.0,0.0,0,0,44
540,Cundle,20,3,0.0,0.0,0.0,0.0,0,0,45
541,Cunha,20,4,936.2,847.8,940.0,272.2,178,2596,70
542,Dawson,20,2,204.2,31.3,55.0,29.1,17,969,42
543,Doherty,20,2,502.2,179.9,135.0,81.8,75,2105,43
544,Doyle,20,3,114.6,101.7,34.0,25.3,28,474,47
545,Fábio Silva,20,4,0.0,0.0,0.0,0.0,0,0,50
546,Fraser,20,4,0.0,0.0,0.0,0.0,0,0,45
547,Gonzalez,20,3,0.0,0.0,0.0,0.0,0,0,44
548,Guedes,20,3,215.8,213.9,217.0,64.0,62,979,53
549,H.Bueno,20,2,0.0,0.0,0.0,0.0,0,0,45
550,Hee Chan,20,3,111.6,72.7,84.0,26.7,37,646,61
551,Hodge,20,3,0.0,0.0,0.0,0.0,0,0,45
552,Hoever,20,2,0.0,0.0,0.0,0.0,0,0,40
553,J.Gomes,20,3,513.4,428.9,231.0,117.3,87,2975,49
554,José Sá,20,1,603.4,30.0,0.0,63.4,93,2610,44
555,Kalajdžić,20,4,0.0,0.0,0.0,0.0,0,0,48
556,King,20,1,0.0,0.0,0.0,0.0,1,1,39
557,Mario Jr.,20,3,356.8,166.7,120.0,64.4,47,1363,48
558,Mosquera,20,2,110.2,27.3,21.0,16.0,3,441,38
559,N.Semedo,20,2,504.6,404.9,149.0,106.0,84,2889,45
561,Pedro Lima,20,2,23.4,34.8,11.0,6.9,2,69,39
562,Podence,20,3,3.0,1.1,1.0,0.4,2,46,55
563,R.Gomes,20,3,186.6,180.2,113.0,47.6,42,794,51
564,S.Bueno,20,2,345.4,15.8,80.0,44.2,52,1678,43
565,Sarabia,20,3,217.6,245.9,177.0,63.8,50,800,50
566,Strand Larsen,20,4,646.8,303.4,848.0,179.5,145,2587,52
567,Toti,20,2,617.2,144.2,102.0,86.5,79,2613,43
637,Meupiyou,20,2,0.0,0.0,0.0,0.0,0,0,39
642,André,20,3,383.2,285.5,30.0,69.7,61,2472,50
655,Forbs,20,3,25.8,24.2,35.0,8.3,9,236,54
664,Pond,20,2,0.0,0.0,0.0,0.0,1,1,39
682,Edozie,20,3,0.0,0.0,0.0,0.0,0,0,45
711,Okoduwa,20,2,0.0,0.0,0.0,0.0,0,0,40
720,Agbadou,20,2,395.2,57.3,67.0,52.0,45,1410,40
751,Pereira,20,5,0.0,0.0,0.0,0.0,111,0,8
769,Djiga,20,2,5.6,2.1,0.0,0.8,4,65,45
770,Munetsi,20,3,176.8,132.9,212.0,52.3,50,1077,50
784,Mané,20,4,0.0,0.3,0.0,0.0,1,1,45
