id,web_name,team,element_type,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,goals_scored,assists,minutes,now_cost
272,Hirst,10,4,2.14,0.24,2.38,15.41,3,1,645,54
273,Humphreys,10,3,0.00,0.00,0.00,0.00,0,0,0,45
274,Hutchinson,10,3,2.93,2.46,5.39,51.04,3,3,2585,52
275,Johnson,10,2,1.06,0.83,1.89,37.89,1,2,1346,38
276,Ladapo,10,4,0.00,0.00,0.00,0.00,0,0,0,45
277,Luongo,10,3,0.00,0.01,0.01,6.84,0,0,195,43
278,Morsy,10,3,0.45,1.51,1.96,58.21,1,1,2749,48
279,Ndaba,10,2,0.00,0.00,0.00,0.00,0,0,0,40
280,Slicker,10,1,0.00,0.00,0.00,0.00,0,0,0,39
281,Taylor,10,3,0.75,0.77,1.52,16.28,1,0,837,48
282,Tuanzebe,10,2,0.21,0.26,0.47,32.01,0,1,1710,39
283,Walton,10,1,0.00,0.00,0.00,13.88,0,0,630,43
284,Woolfenden,10,2,0.03,0.02,0.05,26.46,0,0,1187,39
359,Phillips,10,3,0.45,0.46,0.91,27.21,0,0,1231,48
568,Muric,10,1,0.00,0.01,0.01,36.12,0,0,1620,44
569,Jaden,10,3,2.43,0.34,2.77,14.41,2,0,796,53
583,Townsend,10,2,0.03,0.24,0.27,8.13,0,1,334,39
611,Szmodics,10,3,3.44,0.45,3.89,23.27,4,0,988,57
619,Cajuste,10,3,0.68,0.73,1.41,43.97,1,1,1960,45
630,O'Shea,10,2,1.29,0.67,1.96,67.13,0,2,3122,38
631,J.Clarke,10,3,1.17,1.11,2.28,27.25,0,4,1161,54
632,Ogbene,10,3,0.00,0.05,0.05,2.36,0,0,237,48
715,Godfrey,10,2,0.00,0.02,0.02,6.22,0,0,158,40
743,McKenna,10,5,0.00,0.00,0.00,0.00,0,0,0,5
764,Palmer,10,1,0.00,0.00,0.00,24.64,0,0,1170,45
799,Boniface,10,2,0.00,0.00,0.00,0.00,0,0,0,40
800,Tom Taylor,10,3,0.00,0.00,0.00,0.00,0,0,0,45
117,Buonanotte,11,3,4.01,2.29,6.30,29.23,5,2,1508,45
192,J.Ayew,11,3,3.72,1.50,5.22,30.33,5,0,1649,51
198,Edouard,11,4,0.39,0.07,0.46,3.72,0,0,141,51
285,B.Soumaré,11,3,0.29,0.94,1.23,46.48,0,0,2165,44
286,Cannon,11,4,0.00,0.00,0.00,0.00,0,0,0,45
287,Choudhury,11,3,0.00,0.19,0.19,5.28,0,0,129,44
288,Coady,11,2,0.52,0.48,1.00,38.75,1,0,1712,40
289,Daka,11,4,1.25,0.06,1.31,17.37,1,0,717,48
290,De Cordova-Reid,11,3,0.79,0.14,0.93,14.61,1,4,734,52
291,Faes,11,2,1.52,0.40,1.92,58.54,1,0,2812,38
292,Golding,11,3,0.00,0.00,0.00,0.00,0,0,1,44
293,Hermansen,11,1,0.00,0.02,0.02,55.09,0,0,2385,44
294,Iversen,11,1,0.00,0.00,0.00,0.00,0,0,0,39
295,Justin,11,2,1.47,0.80,2.27,63.68,2,2,2912,41
296,Kristiansen,11,2,0.13,1.74,1.87,54.38,0,1,2481,44
297,Marcal,11,3,0.00,0.00,0.00,0.00,0,0,0,45
298,Mavididi,11,3,1.85,3.25,5.10,36.71,4,1,1606,50
299,McAteer,11,3,0.99,0.63,1.62,20.07,1,1,846,47
300,Ndidi,11,3,2.12,1.53,3.65,49.32,0,5,2325,49
301,Okoli,11,2,0.62,0.17,0.79,27.72,1,0,1122,40
302,Ricardo,11,2,0.09,0.07,0.16,7.12,0,0,382,41
303,Souttar,11,2,0.00,0.00,0.00,0.00,0,0,0,40
304,Stolarczyk,11,1,0.00,0.00,0.00,14.83,0,0,900,40
305,Thomas,11,2,0.36,0.49,0.85,25.08,0,0,1109,39
306,Vardy,11,4,11.23,2.55,13.78,63.10,9,5,2825,54
307,Vestergaard,11,2,0.11,0.08,0.19,25.05,0,0,1390,39
308,Ward,11,1,0.00,0.00,0.00,3.35,0,0,135,39
309,Winks,11,3,0.23,1.53,1.76,29.48,0,2,1536,43
501,Skipp,11,3,0.37,0.32,0.69,26.06,0,0,1118,47
570,A.Fatawu,11,3,0.41,1.42,1.83,11.00,0,2,576,51
606,Alves,11,3,0.00,0.00,0.00,0.00,0,0,1,44
616,Nelson,11,2,0.00,0.00,0.00,0.00,0,0,0,40
635,El Khannouss,11,3,1.29,2.85,4.14,48.23,2,4,2179,48
694,Cartwright,11,3,0.00,0.00,0.00,0.00,0,0,0,45
708,Wilson-Brown,11,2,0.00,0.00,0.00,0.00,0,0,0,40
726,Coulibaly,11,2,0.04,0.04,0.08,2.48,0,0,107,40
754,Van Nistelrooy,11,5,0.00,0.00,0.00,0.00,0,0,0,5
792,Monga,11,3,0.17,0.02,0.19,1.67,0,0,105,45
796,Olabade Aluko,11,2,0.00,0.00,0.00,0.04,0,0,1,40
797,Jake Evans,11,3,0.00,0.00,0.00,0.20,0,0,21,45
802,Braybrooke,11,3,0.00,0.00,0.00,0.00,0,0,0,45
310,A.Becker,12,1,0.00,0.20,0.20,27.10,0,0,2508,55
311,Alexander-Arnold,12,2,1.81,7.20,9.01,21.67,3,7,2362,72
312,Bajcetic,12,3,0.00,0.00,0.00,0.00,0,0,0,45
313,Bradley,12,2,0.70,1.43,2.13,12.40,0,2,744,47
315,Clark,12,3,0.00,0.00,0.00,0.00,0,0,0,45
316,Darwin,12,4,5.76,0.51,6.27,16.85,5,3,1113,70
317,Diogo J.,12,3,7.98,1.09,9.07,11.75,6,4,1182,72
318,Doak,12,3,0.00,0.00,0.00,0.00,0,0,0,45
319,Elliott,12,3,1.78,0.64,2.42,6.14,1,2,359,52
320,Endo,12,3,0.00,0.09,0.09,4.25,0,0,259,46
321,Gakpo,12,4,7.12,3.76,10.87,21.51,10,5,1921,72
322,Gomez,12,2,0.33,0.09,0.42,5.38,0,0,517,47
323,Gravenberch,12,3,1.13,3.50,4.63,33.06,0,4,3160,50
324,Jones,12,3,4.34,1.46,5.80,23.35,3,5,1702,53
325,Kelleher,12,1,0.00,0.00,0.00,11.09,0,0,900,39
326,Konaté,12,2,1.80,0.91,2.71,26.67,1,2,2561,53
327,Luis Díaz,12,3,11.90,4.34,16.24,24.44,13,7,2393,75
328,M.Salah,12,3,24.70,8.99,33.69,37.83,29,18,3374,136
329,Mac Allister,12,3,2.89,5.57,8.46,24.21,5,6,2597,62
330,McConnell,12,3,0.00,0.00,0.00,0.00,0,0,0,43
331,Morton,12,3,0.00,0.00,0.00,0.00,0,0,0,44
332,N.Phillips,12,2,0.00,0.00,0.00,0.00,0,0,0,40
333,Quansah,12,2,0.10,0.18,0.28,10.38,0,0,488,39
334,R.Williams,12,2,0.00,0.00,0.00,0.00,0,0,0,40
335,Robertson,12,2,1.12,4.27,5.39,26.90,0,1,2479,58
336,Szoboszlai,12,3,6.94,6.06,13.00,26.78,6,10,2485,61
337,Tsimikas,12,2,0.39,2.32,2.71,9.03,0,1,829,46
339,Virgil,12,2,2.22,0.98,3.20,36.13,3,1,3330,67
636,Chiesa,12,3,0.34,0.15,0.49,2.80,0,0,103,68
660,Jaros,12,1,0.00,0.00,0.00,0.14,0,0,11,40
669,Davies,12,1,0.00,0.00,0.00,0.00,0,0,0,40
688,Nyoni,12,3,0.00,0.00,0.00,0.00,0,0,0,45
692,Nallo,12,2,0.00,0.00,0.00,0.00,0,0,0,40
709,Danns,12,4,0.00,0.01,0.01,0.45,0,0,10,45
744,Slot,12,5,0.00,0.00,0.00,0.00,0,0,0,15
340,Akanji,13,2,1.57,1.30,2.87,29.72,0,0,2012,53
341,Aké,13,2,0.22,0.17,0.39,13.44,0,0,677,53
342,Bernardo,13,3,3.84,4.56,8.40,39.68,4,4,2667,61
343,Bobb,13,3,0.00,0.02,0.02,0.47,0,0,14,47
344,Carson,13,1,0.00,0.00,0.00,0.00,0,0,0,39
345,De Bruyne,13,3,5.17,6.75,11.92,21.47,4,9,1694,95
346,Doku,13,3,1.32,3.81,5.13,15.18,3,6,1506,62
347,Ederson M.,13,1,0.00,0.16,0.16,29.50,0,4,2320,53
348,Foden,13,3,5.17,5.33,10.49,29.11,7,3,1771,91
349,Grealish,13,3,1.13,1.67,2.80,11.33,1,1,710,64
350,Gvardiol,13,2,4.60,2.92,7.52,44.27,5,0,3278,65
351,Haaland,13,4,21.90,2.04,23.94,41.27,22,3,2736,149
352,J.Alvarez,13,4,0.00,0.00,0.00,0.00,0,0,0,70
353,João Cancelo,13,2,0.00,0.00,0.00,0.00,0,0,0,53
354,Kovačić,13,3,1.91,3.21,5.11,31.50,6,3,2194,54
355,Lewis,13,2,1.32,1.01,2.33,27.60,1,2,1888,43
356,Matheus N.,13,3,1.11,3.32,4.43,24.87,1,7,1670,49
357,McAtee,13,3,2.80,0.80,3.60,5.25,3,0,340,46
358,Ortega Moreno,13,1,0.00,0.00,0.00,19.12,0,0,1099,52
360,Rodrigo,13,3,0.00,0.09,0.09,0.33,0,0,72,62
361,Rúben,13,2,1.54,1.20,2.74,29.48,0,0,2269,55
362,Stones,13,2,0.60,0.17,0.77,5.95,2,0,544,53
363,Walker,13,2,0.12,1.34,1.46,19.26,0,0,966,51
571,Savinho,13,3,5.02,6.10,11.12,21.39,1,11,1760,60
607,O’Reilly,13,3,1.28,0.68,1.96,5.49,2,0,525,49
625,Gündogan,13,3,3.21,4.43,7.63,35.69,1,7,2218,63
626,Kaboré,13,2,0.00,0.00,0.00,0.00,0,0,0,45
671,Wright,13,3,0.00,0.00,0.00,0.00,0,0,0,45
672,Simpson-Pusey,13,2,0.00,0.01,0.01,2.37,0,0,95,40
675,Wilson-Esbrand,13,2,0.00,0.00,0.00,0.00,0,0,0,40
698,Mubama,13,4,0.04,0.00,0.04,0.02,0,0,27,45
703,Alleyne,13,2,0.00,0.00,0.00,0.00,0,0,0,40
704,Brits,13,1,0.00,0.00,0.00,0.00,0,0,0,40
732,Khusanov,13,2,0.02,0.09,0.11,6.98,0,0,503,50
733,Vitor Reis,13,2,0.00,0.00,0.00,0.00,0,0,1,45
736,Guardiola,13,5,0.00,0.00,0.00,0.00,0,0,0,15
755,Marmoush,13,4,5.41,1.71,7.12,14.48,7,1,1174,74
765,N.Gonzalez,13,3,0.45,0.48,0.93,8.99,1,1,760,60
785,Echeverri,13,3,0.00,0.01,0.01,0.45,0,0,5,58
364,Amad,14,3,4.71,3.98,8.69,31.71,8,8,1898,53
365,Antony,14,3,0.60,0.21,0.81,2.05,0,0,135,57
366,B.Fernandes,14,3,9.93,7.89,17.82,45.85,8,12,3017,84
367,Bayindir,14,1,0.00,0.00,0.00,6.93,0,0,360,43
368,Casemiro,14,3,1.80,1.99,3.79,24.00,1,0,1489,46
369,Dalot,14,2,1.96,2.35,4.31,46.95,0,4,2812,50
370,Eriksen,14,3,1.31,2.60,3.91,18.54,1,2,1052,52
371,Evans,14,2,0.11,0.02,0.13,2.96,0,0,312,44
372,Garnacho,14,3,7.40,2.76,10.16,35.43,6,4,2188,59
373,Hannibal,14,3,0.00,0.00,0.00,0.00,0,0,0,45
374,Heaton,14,1,0.00,0.00,0.00,0.00,0,0,0,39
375,Højlund,14,4,5.10,1.14,6.24,30.44,4,1,1998,69
376,Lindelof,14,2,0.00,0.09,0.09,8.59,0,0,695,43
377,Maguire,14,2,1.82,0.25,2.07,26.83,1,0,1751,49
378,Mainoo,14,3,0.84,1.78,2.62,25.23,0,0,1646,52
379,Malacia,14,2,0.00,0.02,0.02,0.78,0,0,99,44
380,Martinez,14,2,1.33,1.21,2.54,30.17,2,1,1751,43
381,McTominay,14,3,0.07,0.00,0.07,0.66,0,0,17,49
382,Mount,14,3,3.37,0.57,3.94,8.24,1,0,613,63
383,Onana,14,1,0.00,0.20,0.20,47.79,0,0,3060,49
384,Pellistri,14,3,0.00,0.00,0.00,0.00,0,0,0,50
387,Shaw,14,2,0.03,0.77,0.80,3.81,0,0,346,49
389,Zirkzee,14,4,4.64,1.04,5.68,24.84,3,2,1385,65
572,Yoro,14,2,0.70,0.15,0.85,19.35,0,0,1160,43
593,De Ligt,14,2,2.48,0.25,2.73,38.53,2,0,2119,48
594,Mazraoui,14,2,0.69,1.87,2.56,46.26,0,1,2836,42
613,Collyer,14,3,0.08,0.37,0.45,3.09,0,0,174,45
648,Wheatley,14,4,0.00,0.00,0.00,0.00,0,0,0,45
652,Ugarte,14,3,1.00,0.67,1.67,29.54,1,2,1777,49
658,Heaven,14,2,0.12,0.01,0.13,1.69,0,0,169,40
667,Fletcher,14,3,0.00,0.00,0.00,0.00,0,0,0,45
670,Amass,14,2,0.07,0.07,0.14,6.30,0,0,345,40
673,Fitzgerald,14,3,0.00,0.00,0.00,0.00,0,0,0,45
691,Kukonki,14,2,0.00,0.00,0.00,0.00,0,0,0,40
745,Amorim,14,5,0.00,0.00,0.00,0.00,0,0,0,8
761,Harrison,14,1,0.00,0.00,0.00,0.00,0,0,0,40
766,Dorgu,14,2,0.43,1.27,1.70,10.26,0,0,840,45
776,Obi,14,4,0.66,0.03,0.69,3.70,0,0,160,45
777,Fredricson,14,2,0.00,0.02,0.02,2.94,0,0,166,40
778,Moorhouse,14,3,0.00,0.00,0.00,0.00,0,0,0,45
779,Koné,14,3,0.00,0.00,0.00,0.00,0,0,0,45
783,Graczyk,14,1,0.00,0.00,0.00,0.00,0,0,0,40
788,Dermot Mee,14,1,0.00,0.00,0.00,0.00,0,0,0,40
390,A.Murphy,15,2,0.00,0.00,0.00,0.00,0,0,0,40
391,Almirón,15,3,0.52,0.19,0.71,3.67,0,0,150,54
392,Barnes,15,3,6.45,4.40,10.85,24.32,9,5,1746,59
393,Botman,15,2,0.59,0.22,0.81,5.07,0,0,412,44
394,Bruno G.,15,3,4.34,5.32,9.66,43.41,5,6,3273,62
395,Burn,15,2,1.97,1.09,3.06,45.22,1,1,3330,46
396,Dúbravka,15,1,0.00,0.00,0.00,11.19,0,0,900,40
398,Gordon,15,3,8.19,4.80,12.99,32.62,6,6,2428,74
399,Hall,15,2,0.43,3.73,4.16,29.73,0,7,2188,47
400,Hayden,15,3,0.00,0.00,0.00,0.00,0,0,0,44
401,Isak,15,4,20.33,3.59,23.92,36.85,23,6,2758,94
402,J.Murphy,15,3,5.89,6.14,12.03,28.19,8,13,2356,52
403,Joelinton,15,3,3.74,2.17,5.91,31.79,4,4,2394,60
404,Kelly,15,2,0.41,0.11,0.52,5.72,0,1,299,42
405,Krafth,15,2,0.04,0.04,0.08,6.50,0,0,334,43
406,Kuol,15,3,0.00,0.00,0.00,0.00,0,0,0,44
407,Lascelles,15,2,0.00,0.00,0.00,0.00,0,0,0,45
408,Lewis,15,2,0.00,0.00,0.00,0.00,0,0,0,40
409,Livramento,15,2,0.33,2.70,3.03,37.83,0,1,2835,46
410,Longstaff,15,3,0.60,0.22,0.82,11.32,0,1,783,44
411,Miley,15,3,0.57,0.30,0.87,5.68,1,0,304,50
412,Odysseas,15,1,0.00,0.00,0.00,0.00,0,0,0,42
413,Pope,15,1,0.00,0.00,0.00,34.94,0,0,2520,50
414,Ruddy,15,1,0.00,0.00,0.00,0.00,0,0,0,39
415,Schär,15,2,3.94,1.01,4.95,37.26,4,2,2935,55
416,Targett,15,2,0.00,0.07,0.07,0.26,0,0,20,39
417,Tonali,15,3,4.46,2.77,7.23,33.18,4,2,2625,55
418,Trippier,15,2,0.12,1.44,1.56,17.05,0,3,1299,56
419,White,15,3,0.00,0.00,0.00,0.00,0,0,0,45
420,Willock,15,3,1.65,0.93,2.58,15.01,0,2,1065,47
421,Wilson,15,4,0.36,0.09,0.45,6.07,0,0,355,69
574,Pivas,15,2,0.00,0.00,0.00,0.00,0,0,0,40
590,Osula,15,4,0.16,0.05,0.21,3.18,1,0,124,49
746,Howe,15,5,0.00,0.00,0.00,0.00,0,0,0,15
789,Neave,15,4,0.00,0.00,0.00,0.00,0,0,0,45
26,Alex Moreno,16,2,0.17,1.10,1.27,13.94,0,1,952,42
422,Aina,16,2,0.63,2.25,2.88,40.59,2,1,2996,53
423,Anderson,16,3,2.04,3.51,5.55,40.36,2,6,2726,50
424,Awoniyi,16,4,2.15,0.12,2.27,6.65,1,0,398,55
425,Boly,16,2,0.07,0.00,0.07,2.68,0,0,146,42
426,Bowler,16,3,0.00,0.00,0.00,0.00,0,0,0,45
427,C.Miguel,16,1,0.00,0.00,0.00,0.00,0,0,0,41
428,Da Silva Moreira,16,3,0.00,0.00,0.00,0.31,0,0,28,43
429,Danilo,16,3,0.00,0.01,0.01,4.86,0,0,270,47
430,Dennis,16,4,0.00,0.00,0.00,0.00,0,0,0,49
431,Dominguez,16,3,1.58,1.58,3.16,31.90,0,1,1954,48
432,Elanga,16,3,4.81,5.12,9.93,38.74,6,11,2496,55
433,Gibbs-White,16,3,6.31,4.68,10.99,41.21,7,11,2806,65
434,Hudson-Odoi,16,3,2.52,2.54,5.06,27.79,5,3,2190,51
435,Mighten,16,3,0.00,0.00,0.00,0.00,0,0,0,45
436,Murillo,16,2,1.47,1.15,2.62,47.42,2,0,3188,47
437,N.Williams,16,2,2.29,1.54,3.83,38.50,1,3,2588,45
438,O.Richards,16,2,0.00,0.00,0.00,0.00,0,0,0,45
439,O'Brien,16,3,0.00,0.00,0.00,0.00,0,0,0,50
440,Omobamidele,16,2,0.00,0.00,0.00,0.00,0,0,0,42
441,Panzo,16,2,0.00,0.00,0.00,0.00,0,0,0,40
442,Sangaré,16,3,0.02,0.21,0.23,8.41,0,1,584,43
443,Sels,16,1,0.00,0.26,0.26,50.17,0,1,3420,52
444,Toffolo,16,2,0.02,0.01,0.03,2.88,0,0,135,42
446,Ui-jo,16,4,0.00,0.00,0.00,0.00,0,0,0,45
447,Wood,16,4,13.42,1.59,15.01,40.64,20,3,2958,72
448,Worrall,16,2,0.00,0.00,0.00,0.00,0,0,0,45
449,Yates,16,3,2.41,0.47,2.88,27.84,2,2,1901,48
573,Milenković,16,2,4.05,0.73,4.78,48.95,5,2,3330,52
596,Jota Silva,16,3,2.13,1.87,4.00,12.56,3,2,835,59
620,Sosa,16,3,1.11,0.36,1.47,4.81,1,0,280,55
653,Morato,16,2,0.18,0.03,0.21,14.21,0,0,891,45
706,Abbott,16,2,0.00,0.00,0.00,0.00,0,0,0,40
721,Hennessey,16,1,0.00,0.00,0.00,0.00,0,0,0,40
747,Nuno,16,5,0.00,0.00,0.00,0.00,0,0,0,11
14,Ramsdale,17,1,0.00,0.04,0.04,66.34,0,0,2700,44
27,Archer,17,4,5.71,0.72,6.43,37.31,2,0,1421,48
188,Ugochukwu,17,3,0.85,0.62,1.47,40.28,1,1,1652,44
397,Fraser,17,3,0.02,0.10,0.12,10.39,0,0,303,48
451,Amo-Ameyaw,17,3,0.02,0.13,0.15,1.11,0,0,26,44
452,Aribo,17,3,2.69,1.23,3.92,56.51,3,0,2007,49
453,Armstrong,17,4,3.28,0.56,3.84,33.47,2,3,1246,51
454,Bazunu,17,1,0.00,0.00,0.00,0.00,0,0,0,43
455,Bednarek,17,2,0.65,0.84,1.49,57.80,2,0,2531,40
456,Bella-Kotchap,17,2,0.32,0.01,0.33,10.67,0,0,329,39
457,Bree,17,2,0.11,0.71,0.82,32.05,0,1,1070,39
458,Charles,17,3,0.00,0.00,0.00,0.00,0,0,0,45
459,Edozie,17,3,0.00,0.15,0.15,0.31,0,0,64,49
460,Edwards,17,2,0.00,0.00,0.00,0.32,0,0,12,39
461,Harwood-Bellis,17,2,1.78,0.68,2.46,68.50,1,0,2824,39
462,Kamaldeen,17,3,1.39,0.85,2.24,35.69,1,2,1394,50
463,Lallana,17,3,0.15,0.48,0.63,7.96,0,2,352,50
464,Larios,17,2,0.00,0.00,0.00,0.00,0,0,0,39
465,Lis,17,1,0.00,0.00,0.00,0.00,0,0,0,40
466,Lumley,17,1,0.00,0.00,0.00,9.40,0,0,270,40
467,Manning,17,2,0.34,2.80,3.14,36.45,0,2,1458,43
468,Mara,17,4,0.00,0.00,0.00,0.00,0,0,0,50
469,McCarthy,17,1,0.00,0.00,0.00,11.22,0,0,450,42
470,Onuachu,17,4,3.61,0.26,3.87,24.35,4,1,1038,49
471,Smallbone,17,3,0.57,0.89,1.46,19.73,1,0,679,50
472,Stephens,17,2,0.58,0.26,0.84,31.75,1,0,1389,40
473,Stewart,17,4,1.15,0.04,1.19,9.55,1,0,382,44
474,Sugawara,17,2,0.48,2.47,2.95,41.15,1,1,1548,42
475,Taylor,17,2,0.00,0.14,0.14,9.81,0,0,353,39
476,Walker-Peters,17,2,0.85,2.30,3.14,76.26,0,3,2918,42
477,Wood,17,2,0.23,0.04,0.27,21.73,0,0,771,39
515,Cornet,17,3,0.16,0.00,0.16,1.79,0,0,71,47
518,Downes,17,3,0.64,1.41,2.05,48.11,1,0,2149,47
584,Brereton Díaz,17,3,0.90,0.15,1.05,11.43,0,0,446,48
608,Dibling,17,3,2.60,1.47,4.07,49.16,2,2,1863,43
623,M.Fernandes,17,3,4.12,3.62,7.74,70.78,2,4,2911,50
693,O'Brien-Whitmarsh,17,3,0.00,0.00,0.00,0.00,0,0,0,45
718,Welington,17,2,0.04,0.16,0.20,11.63,0,0,478,40
719,Kayi Sanda,17,2,0.00,0.00,0.00,0.22,0,0,12,40
734,Grønbæk,17,3,0.12,0.01,0.13,5.10,0,0,141,49
748,Rusk,17,5,0.00,0.00,0.00,0.00,0,0,0,5
798,Jay Robinson,17,4,0.07,0.53,0.60,3.17,0,0,134,44
804,Moore,17,2,0.00,0.00,0.00,0.00,0,0,0,40
82,Solanke,18,4,10.89,1.13,12.02,40.14,9,5,2199,73
478,A.Phillips,18,2,0.00,0.00,0.00,0.00,0,0,0,40
479,Austin,18,1,0.00,0.00,0.00,2.53,0,0,90,40
480,Bentancur,18,3,1.36,1.02,2.38,26.87,2,0,1640,49
481,Bergvall,18,3,0.71,0.82,1.53,24.33,0,2,1200,44
482,Bissouma,18,3,0.64,0.48,1.12,26.38,2,0,1396,48
483,Bryan,18,3,0.00,0.00,0.00,0.00,0,0,0,50
484,Davies,18,2,0.27,0.50,0.77,25.79,0,0,1329,43
485,Devine,18,3,0.00,0.00,0.00,0.00,0,0,0,45
486,Dragusin,18,2,0.13,0.16,0.29,28.59,0,0,1250,43
487,E.Royal,18,2,0.00,0.00,0.00,0.00,0,0,0,45
488,Forster,18,1,0.00,0.00,0.00,14.80,0,0,630,43
489,Gray,18,3,0.03,0.19,0.22,37.33,0,0,1750,46
490,Højbjerg,18,3,0.00,0.00,0.00,0.00,0,0,0,50
491,Johnson,18,3,10.75,1.99,12.74,38.88,11,6,2171,62
492,Kulusevski,18,3,4.06,4.03,8.09,42.39,7,4,2386,62
493,Lo Celso,18,3,0.00,0.00,0.00,0.00,0,0,0,49
494,Maddison,18,3,5.54,5.92,11.46,32.39,9,8,1799,74
495,Pedro Porro,18,2,1.63,4.71,6.34,49.37,2,6,2606,52
496,Reguilón,18,2,0.12,0.24,0.36,2.47,0,0,194,41
497,Richarlison,18,4,3.71,0.60,4.31,7.29,4,1,497,68
498,Romero,18,2,1.52,0.81,2.33,19.31,1,1,1416,49
499,P.M.Sarr,18,3,3.72,0.78,4.50,36.38,3,2,1901,47
500,Scarlett,18,4,0.04,0.00,0.04,0.83,0,1,31,44
502,Solomon,18,3,0.00,0.00,0.00,0.00,0,0,0,54
503,Son,18,3,7.25,4.97,12.22,37.99,7,10,2106,97
504,Spence,18,2,0.58,1.41,1.99,34.79,1,2,1790,44
505,Udogie,18,2,0.31,1.22,1.53,33.28,0,1,1923,48
506,Van de Ven,18,2,0.54,0.70,1.24,13.28,0,2,1014,45
507,Veliz,18,4,0.00,0.00,0.00,0.00,0,0,0,50
508,Vicario,18,1,0.00,0.00,0.00,33.60,0,0,2160,48
509,Werner,18,3,1.04,1.55,2.59,11.41,0,3,504,62
510,Whiteman,18,1,0.00,0.00,0.00,0.00,0,0,0,39
609,Lankshear,18,4,0.00,0.00,0.00,0.02,0,0,10,45
610,Moore,18,3,0.20,0.56,0.76,6.87,0,2,359,45
612,Odobert,18,3,1.63,0.76,2.39,16.29,1,0,843,53
683,Olusesi,18,3,0.00,0.00,0.00,0.00,0,0,0,45
684,Hardy,18,2,0.00,0.00,0.00,0.00,0,0,0,40
689,Williams-Barnett,18,3,0.00,0.00,0.00,0.00,0,0,0,45
699,Dorrington,18,2,0.00,0.00,0.00,0.04,0,0,13,40
700,King,18,2,0.00,0.00,0.00,0.00,0,0,0,40
716,Kinsky,18,1,0.00,0.01,0.01,11.80,0,0,540,41
717,Yang,18,3,0.00,0.00,0.00,0.00,0,0,0,45
729,Ajayi,18,3,0.00,0.00,0.00,0.00,0,0,0,45
749,Postecoglou,18,5,0.00,0.00,0.00,0.00,0,0,0,11
760,Cassanova,18,2,0.00,0.00,0.00,0.00,0,0,0,40
767,Danso,18,2,0.40,0.12,0.52,17.19,0,0,842,44
768,Tel,18,3,2.96,1.55,4.51,17.39,2,2,908,58
123,Ferguson,19,4,1.13,0.66,1.79,6.39,1,0,385,55
388,Wan-Bissaka,19,2,1.18,2.75,3.93,56.95,2,6,3154,45
511,Álvarez,19,3,0.39,0.89,1.28,30.15,0,1,1769,50
512,Antonio,19,4,2.20,0.91,3.11,17.83,1,4,834,52
513,Areola,19,1,0.00,0.00,0.00,37.78,0,0,2259,42
514,Bowen,19,3,8.60,6.47,15.07,51.12,13,11,2974,79
516,Coufal,19,2,0.37,0.89,1.25,19.80,0,0,1056,41
517,Cresswell,19,2,0.23,1.89,2.12,13.03,0,0,818,39
519,Earthy,19,3,0.00,0.00,0.00,0.00,0,0,0,45
520,Emerson,19,2,1.95,2.19,4.14,37.51,2,1,2108,44
521,Fabianski,19,1,0.00,0.00,0.00,22.78,0,0,1160,39
522,Foderingham,19,1,0.00,0.00,0.00,0.00,0,0,0,42
523,Ings,19,4,2.25,0.06,2.31,4.89,1,3,270,48
524,Kilman,19,2,1.55,1.19,2.74,59.71,0,1,3348,43
525,Kudus,19,3,6.97,2.67,9.64,43.46,5,4,2589,62
526,L.Guilherme,19,3,0.42,0.13,0.55,2.61,0,0,139,46
527,L.Paquetá,19,3,5.36,3.36,8.72,43.32,4,1,2374,57
528,Mavropanos,19,2,1.61,0.39,2.00,37.11,0,0,2035,43
529,N.Aguerd,19,2,0.00,0.00,0.00,0.00,0,0,0,44
530,Souček,19,3,6.60,1.27,7.87,44.29,9,2,2563,48
531,Ward-Prowse,19,3,1.59,2.68,4.27,19.29,1,2,1433,61
532,Zouma,19,2,0.00,0.00,0.00,0.00,0,0,0,44
576,Irving,19,3,0.13,0.12,0.25,4.48,0,0,161,47
587,Summerville,19,3,1.61,1.71,3.32,17.58,1,1,776,55
588,G.Rodríguez,19,3,0.22,0.17,0.39,20.67,0,1,1147,48
589,Füllkrug,19,4,2.14,0.47,2.61,14.22,3,2,783,67
591,Todibo,19,2,0.36,0.06,0.42,29.86,0,0,1824,42
643,Casey,19,2,0.00,0.00,0.00,0.09,0,0,1,40
654,C.Soler,19,3,1.85,1.93,3.78,28.62,1,1,1394,50
677,Scarles,19,2,0.11,0.18,0.29,10.12,0,0,659,40
686,Mayers,19,2,0.00,0.00,0.00,0.00,0,0,0,40
701,Orford,19,3,0.03,0.04,0.07,1.23,0,0,47,45
750,Potter,19,5,0.00,0.00,0.00,0.00,0,0,0,5
204,Johnstone,20,1,0.00,0.00,0.00,12.98,0,0,630,41
533,Aït-Nouri,20,2,2.69,3.98,6.67,53.27,4,7,3112,51
534,B.Traore,20,3,0.00,0.00,0.00,0.00,0,0,1,48
535,Bellegarde,20,3,1.46,2.74,4.20,26.55,2,7,1666,49
536,Bentley,20,1,0.00,0.00,0.00,3.01,0,0,180,39
537,Chiquinho,20,3,0.00,0.05,0.05,0.00,0,0,6,45
538,Chirewa,20,3,0.00,0.00,0.00,0.00,0,0,0,45
