id,web_name,team,element_type,now_cost,cost_change_start,cost_change_event,value_form,value_season,total_points,points_per_game,selected_by_percent,transfers_in,transfers_out,transfers_in_event,transfers_out_event
211,Muñoz,7,2,52,2,0,0.7,27.3,142,3.8,19.3,3673253,1971404,0,0
212,Ozoh,7,3,45,0,0,0.0,0.0,0,0.0,0.0,0,313,0,0
213,Rak-Sakyi,7,3,45,0,0,0.0,0.0,0,0.0,0.0,755,19767,0,0
214,Schlupp,7,3,46,-4,0,0.0,2.6,12,1.0,0.0,10674,18423,0,0
215,Ward,7,2,43,-2,0,0.0,0.2,1,0.5,0.1,5123,14353,0,0
216,Wharton,7,3,47,-3,0,0.2,8.9,42,2.1,0.1,23205,58123,0,0
445,Turner,7,1,39,-1,0,0.0,0.0,0,0.0,7.2,321661,1380507,0,0
585,I.Sarr,7,3,55,-5,0,1.0,27.1,149,3.9,5.3,2403131,1870962,0,0
644,Umeh-Chibueze,7,3,44,-1,0,0.0,0.0,0,0.0,0.0,8400,6492,0,0
645,Devenny,7,3,45,0,0,0.3,7.6,34,1.5,0.1,41584,34933,0,0
646,Agbinone,7,3,45,0,0,0.0,0.4,2,1.0,0.0,9074,8035,0,0
647,Rodney,7,3,45,0,0,0.0,0.0,0,0.0,0.0,4797,4004,0,0
650,Lacroix,7,2,45,0,0,0.6,25.3,114,3.3,0.9,224879,141184,0,0
666,Kporha,7,2,40,0,0,0.0,0.5,2,1.0,0.0,6072,5226,0,0
676,Marsh,7,4,45,0,0,0.0,0.0,0,0.0,0.2,90714,71865,0,0
730,Esse,7,3,47,-3,0,0.6,4.7,22,3.1,0.1,22951,18038,0,0
741,Glasner,7,5,8,0,0,11.9,160.0,128,0.0,1.9,217927,141220,0,0
156,Broja,8,4,53,-2,0,0.0,2.3,12,1.2,0.1,13420,19014,0,0
217,A.Doucoure,8,3,51,-4,0,0.4,18.4,94,2.8,0.5,164611,165308,0,0
218,Beto,8,4,48,-2,0,0.9,18.1,87,2.9,3.9,1436358,1072086,0,0
219,Branthwaite,8,2,49,-1,0,0.4,18.0,88,2.9,1.9,382261,419180,0,0
220,Calvert-Lewin,8,4,54,-6,0,0.2,11.7,63,2.4,1.0,1022531,1136648,0,0
221,Coleman,8,2,43,-2,0,0.1,1.2,5,1.0,0.0,6327,8964,0,0
222,Gana,8,3,48,-2,0,0.5,18.5,89,2.4,0.2,115257,106249,0,0
223,Garner,8,3,49,-1,0,0.4,8.6,42,2.0,0.0,3724,4907,0,0
224,Harrison,8,3,52,-3,0,0.3,15.6,81,2.4,0.2,44264,49932,0,0
225,Holgate,8,2,40,0,0,0.0,0.2,1,1.0,0.1,11786,52358,0,0
226,Iroegbunam,8,3,43,-2,0,0.1,5.1,22,1.2,0.6,278892,252681,0,0
227,J.Virginia,8,1,38,-2,0,0.0,0.0,0,0.0,1.0,132962,92376,0,0
228,Keane,8,2,38,-2,0,1.1,12.6,48,3.4,4.3,1676451,1471444,0,0
229,Maupay,8,4,49,-1,0,0.0,0.0,0,0.0,0.2,20402,164668,0,0
230,McNeil,8,3,51,-4,0,1.0,18.2,93,4.4,1.4,1765302,1751563,0,0
231,Mykolenko,8,2,44,-1,0,1.4,27.5,121,3.5,6.7,1637298,1780064,0,0
232,Ndiaye,8,4,52,-3,0,0.9,21.9,114,3.5,1.1,1109282,1023439,0,0
234,Patterson,8,2,44,-1,0,0.2,3.2,14,1.4,0.0,4539,5161,0,0
235,Pickford,8,1,52,2,0,1.1,30.4,158,4.2,15.9,2522034,2440525,0,0
236,Tarkowski,8,2,47,-3,0,0.0,22.3,105,3.2,1.6,591473,656707,0,0
237,Y. Chermiti,8,4,49,-1,0,0.0,0.6,3,0.8,0.0,5007,5447,0,0
238,Young,8,2,42,-3,0,0.9,23.3,98,3.1,1.4,684951,588875,0,0
450,Alcaraz,8,3,47,-3,0,1.1,9.4,44,2.8,0.1,19296,23986,0,0
577,Lindstrøm,8,3,50,-5,0,0.0,8.8,44,1.8,0.1,12791,22934,0,0
582,O'Brien,8,2,45,-5,0,0.7,14.4,65,3.2,0.9,162770,102834,0,0
603,Armstrong,8,3,44,-1,0,0.0,0.5,2,0.7,0.1,35572,40178,0,0
614,Metcalfe,8,3,45,0,0,0.0,0.0,0,0.0,0.0,777,1082,0,0
624,Begovic,8,1,40,0,0,0.0,0.0,0,0.0,0.2,42657,30904,0,0
627,Dixon,8,2,39,-1,0,0.0,0.0,0,0.0,0.1,12908,11832,0,0
651,Mangala,8,3,50,0,0,0.0,7.8,39,2.1,0.0,5164,5312,0,0
678,Bates,8,3,45,0,0,0.0,0.0,0,0.0,0.0,2756,2261,0,0
724,Sherif,8,4,45,0,0,0.0,0.0,0,0.0,0.1,18902,11542,0,0
742,Moyes,8,5,5,0,0,21.6,274.0,137,0.0,5.3,108022,328356,0,0
773,Heath,8,3,45,0,0,0.0,0.0,0,0.0,0.0,281,189,0,0
775,Coby Ebere,8,3,45,0,0,0.0,0.0,0,0.0,0.0,287,194,0,0
803,Welch,8,2,40,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0
10,Nelson,9,3,50,0,0,0.0,5.4,27,2.2,0.0,16146,18679,0,0
19,Smith Rowe,9,3,50,-5,0,0.4,22.8,114,3.4,7.3,3645005,4579201,0,0
191,Andersen,9,2,42,-3,0,0.2,12.1,51,1.7,3.4,273468,1719354,0,0
239,Adama,9,3,45,-5,0,0.7,21.1,95,2.6,1.4,845435,780837,0,0
240,Andreas,9,3,49,-6,0,0.2,16.5,81,2.5,0.8,155487,444489,0,0
241,Bassey,9,2,45,0,0,0.2,16.7,75,2.1,0.6,131118,112970,0,0
242,Benda,9,1,39,-1,0,0.0,0.0,0,0.0,0.3,34233,46110,0,0
243,Cairney,9,3,48,-2,0,0.5,6.9,33,1.3,0.0,4648,6915,0,0
244,Castagne,9,2,42,-3,0,0.0,11.0,46,1.9,0.8,237055,426100,0,0
245,Diop,9,2,43,-2,0,0.0,7.2,31,1.5,0.2,30390,39287,0,0
246,Harris,9,3,45,0,0,0.0,0.0,0,0.0,0.0,0,989,0,0
247,Iwobi,9,3,54,-1,0,0.3,28.9,156,4.1,4.9,2296894,1860229,0,0
248,Leno,9,1,50,0,0,0.6,23.0,115,3.0,2.9,594796,587626,0,0
249,Lukić,9,3,48,-2,0,0.3,11.7,56,1.9,0.0,8290,10980,0,0
250,Mbabu,9,2,40,0,0,0.0,0.0,0,0.0,0.1,8149,45321,0,0
251,Muniz,9,4,55,-5,0,0.0,15.6,86,2.8,1.4,857876,1390576,0,0
252,Raúl,9,4,53,-2,0,1.0,27.7,147,3.9,5.0,3582710,3157881,0,0
253,Ream,9,2,45,0,0,0.0,0.0,0,0.0,0.0,0,1226,0,0
254,Reed,9,3,47,-3,0,0.0,2.1,10,0.8,0.0,3096,6061,0,0
255,Robinson,9,2,47,2,0,0.2,22.6,106,2.9,15.2,4106887,3466264,0,0
256,Stansfield,9,4,50,0,0,0.0,0.2,1,1.0,0.0,4673,12134,0,0
257,Tete,9,2,44,-1,0,0.2,11.1,49,2.2,0.2,61052,73652,0,0
258,Vinicius,9,4,50,0,0,0.0,0.6,3,1.0,0.3,60968,101071,0,0
259,Wilson,9,3,52,-3,0,0.6,15.0,78,3.1,0.2,190092,195649,0,0
579,Sessegnon,9,2,42,-3,0,0.2,13.6,57,3.6,2.6,405099,133027,0,0
586,J.Cuenca,9,2,44,-1,0,0.1,2.0,9,1.1,0.0,2712,6464,0,0
604,King,9,3,44,-1,0,0.2,2.3,10,1.2,0.1,16729,17486,0,0
605,Godo,9,3,44,-1,0,0.0,0.5,2,1.0,0.0,7523,7684,0,0
622,Berge,9,3,50,0,0,0.2,10.6,53,1.7,0.0,4941,4554,0,0
690,Amissah,9,2,40,0,0,0.0,0.0,0,0.0,0.0,4820,3962,0,0
753,Silva,9,5,11,0,0,2.3,85.5,94,0.0,0.3,27889,19979,0,0
772,Willian,9,3,50,0,0,0.1,2.6,13,1.3,0.0,2516,1630,0,0
121,Enciso,10,3,54,-1,0,0.6,10.9,59,2.4,0.2,51759,38911,0,0
260,Al-Hamadi,10,4,47,-3,0,0.0,1.7,8,0.7,0.2,61694,88018,0,0
261,Baggott,10,2,40,0,0,0.0,0.0,0,0.0,0.0,0,2914,0,0
262,Broadhead,10,3,49,-1,0,0.4,7.6,37,2.1,0.0,2574,3241,0,0
263,Burgess,10,2,38,-2,0,0.4,6.8,26,1.4,1.8,479374,340013,0,0
264,Burns,10,3,47,-3,0,0.0,6.4,30,1.7,0.0,5890,13279,0,0
265,Chaplin,10,3,51,-4,0,0.2,8.0,41,1.9,0.1,8181,27519,0,0
266,H.Clarke,10,2,40,0,0,0.0,0.2,1,0.1,0.0,10773,12416,0,0
267,Davis,10,2,42,-3,0,0.1,12.4,52,1.6,0.9,362293,455616,0,0
268,Delap,10,4,56,1,0,0.2,23.6,132,3.6,3.3,1775209,1506229,0,0
269,Edmundson,10,2,40,0,0,0.0,0.2,1,1.0,0.1,2076,15347,0,0
270,Greaves,10,2,38,-2,0,0.3,9.7,37,1.5,2.3,1028861,859991,0,0
271,Harness,10,3,49,-1,0,0.0,0.4,2,1.0,0.0,347,2455,0,0
272,Hirst,10,4,54,-1,0,0.4,8.5,46,1.8,0.1,18444,16138,0,0
273,Humphreys,10,3,45,0,0,0.0,0.0,0,0.0,0.0,651,5245,0,0
274,Hutchinson,10,3,52,-3,0,0.5,16.9,88,2.8,0.3,92077,127096,0,0
275,Johnson,10,2,38,-2,0,0.1,7.9,30,1.3,1.9,408301,573924,0,0
276,Ladapo,10,4,45,0,0,0.0,0.0,0,0.0,0.4,59882,220762,0,0
277,Luongo,10,3,43,-2,0,0.1,3.0,13,1.2,0.2,77503,92221,0,0
278,Morsy,10,3,48,-2,0,0.4,14.0,67,2.0,0.1,48956,61858,0,0
279,Ndaba,10,2,40,0,0,0.0,0.0,0,0.0,0.0,0,649,0,0
280,Slicker,10,1,39,-1,0,0.0,0.0,0,0.0,0.6,53302,83581,0,0
281,Taylor,10,3,48,-2,0,0.3,7.9,38,1.2,0.0,3535,5371,0,0
282,Tuanzebe,10,2,39,-1,0,0.3,6.9,27,1.2,1.2,445433,455157,0,0
283,Walton,10,1,43,-2,0,0.1,3.7,16,2.3,0.2,23977,33652,0,0
284,Woolfenden,10,2,39,-1,0,0.1,4.6,18,1.2,1.2,136211,161319,0,0
359,Phillips,10,3,48,-2,0,0.0,5.6,27,1.4,0.1,6846,14049,0,0
568,Muric,10,1,44,-1,0,0.0,11.1,49,2.7,0.4,199421,207808,0,0
569,Jaden,10,3,53,-2,0,0.0,7.0,37,1.8,0.1,10338,15335,0,0
583,Townsend,10,2,39,-1,0,0.0,2.8,11,1.8,0.5,74790,70239,0,0
611,Szmodics,10,3,57,-3,0,0.0,9.5,54,2.7,0.1,109552,118909,0,0
619,Cajuste,10,3,45,0,0,0.5,14.0,63,2.1,0.1,49455,38904,0,0
630,O'Shea,10,2,38,-2,0,0.3,12.9,49,1.4,1.2,409893,288258,0,0
631,J.Clarke,10,3,54,-1,0,0.2,9.8,53,1.7,0.0,10157,9779,0,0
632,Ogbene,10,3,48,-2,0,0.0,1.5,7,1.4,0.0,2873,2908,0,0
715,Godfrey,10,2,40,0,0,0.0,-0.2,-1,-0.3,0.0,7893,4739,0,0
743,McKenna,10,5,5,0,0,3.0,102.0,51,0.0,0.4,28024,9973,0,0
764,Palmer,10,1,45,0,0,0.3,4.9,22,1.7,0.1,22477,12319,0,0
799,Boniface,10,2,40,0,0,0.0,0.0,0,0.0,0.0,653,311,0,0
800,Tom Taylor,10,3,45,0,0,0.0,0.0,0,0.0,0.0,211,62,0,0
117,Buonanotte,11,3,45,-5,0,0.4,16.7,75,2.4,0.4,479398,461509,0,0
192,J.Ayew,11,3,51,-4,0,0.7,14.7,75,2.4,0.2,38197,69065,0,0
198,Edouard,11,4,51,-4,0,0.0,1.4,7,1.2,0.2,44591,102619,0,0
285,B.Soumaré,11,3,44,-1,0,0.4,10.9,48,1.5,0.3,107787,102520,0,0
286,Cannon,11,4,45,0,0,0.0,0.0,0,0.0,0.3,49177,156745,0,0
287,Choudhury,11,3,44,-1,0,0.0,0.9,4,1.0,1.0,474957,413990,0,0
288,Coady,11,2,40,0,0,1.4,9.8,39,1.8,0.5,87413,67838,0,0
289,Daka,11,4,48,-2,0,0.2,7.1,34,1.5,0.5,233645,216761,0,0
290,De Cordova-Reid,11,3,52,-3,0,0.0,9.2,48,2.1,0.1,9853,20982,0,0
291,Faes,11,2,38,-2,0,1.1,14.5,55,1.6,5.2,1556642,1726298,0,0
292,Golding,11,3,44,-1,0,0.0,0.2,1,1.0,0.2,48160,43935,0,0
293,Hermansen,11,1,44,-1,0,0.0,14.3,63,2.3,0.4,131552,153449,0,0
294,Iversen,11,1,39,-1,0,0.0,0.0,0,0.0,0.7,86007,88299,0,0
295,Justin,11,2,41,-4,0,1.2,17.1,70,1.9,1.2,682625,615963,0,0
296,Kristiansen,11,2,44,-1,0,0.1,7.7,34,1.1,0.1,20110,26887,0,0
297,Marcal,11,3,45,0,0,0.0,0.0,0,0.0,0.0,754,4577,0,0
298,Mavididi,11,3,50,-5,0,0.0,14.4,72,2.4,0.3,179589,212909,0,0
299,McAteer,11,3,47,-3,0,0.7,7.4,35,1.9,0.0,12054,13913,0,0
300,Ndidi,11,3,49,-1,0,0.6,13.1,64,2.3,0.2,109043,117372,0,0
301,Okoli,11,2,40,0,0,0.0,6.8,27,1.4,0.4,177251,162016,0,0
302,Ricardo,11,2,41,-4,0,0.0,2.4,10,1.0,0.1,6244,22844,0,0
303,Souttar,11,2,40,0,0,0.0,0.0,0,0.0,0.0,0,1567,0,0
304,Stolarczyk,11,1,40,0,0,1.0,6.2,25,2.5,0.5,114312,65438,0,0
305,Thomas,11,2,39,-1,0,1.1,6.9,27,1.9,1.4,281083,208973,0,0
306,Vardy,11,4,54,-1,0,1.0,23.7,128,3.7,5.2,2836717,2699707,0,0
307,Vestergaard,11,2,39,-1,0,0.0,2.8,11,0.6,1.5,315281,357591,0,0
308,Ward,11,1,39,-1,0,0.0,0.5,2,1.0,2.0,194120,239516,0,0
309,Winks,11,3,43,-2,0,0.0,9.3,40,1.8,4.7,1363301,2210444,0,0
501,Skipp,11,3,47,-3,0,0.4,5.7,27,1.1,0.0,4989,7371,0,0
570,A.Fatawu,11,3,51,-4,0,0.0,5.1,26,2.4,0.2,69378,103265,0,0
606,Alves,11,3,44,-1,0,0.0,0.2,1,1.0,0.1,12604,15458,0,0
616,Nelson,11,2,40,0,0,0.0,0.0,0,0.0,0.0,2208,3803,0,0
635,El Khannouss,11,3,48,-2,0,0.7,17.3,83,2.6,0.2,90294,72462,0,0
694,Cartwright,11,3,45,0,0,0.0,0.0,0,0.0,0.0,926,675,0,0
708,Wilson-Brown,11,2,40,0,0,0.0,0.0,0,0.0,0.0,654,699,0,0
726,Coulibaly,11,2,40,0,0,0.0,0.2,1,0.2,0.0,2815,1797,0,0
754,Van Nistelrooy,11,5,5,0,0,15.0,96.0,48,0.0,0.5,19284,9445,0,0
792,Monga,11,3,45,0,0,0.2,1.6,7,1.0,0.0,418,133,0,0
796,Olabade Aluko,11,2,40,0,0,0.0,0.2,1,1.0,0.0,183,78,0,0
797,Jake Evans,11,3,45,0,0,0.2,0.9,4,1.0,0.0,136,49,0,0
802,Braybrooke,11,3,45,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0
310,A.Becker,12,1,55,0,0,0.5,20.4,112,4.0,8.4,1648407,2025060,0,0
311,Alexander-Arnold,12,2,72,2,0,0.1,20.6,148,4.5,16.7,4729153,6226115,0,0
312,Bajcetic,12,3,45,0,0,0.0,0.0,0,0.0,0.0,2712,17669,0,0
313,Bradley,12,2,47,-3,0,0.4,8.7,41,2.2,1.2,215316,154916,0,0
315,Clark,12,3,45,0,0,0.0,0.0,0,0.0,0.0,444,5344,0,0
316,Darwin,12,4,70,-5,0,0.1,9.4,66,2.2,1.9,434512,837315,0,0
317,Diogo J.,12,3,72,-3,0,0.1,12.1,87,3.3,2.6,1300571,2696667,0,0
318,Doak,12,3,45,0,0,0.0,0.0,0,0.0,0.0,1136,5680,0,0
319,Elliott,12,3,52,-3,0,0.8,6.3,33,1.8,0.3,28158,120107,0,0
320,Endo,12,3,46,-4,0,0.2,4.6,21,1.1,0.1,22322,35646,0,0
321,Gakpo,12,4,72,-3,0,0.7,17.6,127,3.6,5.4,3485522,3400551,0,0
322,Gomez,12,2,47,-3,0,0.0,3.0,14,1.6,0.4,287500,326431,0,0
323,Gravenberch,12,3,50,0,0,0.2,18.4,92,2.5,0.7,256491,232186,0,0
324,Jones,12,3,53,-2,0,0.3,16.4,87,2.6,0.2,172077,168816,0,0
325,Kelleher,12,1,39,-6,0,0.0,11.5,45,4.5,1.2,792966,744108,0,0
326,Konaté,12,2,53,3,0,0.2,20.0,106,3.4,7.0,3105510,2691589,0,0
327,Luis Díaz,12,3,75,0,0,0.4,24.4,183,5.1,16.8,7399125,6677369,0,0
328,M.Salah,12,3,136,11,0,0.3,25.3,344,9.1,66.3,7064777,3645258,0,0
329,Mac Allister,12,3,62,-3,0,0.2,19.7,122,3.5,1.7,351038,474441,0,0
330,McConnell,12,3,43,-2,0,0.0,0.0,0,0.0,0.1,12191,11729,0,0
331,Morton,12,3,44,-1,0,0.0,0.0,0,0.0,0.1,30396,30939,0,0
332,N.Phillips,12,2,40,0,0,0.0,0.0,0,0.0,0.1,4026,17765,0,0
333,Quansah,12,2,39,-6,0,-0.1,2.3,9,0.7,1.0,342503,825979,0,0
334,R.Williams,12,2,40,0,0,0.0,0.0,0,0.0,0.0,828,14601,0,0
335,Robertson,12,2,58,-2,0,0.3,15.7,91,2.8,4.0,1169940,1300850,0,0
336,Szoboszlai,12,3,61,-4,0,0.6,23.4,143,4.0,2.7,970976,951769,0,0
337,Tsimikas,12,2,46,-4,0,0.1,9.3,43,2.4,0.2,48773,80115,0,0
339,Virgil,12,2,67,7,0,0.3,21.3,143,3.9,25.6,3763048,2640817,0,0
636,Chiesa,12,3,68,-2,0,0.1,1.0,7,1.2,0.2,55709,55187,0,0
660,Jaros,12,1,40,0,0,0.0,0.2,1,1.0,0.1,35776,31786,0,0
669,Davies,12,1,40,0,0,0.0,0.0,0,0.0,0.0,2198,1934,0,0
688,Nyoni,12,3,45,0,0,0.0,0.0,0,0.0,0.0,1051,816,0,0
692,Nallo,12,2,40,0,0,0.0,0.0,0,0.0,0.0,1247,1170,0,0
709,Danns,12,4,45,0,0,0.0,0.2,1,1.0,0.0,6042,5445,0,0
744,Slot,12,5,15,0,0,2.0,78.7,118,0.0,6.3,189785,371985,0,0
340,Akanji,13,2,53,-2,0,0.7,11.5,61,2.3,2.3,435566,725398,0,0
341,Aké,13,2,53,-2,0,0.0,4.7,25,2.5,0.8,73413,279388,0,0
342,Bernardo,13,3,61,-4,0,0.8,18.0,110,3.3,2.8,979839,1228232,0,0
343,Bobb,13,3,47,-3,0,0.0,0.6,3,1.0,0.1,5257,32204,0,0
344,Carson,13,1,39,-1,0,0.0,0.0,0,0.0,0.2,22375,23641,0,0
345,De Bruyne,13,3,95,0,0,0.5,12.0,114,4.1,11.6,2706405,2382547,0,0
346,Doku,13,3,62,-3,0,0.5,14.2,88,3.0,1.7,581377,802508,0,0
347,Ederson M.,13,1,53,-2,0,0.9,20.9,111,4.3,5.7,885490,1169725,0,0
348,Foden,13,3,91,-4,0,0.1,11.5,105,3.8,4.6,1832067,3152061,0,0
349,Grealish,13,3,64,-1,0,0.0,5.9,38,1.9,0.2,55079,64648,0,0
350,Gvardiol,13,2,65,5,0,0.9,23.5,153,4.1,38.6,6026146,5098220,0,0
351,Haaland,13,4,149,-1,0,0.2,12.1,181,5.8,24.0,4294318,7443687,0,0
352,J.Alvarez,13,4,70,0,0,0.0,0.0,0,0.0,0.1,0,29626,0,0
353,João Cancelo,13,2,53,-2,0,0.0,0.0,0,0.0,0.2,4654,78784,0,0
354,Kovačić,13,3,54,-1,0,0.4,20.2,109,3.5,1.2,777810,787720,0,0
355,Lewis,13,2,43,-2,0,0.4,15.3,66,2.4,3.5,2629386,2455882,0,0
356,Matheus N.,13,3,49,-1,0,0.7,16.5,81,3.1,0.2,91520,84423,0,0
357,McAtee,13,3,46,-4,0,0.1,6.7,31,2.1,0.1,31125,30488,0,0
358,Ortega Moreno,13,1,52,-3,0,0.0,6.7,35,2.7,0.7,98398,126640,0,0
360,Rodrigo,13,3,62,-3,0,0.0,0.5,3,1.0,0.8,42024,422926,0,0
361,Rúben,13,2,55,0,0,1.1,16.4,90,3.3,5.5,820491,702651,0,0
362,Stones,13,2,53,-2,0,0.0,5.5,29,2.6,1.0,197218,359413,0,0
363,Walker,13,2,51,-4,0,0.0,2.5,13,0.9,2.5,187185,910764,0,0
571,Savinho,13,3,60,-5,0,0.1,17.7,106,3.7,1.9,1583671,1486188,0,0
607,O’Reilly,13,3,49,-1,0,0.1,6.3,31,3.4,0.2,59628,35497,0,0
625,Gündogan,13,3,63,-2,0,0.9,15.4,97,2.9,0.5,182462,163328,0,0
626,Kaboré,13,2,45,0,0,0.0,0.0,0,0.0,0.0,491,793,0,0
671,Wright,13,3,45,0,0,0.0,0.0,0,0.0,0.0,2083,1974,0,0
672,Simpson-Pusey,13,2,40,0,0,0.0,0.2,1,0.5,0.0,6735,5430,0,0
675,Wilson-Esbrand,13,2,40,0,0,0.0,0.0,0,0.0,0.0,2181,2281,0,0
698,Mubama,13,4,45,0,0,0.0,0.2,1,1.0,0.1,35210,26588,0,0
703,Alleyne,13,2,40,0,0,0.0,0.0,0,0.0,0.0,1377,1053,0,0
704,Brits,13,1,40,0,0,0.0,0.0,0,0.0,0.0,1155,838,0,0
732,Khusanov,13,2,50,0,0,0.0,2.8,14,2.3,0.3,118620,89012,0,0
733,Vitor Reis,13,2,45,0,0,0.0,0.2,1,1.0,0.0,2505,1934,0,0
736,Guardiola,13,5,15,0,0,5.5,75.3,113,0.0,29.2,105807,81844,0,0
755,Marmoush,13,4,74,4,0,0.4,9.9,73,4.6,22.6,5017759,2499361,0,0
765,N.Gonzalez,13,3,60,0,0,0.4,5.2,31,2.8,0.0,8977,6367,0,0
785,Echeverri,13,3,58,-2,0,0.0,0.2,1,1.0,0.0,834,572,0,0
364,Amad,14,3,53,3,0,1.0,24.3,129,5.0,4.1,3991127,4001407,0,0
365,Antony,14,3,57,-3,0,0.0,1.4,8,1.0,0.2,18431,38780,0,0
366,B.Fernandes,14,3,84,-1,0,0.3,20.7,174,4.8,13.7,4812923,5343496,0,0
367,Bayindir,14,1,43,-2,0,0.5,1.9,8,2.0,0.1,13115,17199,0,0
368,Casemiro,14,3,46,-4,0,0.2,10.4,48,2.0,0.4,130546,162297,0,0
369,Dalot,14,2,50,0,0,0.0,19.0,95,2.9,4.7,1487754,1919171,0,0
370,Eriksen,14,3,52,-3,0,0.5,8.7,45,2.0,0.2,25596,38042,0,0
371,Evans,14,2,44,-1,0,0.0,3.4,15,2.1,0.1,9203,17912,0,0
372,Garnacho,14,3,59,-6,0,0.6,18.0,106,2.9,4.7,1273615,2554030,0,0
373,Hannibal,14,3,45,0,0,0.0,0.0,0,0.0,0.0,1740,11919,0,0
374,Heaton,14,1,39,-1,0,0.0,0.0,0,0.0,0.2,23402,25694,0,0
375,Højlund,14,4,69,-1,0,0.2,11.3,78,2.4,1.0,484473,491819,0,0
376,Lindelof,14,2,43,-2,0,0.6,6.3,27,1.7,0.1,5146,18477,0,0
377,Maguire,14,2,49,-1,0,0.4,9.8,48,1.8,0.8,112924,120789,0,0
378,Mainoo,14,3,52,-3,0,0.3,8.1,42,1.7,1.7,157536,627601,0,0
379,Malacia,14,2,44,-1,0,0.0,0.5,2,0.7,0.0,2894,3815,0,0
380,Martinez,14,2,43,-2,0,0.0,15.8,68,3.4,2.2,446424,797446,0,0
381,McTominay,14,3,49,-1,0,0.0,0.4,2,1.0,0.1,6691,93446,0,0
382,Mount,14,3,63,-2,0,0.5,4.0,25,1.5,0.2,22546,33721,0,0
383,Onana,14,1,49,-1,0,0.1,24.5,120,3.5,5.0,1185049,1391174,0,0
384,Pellistri,14,3,50,0,0,0.0,0.0,0,0.0,0.0,61,1930,0,0
387,Shaw,14,2,49,-1,0,0.0,1.0,5,0.7,0.2,9299,68178,0,0
389,Zirkzee,14,4,65,-5,0,0.0,9.8,64,2.0,1.5,545068,705805,0,0
572,Yoro,14,2,43,-2,0,0.0,5.1,22,1.0,0.2,51278,53328,0,0
593,De Ligt,14,2,48,-2,0,0.0,14.2,68,2.3,2.9,622964,850875,0,0
594,Mazraoui,14,2,42,-3,0,0.2,21.0,88,2.4,7.3,3131607,2919466,0,0
613,Collyer,14,3,45,0,0,0.0,1.3,6,1.0,0.0,13833,12624,0,0
648,Wheatley,14,4,45,0,0,0.0,0.0,0,0.0,1.0,465169,400969,0,0
652,Ugarte,14,3,49,-1,0,0.2,10.0,49,1.7,0.1,37579,32816,0,0
658,Heaven,14,2,40,0,0,0.5,2.5,10,2.5,0.1,14638,12121,0,0
667,Fletcher,14,3,45,0,0,0.0,0.0,0,0.0,0.0,1464,1224,0,0
670,Amass,14,2,40,0,0,0.0,1.0,4,0.8,0.1,9825,5357,0,0
673,Fitzgerald,14,3,45,0,0,0.0,0.0,0,0.0,0.0,759,624,0,0
691,Kukonki,14,2,40,0,0,0.0,0.0,0,0.0,0.0,1065,996,0,0
745,Amorim,14,5,8,0,0,7.2,107.5,86,0.0,1.4,44300,38872,0,0
761,Harrison,14,1,40,0,0,0.0,0.0,0,0.0,0.0,667,341,0,0
766,Dorgu,14,2,45,0,0,0.6,4.0,18,1.5,0.2,58352,36066,0,0
776,Obi,14,4,45,0,0,0.2,1.6,7,1.0,0.2,42513,23401,0,0
777,Fredricson,14,2,40,0,0,0.0,0.5,2,1.0,0.0,874,363,0,0
778,Moorhouse,14,3,45,0,0,0.0,0.0,0,0.0,0.0,264,146,0,0
779,Koné,14,3,45,0,0,0.0,0.0,0,0.0,0.0,568,302,0,0
783,Graczyk,14,1,40,0,0,0.0,0.0,0,0.0,0.0,304,144,0,0
788,Dermot Mee,14,1,40,0,0,0.0,0.0,0,0.0,0.0,314,151,0,0
390,A.Murphy,15,2,40,0,0,0.0,0.0,0,0.0,0.5,83269,127160,0,0
391,Almirón,15,3,54,-6,0,0.0,1.9,10,1.1,0.3,42668,118851,0,0
392,Barnes,15,3,59,-6,0,0.4,22.0,130,3.9,4.2,1423799,1039084,0,0
393,Botman,15,2,44,-1,0,0.6,4.1,18,2.2,0.0,17061,15616,0,0
394,Bruno G.,15,3,62,-3,0,0.5,21.8,135,3.6,3.0,590334,632726,0,0
395,Burn,15,2,46,1,0,0.9,25.0,115,3.1,12.6,1915239,2106902,0,0
396,Dúbravka,15,1,40,-5,0,0.0,11.0,44,4.4,1.3,438818,436352,0,0
398,Gordon,15,3,74,-1,0,0.2,16.8,124,3.6,8.0,3569855,5263072,0,0
399,Hall,15,2,47,2,0,0.0,21.7,102,3.8,4.4,3442627,3549842,0,0
400,Hayden,15,3,44,-1,0,0.0,0.0,0,0.0,0.1,11061,14879,0,0
401,Isak,15,4,94,9,0,0.3,22.4,211,6.2,49.4,9425692,9878367,0,0
402,J.Murphy,15,3,52,-3,0,0.5,30.6,159,4.5,14.3,3322876,1910681,0,0
403,Joelinton,15,3,60,0,0,0.0,16.5,99,3.4,1.1,474704,534889,0,0
404,Kelly,15,2,42,-3,0,0.0,2.9,12,1.2,0.1,10682,20855,0,0
405,Krafth,15,2,43,-2,0,0.0,4.0,17,1.4,0.1,13031,21107,0,0
406,Kuol,15,3,44,-1,0,0.0,0.0,0,0.0,0.1,11986,11924,0,0
407,Lascelles,15,2,45,0,0,0.0,0.0,0,0.0,0.0,1352,1207,0,0
