id,web_name,team,element_type,now_cost,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,total_points,selected_by_percent
709,Danns,12,4,45,0,0,0,0,1,0.0
744,Slot,12,5,15,0,0,0,0,118,6.3
340,Akanji,13,2,53,-2,0,2,0,61,2.3
341,Aké,13,2,53,-2,0,2,0,25,0.8
342,Bernardo,13,3,61,-4,0,4,0,110,2.8
343,Bobb,13,3,47,-3,0,3,0,3,0.1
344,Carson,13,1,39,-1,0,1,0,0,0.2
345,De Bruyne,13,3,95,0,0,0,0,114,11.6
346,Doku,13,3,62,-3,0,3,0,88,1.7
347,Ederson M.,13,1,53,-2,0,2,0,111,5.7
348,Foden,13,3,91,-4,0,4,0,105,4.6
349,Grealish,13,3,64,-1,0,1,0,38,0.2
350,Gvardiol,13,2,65,5,0,-5,0,153,38.6
351,Haaland,13,4,149,-1,0,1,0,181,24.0
352,J.Alvarez,13,4,70,0,0,0,0,0,0.1
353,João Cancelo,13,2,53,-2,0,2,0,0,0.2
354,Kovačić,13,3,54,-1,0,1,0,109,1.2
355,Lewis,13,2,43,-2,0,2,0,66,3.5
356,Matheus N.,13,3,49,-1,0,1,0,81,0.2
357,McAtee,13,3,46,-4,0,4,0,31,0.1
358,Ortega Moreno,13,1,52,-3,0,3,0,35,0.7
360,Rodrigo,13,3,62,-3,0,3,0,3,0.8
361,Rúben,13,2,55,0,0,0,0,90,5.5
362,Stones,13,2,53,-2,0,2,0,29,1.0
363,Walker,13,2,51,-4,0,4,0,13,2.5
571,Savinho,13,3,60,-5,0,5,0,106,1.9
607,O’Reilly,13,3,49,-1,0,1,0,31,0.2
625,Gündogan,13,3,63,-2,0,2,0,97,0.5
626,Kaboré,13,2,45,0,0,0,0,0,0.0
671,Wright,13,3,45,0,0,0,0,0,0.0
672,Simpson-Pusey,13,2,40,0,0,0,0,1,0.0
675,Wilson-Esbrand,13,2,40,0,0,0,0,0,0.0
698,Mubama,13,4,45,0,0,0,0,1,0.1
703,Alleyne,13,2,40,0,0,0,0,0,0.0
704,Brits,13,1,40,0,0,0,0,0,0.0
732,Khusanov,13,2,50,0,0,0,0,14,0.3
733,Vitor Reis,13,2,45,0,0,0,0,1,0.0
736,Guardiola,13,5,15,0,0,0,0,113,29.2
755,Marmoush,13,4,74,4,0,-4,0,73,22.6
765,N.Gonzalez,13,3,60,0,0,0,0,31,0.0
785,Echeverri,13,3,58,-2,0,2,0,1,0.0
364,Amad,14,3,53,3,0,-3,0,129,4.1
365,Antony,14,3,57,-3,0,3,0,8,0.2
366,B.Fernandes,14,3,84,-1,0,1,0,174,13.7
367,Bayindir,14,1,43,-2,0,2,0,8,0.1
368,Casemiro,14,3,46,-4,0,4,0,48,0.4
369,Dalot,14,2,50,0,0,0,0,95,4.7
370,Eriksen,14,3,52,-3,0,3,0,45,0.2
371,Evans,14,2,44,-1,0,1,0,15,0.1
372,Garnacho,14,3,59,-6,0,6,0,106,4.7
373,Hannibal,14,3,45,0,0,0,0,0,0.0
374,Heaton,14,1,39,-1,0,1,0,0,0.2
375,Højlund,14,4,69,-1,0,1,0,78,1.0
376,Lindelof,14,2,43,-2,0,2,0,27,0.1
377,Maguire,14,2,49,-1,0,1,0,48,0.8
378,Mainoo,14,3,52,-3,0,3,0,42,1.7
379,Malacia,14,2,44,-1,0,1,0,2,0.0
380,Martinez,14,2,43,-2,0,2,0,68,2.2
381,McTominay,14,3,49,-1,0,1,0,2,0.1
382,Mount,14,3,63,-2,0,2,0,25,0.2
383,Onana,14,1,49,-1,0,1,0,120,5.0
384,Pellistri,14,3,50,0,0,0,0,0,0.0
387,Shaw,14,2,49,-1,0,1,0,5,0.2
389,Zirkzee,14,4,65,-5,0,5,0,64,1.5
572,Yoro,14,2,43,-2,0,2,0,22,0.2
593,De Ligt,14,2,48,-2,0,2,0,68,2.9
594,Mazraoui,14,2,42,-3,0,3,0,88,7.3
613,Collyer,14,3,45,0,0,0,0,6,0.0
648,Wheatley,14,4,45,0,0,0,0,0,1.0
652,Ugarte,14,3,49,-1,0,1,0,49,0.1
658,Heaven,14,2,40,0,0,0,0,10,0.1
667,Fletcher,14,3,45,0,0,0,0,0,0.0
670,Amass,14,2,40,0,0,0,0,4,0.1
673,Fitzgerald,14,3,45,0,0,0,0,0,0.0
691,Kukonki,14,2,40,0,0,0,0,0,0.0
745,Amorim,14,5,8,0,0,0,0,86,1.4
761,Harrison,14,1,40,0,0,0,0,0,0.0
766,Dorgu,14,2,45,0,0,0,0,18,0.2
776,Obi,14,4,45,0,0,0,0,7,0.2
777,Fredricson,14,2,40,0,0,0,0,2,0.0
778,Moorhouse,14,3,45,0,0,0,0,0,0.0
779,Koné,14,3,45,0,0,0,0,0,0.0
783,Graczyk,14,1,40,0,0,0,0,0,0.0
788,Dermot Mee,14,1,40,0,0,0,0,0,0.0
390,A.Murphy,15,2,40,0,0,0,0,0,0.5
391,Almirón,15,3,54,-6,0,6,0,10,0.3
392,Barnes,15,3,59,-6,0,6,0,130,4.2
393,Botman,15,2,44,-1,0,1,0,18,0.0
394,Bruno G.,15,3,62,-3,0,3,0,135,3.0
395,Burn,15,2,46,1,0,-1,0,115,12.6
396,Dúbravka,15,1,40,-5,0,5,0,44,1.3
398,Gordon,15,3,74,-1,0,1,0,124,8.0
399,Hall,15,2,47,2,0,-2,0,102,4.4
400,Hayden,15,3,44,-1,0,1,0,0,0.1
401,Isak,15,4,94,9,0,-9,0,211,49.4
402,J.Murphy,15,3,52,-3,0,3,0,159,14.3
403,Joelinton,15,3,60,0,0,0,0,99,1.1
404,Kelly,15,2,42,-3,0,3,0,12,0.1
405,Krafth,15,2,43,-2,0,2,0,17,0.1
406,Kuol,15,3,44,-1,0,1,0,0,0.1
407,Lascelles,15,2,45,0,0,0,0,0,0.0
408,Lewis,15,2,40,0,0,0,0,0,0.1
409,Livramento,15,2,46,1,0,-1,0,105,8.9
410,Longstaff,15,3,44,-6,0,6,0,34,0.3
411,Miley,15,3,50,0,0,0,0,21,0.0
412,Odysseas,15,1,42,-3,0,3,0,0,0.1
413,Pope,15,1,50,0,0,0,0,102,6.1
414,Ruddy,15,1,39,-1,0,1,0,0,0.3
415,Schär,15,2,55,0,0,0,0,118,5.0
416,Targett,15,2,39,-1,0,1,0,2,0.3
417,Tonali,15,3,55,0,0,0,0,106,0.9
418,Trippier,15,2,56,-4,0,4,0,72,4.4
419,White,15,3,45,0,0,0,0,0,0.1
420,Willock,15,3,47,-3,0,3,0,46,0.1
421,Wilson,15,4,69,-1,0,1,0,19,0.2
574,Pivas,15,2,40,0,0,0,0,0,0.1
590,Osula,15,4,49,-1,0,1,0,19,0.2
746,Howe,15,5,15,0,0,0,0,97,2.8
789,Neave,15,4,45,0,0,0,0,0,0.0
26,Alex Moreno,16,2,42,-3,0,3,0,34,0.4
422,Aina,16,2,53,8,0,-8,0,128,13.0
423,Anderson,16,3,50,0,0,0,0,107,0.3
424,Awoniyi,16,4,55,-5,0,5,0,32,0.3
425,Boly,16,2,42,-3,0,3,0,6,0.1
426,Bowler,16,3,45,0,0,0,0,0,0.0
427,C.Miguel,16,1,41,-4,0,4,0,0,0.1
428,Da Silva Moreira,16,3,43,-2,0,2,0,2,0.1
429,Danilo,16,3,47,-3,0,3,0,11,0.0
430,Dennis,16,4,49,-1,0,1,0,0,0.2
431,Dominguez,16,3,48,-2,0,2,0,54,0.0
432,Elanga,16,3,55,0,0,0,0,153,9.4
433,Gibbs-White,16,3,65,0,0,0,0,154,7.4
434,Hudson-Odoi,16,3,51,-4,0,4,0,103,1.2
435,Mighten,16,3,45,0,0,0,0,0,0.0
436,Murillo,16,2,47,2,0,-2,0,130,4.1
437,N.Williams,16,2,45,0,0,0,0,109,4.0
438,O.Richards,16,2,45,0,0,0,0,0,0.0
439,O'Brien,16,3,50,0,0,0,0,0,0.0
440,Omobamidele,16,2,42,-3,0,3,0,0,0.0
441,Panzo,16,2,40,0,0,0,0,0,0.0
442,Sangaré,16,3,43,-2,0,2,0,20,1.2
443,Sels,16,1,52,7,0,-7,0,150,19.9
444,Toffolo,16,2,42,-3,0,3,0,4,0.1
446,Ui-jo,16,4,45,0,0,0,0,0,0.8
447,Wood,16,4,72,12,0,-12,0,200,30.8
448,Worrall,16,2,45,0,0,0,0,0,0.0
449,Yates,16,3,48,-2,0,2,0,67,0.1
573,Milenković,16,2,52,7,0,-7,0,145,18.0
596,Jota Silva,16,3,59,-1,0,1,0,52,0.1
620,Sosa,16,3,55,0,0,0,0,25,0.1
653,Morato,16,2,45,0,0,0,0,36,0.1
706,Abbott,16,2,40,0,0,0,0,0,0.0
721,Hennessey,16,1,40,0,0,0,0,0,0.0
747,Nuno,16,5,11,0,0,0,0,78,5.0
14,Ramsdale,17,1,44,-1,0,1,0,97,1.3
27,Archer,17,4,48,-2,0,2,0,57,1.1
188,Ugochukwu,17,3,44,-1,0,1,0,47,0.3
397,Fraser,17,3,48,-2,0,2,0,7,0.0
451,Amo-Ameyaw,17,3,44,-1,0,1,0,1,0.1
452,Aribo,17,3,49,-1,0,1,0,72,0.1
453,Armstrong,17,4,51,-4,0,4,0,45,0.5
454,Bazunu,17,1,43,-2,0,2,0,0,0.1
455,Bednarek,17,2,40,0,0,0,0,60,1.9
456,Bella-Kotchap,17,2,39,-1,0,1,0,2,0.4
457,Bree,17,2,39,-1,0,1,0,23,0.3
458,Charles,17,3,45,0,0,0,0,0,0.0
459,Edozie,17,3,49,-1,0,1,0,1,0.0
460,Edwards,17,2,39,-1,0,1,0,1,0.2
461,Harwood-Bellis,17,2,39,-1,0,1,0,55,4.1
462,Kamaldeen,17,3,50,0,0,0,0,53,0.0
463,Lallana,17,3,50,0,0,0,0,17,0.0
464,Larios,17,2,39,-1,0,1,0,0,0.1
465,Lis,17,1,40,0,0,0,0,0,0.1
466,Lumley,17,1,40,0,0,0,0,8,0.4
467,Manning,17,2,43,-2,0,2,0,34,0.1
468,Mara,17,4,50,0,0,0,0,0,0.0
469,McCarthy,17,1,42,-3,0,3,0,12,0.1
470,Onuachu,17,4,49,-1,0,1,0,51,0.3
471,Smallbone,17,3,50,0,0,0,0,26,0.0
472,Stephens,17,2,40,0,0,0,0,31,0.3
473,Stewart,17,4,44,-1,0,1,0,20,1.7
474,Sugawara,17,2,42,-3,0,3,0,43,0.1
475,Taylor,17,2,39,-1,0,1,0,6,3.0
476,Walker-Peters,17,2,42,-3,0,3,0,54,0.3
477,Wood,17,2,39,-1,0,1,0,14,1.0
515,Cornet,17,3,47,-3,0,3,0,1,0.0
518,Downes,17,3,47,-3,0,3,0,48,0.0
584,Brereton Díaz,17,3,48,-7,0,7,0,13,0.1
608,Dibling,17,3,43,-2,0,2,0,68,1.4
623,M.Fernandes,17,3,50,0,0,0,0,95,0.1
693,O'Brien-Whitmarsh,17,3,45,0,0,0,0,0,0.0
718,Welington,17,2,40,0,0,0,0,14,0.0
719,Kayi Sanda,17,2,40,0,0,0,0,2,0.0
734,Grønbæk,17,3,49,-1,0,1,0,6,0.0
748,Rusk,17,5,5,0,0,0,0,38,0.1
798,Jay Robinson,17,4,44,-1,0,1,0,5,0.0
804,Moore,17,2,40,0,0,0,0,0,0.0
82,Solanke,18,4,73,-2,0,2,0,108,4.7
478,A.Phillips,18,2,40,0,0,0,0,0,0.1
479,Austin,18,1,40,0,0,0,0,1,0.4
480,Bentancur,18,3,49,-1,0,1,0,49,0.1
481,Bergvall,18,3,44,-1,0,1,0,44,0.8
482,Bissouma,18,3,48,-2,0,2,0,50,0.2
483,Bryan,18,3,50,0,0,0,0,0,0.0
484,Davies,18,2,43,-2,0,2,0,28,0.2
485,Devine,18,3,45,0,0,0,0,0,0.0
486,Dragusin,18,2,43,-2,0,2,0,24,0.1
487,E.Royal,18,2,45,0,0,0,0,0,0.0
488,Forster,18,1,43,-2,0,2,0,19,0.3
489,Gray,18,3,46,-4,0,4,0,45,0.2
490,Højbjerg,18,3,50,0,0,0,0,0,0.0
491,Johnson,18,3,62,-3,0,3,0,137,2.3
492,Kulusevski,18,3,62,-3,0,3,0,117,2.2
493,Lo Celso,18,3,49,-1,0,1,0,0,0.0
494,Maddison,18,3,74,-1,0,1,0,133,3.8
495,Pedro Porro,18,2,52,-3,0,3,0,98,16.5
496,Reguilón,18,2,41,-4,0,4,0,2,0.2
497,Richarlison,18,4,68,-2,0,2,0,35,0.4
498,Romero,18,2,49,-1,0,1,0,49,3.5
499,P.M.Sarr,18,3,47,-3,0,3,0,71,0.2
500,Scarlett,18,4,44,-1,0,1,0,6,0.7
502,Solomon,18,3,54,-1,0,1,0,0,0.0
503,Son,18,3,97,-3,0,3,0,129,4.1
504,Spence,18,2,44,-1,0,1,0,51,0.7
505,Udogie,18,2,48,-2,0,2,0,43,1.5
506,Van de Ven,18,2,45,0,0,0,0,32,2.4
507,Veliz,18,4,50,0,0,0,0,0,0.0
508,Vicario,18,1,48,-2,0,2,0,66,1.8
509,Werner,18,3,62,-3,0,3,0,34,0.1
510,Whiteman,18,1,39,-1,0,1,0,0,1.7
609,Lankshear,18,4,45,0,0,0,0,3,1.0
610,Moore,18,3,45,0,0,0,0,19,0.2
612,Odobert,18,3,53,-2,0,2,0,34,0.0
683,Olusesi,18,3,45,0,0,0,0,0,0.0
684,Hardy,18,2,40,0,0,0,0,0,0.0
689,Williams-Barnett,18,3,45,0,0,0,0,0,0.0
699,Dorrington,18,2,40,0,0,0,0,1,0.0
700,King,18,2,40,0,0,0,0,0,0.0
716,Kinsky,18,1,41,-4,0,4,0,17,0.1
717,Yang,18,3,45,0,0,0,0,0,0.0
729,Ajayi,18,3,45,0,0,0,0,0,0.0
749,Postecoglou,18,5,11,0,0,0,0,58,1.3
760,Cassanova,18,2,40,0,0,0,0,0,0.0
767,Danso,18,2,44,-1,0,1,0,16,0.0
768,Tel,18,3,58,-2,0,2,0,42,0.1
123,Ferguson,19,4,55,0,0,0,0,28,0.3
388,Wan-Bissaka,19,2,45,0,0,0,0,118,6.4
511,Álvarez,19,3,50,0,0,0,0,40,0.1
512,Antonio,19,4,52,-3,0,3,0,42,0.8
513,Areola,19,1,42,-3,0,3,0,69,7.2
514,Bowen,19,3,79,4,0,-4,0,193,18.0
516,Coufal,19,2,41,-4,0,4,0,27,0.4
517,Cresswell,19,2,39,-1,0,1,0,36,1.7
519,Earthy,19,3,45,0,0,0,0,0,0.0
520,Emerson,19,2,44,-1,0,1,0,76,0.6
521,Fabianski,19,1,39,-1,0,1,0,39,10.0
522,Foderingham,19,1,42,-3,0,3,0,0,0.1
523,Ings,19,4,48,-2,0,2,0,32,1.2
524,Kilman,19,2,43,-2,0,2,0,82,1.3
525,Kudus,19,3,62,-3,0,3,0,106,2.6
526,L.Guilherme,19,3,46,-4,0,4,0,12,0.0
527,L.Paquetá,19,3,57,-3,0,3,0,80,0.9
528,Mavropanos,19,2,43,-2,0,2,0,45,0.1
529,N.Aguerd,19,2,44,-1,0,1,0,0,0.0
530,Souček,19,3,48,-2,0,2,0,126,1.5
531,Ward-Prowse,19,3,61,-4,0,4,0,51,0.5
532,Zouma,19,2,44,-1,0,1,0,0,0.1
576,Irving,19,3,47,-3,0,3,0,9,0.0
587,Summerville,19,3,55,-5,0,5,0,33,0.3
588,G.Rodríguez,19,3,48,-2,0,2,0,36,0.1
589,Füllkrug,19,4,67,-3,0,3,0,42,0.9
591,Todibo,19,2,42,-3,0,3,0,54,0.3
643,Casey,19,2,40,0,0,0,0,1,0.2
654,C.Soler,19,3,50,0,0,0,0,47,0.0
677,Scarles,19,2,40,0,0,0,0,29,0.1
686,Mayers,19,2,40,0,0,0,0,0,0.0
701,Orford,19,3,45,0,0,0,0,2,0.0
750,Potter,19,5,5,0,0,0,0,84,2.6
204,Johnstone,20,1,41,-4,0,4,0,12,0.2
533,Aït-Nouri,20,2,51,6,0,-6,0,125,15.0
534,B.Traore,20,3,48,-2,0,2,0,1,0.0
535,Bellegarde,20,3,49,-1,0,1,0,90,0.2
536,Bentley,20,1,39,-1,0,1,0,9,1.7
537,Chiquinho,20,3,45,0,0,0,0,1,0.1
538,Chirewa,20,3,45,0,0,0,0,0,0.0
539,Chiwome,20,4,44,-1,0,1,0,0,1.1
540,Cundle,20,3,45,0,0,0,0,0,0.1
541,Cunha,20,4,70,5,0,-5,0,178,13.6
542,Dawson,20,2,42,-3,0,3,0,17,0.1
543,Doherty,20,2,43,-2,0,2,0,75,0.3
544,Doyle,20,3,47,-3,0,3,0,28,0.0
545,Fábio Silva,20,4,50,0,0,0,0,0,0.1
546,Fraser,20,4,45,0,0,0,0,0,1.0
547,Gonzalez,20,3,44,-1,0,1,0,0,0.0
548,Guedes,20,3,53,-2,0,2,0,62,0.1
549,H.Bueno,20,2,45,0,0,0,0,0,0.0
550,Hee Chan,20,3,61,-4,0,4,0,37,0.2
551,Hodge,20,3,45,0,0,0,0,0,0.2
552,Hoever,20,2,40,0,0,0,0,0,0.1
553,J.Gomes,20,3,49,-1,0,1,0,87,0.2
554,José Sá,20,1,44,-1,0,1,0,93,2.8
555,Kalajdžić,20,4,48,-2,0,2,0,0,0.0
556,King,20,1,39,-1,0,1,0,1,1.2
557,Mario Jr.,20,3,48,-2,0,2,0,47,0.1
558,Mosquera,20,2,38,-2,0,2,0,3,0.7
559,N.Semedo,20,2,45,0,0,0,0,84,0.6
561,Pedro Lima,20,2,39,-1,0,1,0,2,1.2
562,Podence,20,3,55,0,0,0,0,2,0.0
563,R.Gomes,20,3,51,-4,0,4,0,42,0.1
564,S.Bueno,20,2,43,-2,0,2,0,52,0.1
565,Sarabia,20,3,50,-5,0,5,0,50,0.1
566,Strand Larsen,20,4,52,-3,0,3,0,145,2.6
567,Toti,20,2,43,-2,0,2,0,79,0.3
637,Meupiyou,20,2,39,-1,0,1,0,0,0.2
642,André,20,3,50,0,0,0,0,61,0.0
655,Forbs,20,3,54,-1,0,1,0,9,0.0
664,Pond,20,2,39,-1,0,1,0,1,0.7
682,Edozie,20,3,45,0,0,0,0,0,0.0
711,Okoduwa,20,2,40,0,0,0,0,0,0.0
720,Agbadou,20,2,40,0,0,0,0,45,0.4
751,Pereira,20,5,8,0,0,0,0,111,2.3
769,Djiga,20,2,45,0,0,0,0,4,0.0
770,Munetsi,20,3,50,0,0,0,0,50,0.1
784,Mané,20,4,45,0,0,0,0,1,0.1
