id,web_name,team,now_cost,total_points,goals_scored,assists,clean_sheets,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,minutes,form,points_per_game
779,Koné,14,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
391,Almirón,15,54,10,0,0,0,0,0,0,36,15.2,40.9,57.0,11.3,150,0.0,1.1
392,Barnes,15,59,130,9,5,6,0,0,13,442,522.2,407.1,701.0,163.1,1746,2.2,3.9
394,Bruno G.,15,62,135,5,6,13,7,0,10,661,723.0,796.0,454.0,197.5,3273,3.2,3.6
398,Gordon,15,74,124,6,6,10,2,0,9,476,537.0,777.3,655.0,196.8,2428,1.8,3.6
400,Hayden,15,44,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
402,J.Murphy,15,52,159,8,13,11,4,0,11,601,713.4,625.2,519.0,185.6,2356,2.5,4.5
403,Joelinton,15,60,99,4,4,10,10,0,11,374,469.8,389.3,465.0,132.7,2394,0.0,3.4
406,Kuol,15,44,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
410,Longstaff,15,44,34,0,1,2,2,0,0,131,117.2,78.4,76.0,27.3,783,0.2,1.4
411,Miley,15,50,21,1,0,0,0,0,1,88,87.4,33.5,45.0,16.7,304,0.5,1.5
417,Tonali,15,55,106,4,2,11,5,0,10,536,539.4,496.3,299.0,133.5,2625,4.2,2.9
419,White,15,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
420,Willock,15,47,46,0,2,4,4,0,0,139,172.8,273.8,197.0,63.9,1065,0.5,1.4
423,Anderson,16,50,107,2,6,13,10,0,8,526,638.8,605.2,308.0,155.6,2726,1.4,2.9
426,Bowler,16,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
428,Da Silva Moreira,16,43,2,0,0,0,0,0,0,9,5.2,0.3,0.0,0.6,28,0.0,1.0
429,Danilo,16,47,11,0,0,1,0,0,0,43,34.6,5.0,0.0,3.9,270,0.2,1.4
431,Dominguez,16,48,54,0,1,7,9,0,0,292,410.2,247.2,237.0,89.4,1954,1.6,1.6
432,Elanga,16,55,153,6,11,12,1,0,15,535,627.0,785.4,582.0,199.8,2496,3.6,4.0
433,Gibbs-White,16,65,154,7,11,13,9,1,18,594,680.4,793.7,632.0,210.6,2806,5.6,4.5
434,Hudson-Odoi,16,51,103,5,3,11,2,0,7,454,445.6,663.9,405.0,151.0,2190,0.6,3.3
435,Mighten,16,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
439,O'Brien,16,50,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
442,Sangaré,16,43,20,0,1,2,3,0,0,107,130.6,80.3,21.0,23.2,584,1.6,1.5
449,Yates,16,48,67,2,2,6,10,0,3,306,344.4,241.1,265.0,85.4,1901,1.0,1.9
596,Jota Silva,16,59,52,3,2,1,5,0,0,212,221.8,182.9,239.0,64.6,835,0.8,1.7
620,Sosa,16,55,25,1,0,1,1,0,0,101,87.4,103.0,104.0,29.2,280,0.4,1.3
188,Ugochukwu,17,44,47,1,1,1,7,0,3,209,265.0,211.9,84.0,55.9,1652,0.8,1.8
397,Fraser,17,48,7,0,0,0,0,1,0,31,35.8,26.8,13.0,6.7,303,0.0,0.9
451,Amo-Ameyaw,17,44,1,0,0,0,1,0,0,1,4.0,16.1,6.0,2.6,26,0.0,0.5
452,Aribo,17,49,72,3,0,1,1,0,7,394,386.2,293.0,242.0,92.3,2007,0.5,2.2
458,Charles,17,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
459,Edozie,17,49,1,0,0,0,1,0,0,6,9.8,19.0,22.0,5.1,64,0.0,0.5
462,Kamaldeen,17,50,53,1,2,3,2,0,2,163,187.2,182.4,290.0,65.7,1394,1.5,2.0
463,Lallana,17,50,17,0,2,0,4,0,1,74,81.2,82.4,21.0,18.4,352,0.0,1.2
471,Smallbone,17,50,26,1,0,0,1,0,0,119,112.6,163.3,64.0,33.9,679,1.0,1.4
515,Cornet,17,47,1,0,0,0,1,0,0,12,11.6,3.5,7.0,2.2,71,0.0,0.5
518,Downes,17,47,48,1,0,4,12,0,0,312,297.6,292.2,118.0,71.0,2149,1.8,1.8
584,Brereton Díaz,17,48,13,0,0,0,1,0,0,43,21.8,63.6,81.0,16.8,446,0.0,1.3
608,Dibling,17,43,68,2,2,3,6,0,4,247,261.0,344.5,264.0,87.0,1863,1.5,2.1
623,M.Fernandes,17,50,95,2,4,5,8,0,8,513,553.4,649.5,372.0,157.8,2911,3.0,2.6
693,O'Brien-Whitmarsh,17,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
734,Grønbæk,17,49,6,0,0,0,0,0,0,13,15.8,11.4,9.0,3.7,141,0.0,1.5
480,Bentancur,18,49,49,2,0,3,9,0,1,293,324.6,208.5,165.0,70.2,1640,0.5,1.9
481,Bergvall,18,44,44,0,2,3,3,0,0,216,237.2,218.7,97.0,55.0,1200,0.0,1.6
482,Bissouma,18,48,50,2,0,3,7,0,4,258,283.8,133.8,59.0,48.0,1396,1.2,1.8
483,Bryan,18,50,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
485,Devine,18,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
489,Gray,18,46,45,0,0,2,1,0,0,253,254.6,71.4,15.0,34.3,1750,1.8,1.6
490,Højbjerg,18,50,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
491,Johnson,18,62,137,11,6,2,5,0,13,461,559.6,295.0,761.0,161.0,2171,0.8,4.2
492,Kulusevski,18,62,117,7,4,6,3,0,9,426,613.6,843.8,733.0,218.7,2386,0.8,3.7
493,Lo Celso,18,49,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
494,Maddison,18,74,133,9,8,6,6,0,15,592,683.4,702.3,495.0,187.8,1799,0.0,4.3
499,P.M.Sarr,18,47,71,3,2,2,6,0,4,365,398.4,257.2,220.0,87.2,1901,1.5,2.0
502,Solomon,18,54,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
503,Son,18,97,129,7,10,4,1,0,12,543,629.6,734.9,707.0,207.2,2106,0.8,4.3
509,Werner,18,62,34,0,3,1,0,0,2,120,114.6,148.0,113.0,37.1,504,0.0,1.9
610,Moore,18,45,19,0,2,0,0,0,0,51,33.2,45.2,34.0,11.0,359,1.2,1.9
612,Odobert,18,53,34,1,0,1,0,0,3,92,101.2,108.6,156.0,36.7,843,3.8,2.1
683,Olusesi,18,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
689,Williams-Barnett,18,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
717,Yang,18,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
729,Ajayi,18,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
768,Tel,18,58,42,2,2,2,2,0,2,151,183.8,208.3,236.0,62.3,908,3.0,3.2
511,Álvarez,19,50,40,0,1,3,7,1,0,221,281.8,213.9,51.0,54.7,1769,0.8,1.4
514,Bowen,19,79,193,13,11,8,1,0,21,678,903.0,737.8,1081.0,271.9,2974,9.5,5.7
519,Earthy,19,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
525,Kudus,19,62,106,5,4,7,2,1,5,373,471.6,552.5,752.0,177.5,2589,4.0,3.3
526,L.Guilherme,19,46,12,0,0,0,0,0,0,47,27.6,49.1,32.0,10.8,139,0.2,1.0
527,L.Paquetá,19,57,80,4,1,4,10,0,5,375,433.2,627.7,267.0,132.6,2374,0.5,2.4
530,Souček,19,48,126,9,2,7,8,0,15,442,672.6,231.8,643.0,154.0,2563,3.8,3.6
531,Ward-Prowse,19,61,51,1,2,5,2,1,2,293,282.4,378.3,138.0,80.0,1433,3.5,2.1
576,Irving,19,47,9,0,0,0,2,0,0,38,37.6,26.5,17.0,8.1,161,0.0,0.9
587,Summerville,19,55,33,1,1,2,2,0,2,129,156.4,246.1,186.0,58.7,776,0.0,1.7
588,G.Rodríguez,19,48,36,0,1,4,6,0,0,193,205.4,79.7,29.0,31.5,1147,1.8,1.6
654,C.Soler,19,50,47,1,1,2,6,0,2,216,189.0,295.8,186.0,67.2,1394,0.5,1.5
701,Orford,19,45,2,0,0,0,0,0,0,13,6.4,27.6,6.0,4.0,47,0.0,1.0
534,B.Traore,20,48,1,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,1,0.0,1.0
535,Bellegarde,20,49,90,2,7,6,3,0,5,332,355.6,422.8,200.0,97.2,1666,2.2,2.6
537,Chiquinho,20,45,1,0,0,0,0,0,0,4,3.0,14.3,2.0,1.9,6,0.0,1.0
538,Chirewa,20,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
540,Cundle,20,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
544,Doyle,20,47,28,0,1,0,1,0,0,128,114.6,101.7,34.0,25.3,474,0.0,1.2
547,Gonzalez,20,44,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
548,Guedes,20,53,62,2,4,3,1,0,2,187,215.8,213.9,217.0,64.0,979,1.5,2.1
550,Hee Chan,20,61,37,2,1,0,0,0,0,130,111.6,72.7,84.0,26.7,646,0.5,1.8
551,Hodge,20,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
553,J.Gomes,20,49,87,3,1,6,9,1,7,489,513.4,428.9,231.0,117.3,2975,1.2,2.4
557,Mario Jr.,20,48,47,1,3,1,4,0,5,252,356.8,166.7,120.0,64.4,1363,0.0,2.8
562,Podence,20,55,2,0,0,0,0,0,0,9,3.0,1.1,1.0,0.4,46,0.0,1.0
563,R.Gomes,20,51,42,2,0,1,0,0,0,183,186.6,180.2,113.0,47.6,794,1.2,1.7
565,Sarabia,20,50,50,3,2,1,3,0,3,175,217.6,245.9,177.0,63.8,800,1.0,2.2
642,André,20,50,61,0,0,7,7,0,1,436,383.2,285.5,30.0,69.7,2472,1.8,1.8
655,Forbs,20,54,9,0,0,0,2,0,0,35,25.8,24.2,35.0,8.3,236,0.0,0.9
682,Edozie,20,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
770,Munetsi,20,50,50,2,2,5,0,0,4,134,176.8,132.9,212.0,52.3,1077,3.5,3.6
