id,web_name,team,element_type,minutes,total_points,points_per_game,starts,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90
764,Palmer,10,1,1170,22,1.7,13,0.0,0.0,0.0
799,Boniface,10,2,0,0,0.0,0,0.0,0.0,0.0
800,Tom Taylor,10,3,0,0,0.0,0,0.0,0.0,0.0
117,Buonanotte,11,3,1508,75,2.4,14,0.24,0.14,0.38
192,J.Ayew,11,3,1649,75,2.4,19,0.2,0.08,0.28
198,Edouard,11,4,141,7,1.2,1,0.25,0.04,0.29
285,B.Soumaré,11,3,2165,48,1.5,25,0.01,0.04,0.05
286,Cannon,11,4,0,0,0.0,0,0.0,0.0,0.0
287,Choudhury,11,3,129,4,1.0,1,0.0,0.13,0.13
288,Coady,11,2,1712,39,1.8,19,0.03,0.03,0.06
289,Daka,11,4,717,34,1.5,6,0.16,0.01,0.17
290,De Cordova-Reid,11,3,734,48,2.1,9,0.1,0.02,0.12
291,Faes,11,2,2812,55,1.6,30,0.05,0.01,0.06
292,Golding,11,3,1,1,1.0,0,0.0,0.0,0.0
293,Hermansen,11,1,2385,63,2.3,27,0.0,0.0,0.0
294,Iversen,11,1,0,0,0.0,0,0.0,0.0,0.0
295,Justin,11,2,2912,70,1.9,34,0.05,0.02,0.07
296,Kristiansen,11,2,2481,34,1.1,29,0.0,0.06,0.06
297,Marcal,11,3,0,0,0.0,0,0.0,0.0,0.0
298,Mavididi,11,3,1606,72,2.4,16,0.1,0.18,0.28
299,McAteer,11,3,846,35,1.9,9,0.11,0.07,0.18
300,Ndidi,11,3,2325,64,2.3,28,0.08,0.06,0.14
301,Okoli,11,2,1122,27,1.4,12,0.05,0.01,0.06
302,Ricardo,11,2,382,10,1.0,4,0.02,0.02,0.04
303,Souttar,11,2,0,0,0.0,0,0.0,0.0,0.0
304,Stolarczyk,11,1,900,25,2.5,10,0.0,0.0,0.0
305,Thomas,11,2,1109,27,1.9,13,0.03,0.04,0.07
306,Vardy,11,4,2825,128,3.7,35,0.36,0.08,0.44
307,Vestergaard,11,2,1390,11,0.6,16,0.01,0.01,0.02
308,Ward,11,1,135,2,1.0,1,0.0,0.0,0.0
309,Winks,11,3,1536,40,1.8,17,0.01,0.09,0.1
501,Skipp,11,3,1118,27,1.1,10,0.03,0.03,0.06
570,A.Fatawu,11,3,576,26,2.4,6,0.06,0.22,0.28
606,Alves,11,3,1,1,1.0,0,0.0,0.0,0.0
616,Nelson,11,2,0,0,0.0,0,0.0,0.0,0.0
635,El Khannouss,11,3,2179,83,2.6,27,0.05,0.12,0.17
694,Cartwright,11,3,0,0,0.0,0,0.0,0.0,0.0
708,Wilson-Brown,11,2,0,0,0.0,0,0.0,0.0,0.0
726,Coulibaly,11,2,107,1,0.2,1,0.03,0.03,0.06
754,Van Nistelrooy,11,5,0,48,0.0,0,0.0,0.0,0.0
792,Monga,11,3,105,7,1.0,0,0.15,0.02,0.17
796,Olabade Aluko,11,2,1,1,1.0,0,0.0,0.0,0.0
797,Jake Evans,11,3,21,4,1.0,0,0.0,0.0,0.0
802,Braybrooke,11,3,0,0,0.0,0,0.0,0.0,0.0
310,A.Becker,12,1,2508,112,4.0,28,0.0,0.01,0.01
311,Alexander-Arnold,12,2,2362,148,4.5,28,0.07,0.27,0.34
312,Bajcetic,12,3,0,0,0.0,0,0.0,0.0,0.0
313,Bradley,12,2,744,41,2.2,7,0.08,0.17,0.25
315,Clark,12,3,0,0,0.0,0,0.0,0.0,0.0
316,Darwin,12,4,1113,66,2.2,8,0.47,0.04,0.51
317,Diogo J.,12,3,1182,87,3.3,14,0.61,0.08,0.69
318,Doak,12,3,0,0,0.0,0,0.0,0.0,0.0
319,Elliott,12,3,359,33,1.8,2,0.45,0.16,0.61
320,Endo,12,3,259,21,1.1,1,0.0,0.03,0.03
321,Gakpo,12,4,1921,127,3.6,23,0.33,0.18,0.51
322,Gomez,12,2,517,14,1.6,6,0.06,0.02,0.08
323,Gravenberch,12,3,3160,92,2.5,37,0.03,0.1,0.13
324,Jones,12,3,1702,87,2.6,19,0.23,0.08,0.31
325,Kelleher,12,1,900,45,4.5,10,0.0,0.0,0.0
326,Konaté,12,2,2561,106,3.4,30,0.06,0.03,0.09
327,Luis Díaz,12,3,2393,183,5.1,28,0.45,0.16,0.61
328,M.Salah,12,3,3374,344,9.1,38,0.66,0.24,0.9
329,Mac Allister,12,3,2597,122,3.5,30,0.1,0.19,0.29
330,McConnell,12,3,0,0,0.0,0,0.0,0.0,0.0
331,Morton,12,3,0,0,0.0,0,0.0,0.0,0.0
332,N.Phillips,12,2,0,0,0.0,0,0.0,0.0,0.0
333,Quansah,12,2,488,9,0.7,4,0.02,0.03,0.05
334,R.Williams,12,2,0,0,0.0,0,0.0,0.0,0.0
335,Robertson,12,2,2479,91,2.8,29,0.04,0.16,0.2
336,Szoboszlai,12,3,2485,143,4.0,29,0.25,0.22,0.47
337,Tsimikas,12,2,829,43,2.4,9,0.04,0.25,0.29
339,Virgil,12,2,3330,143,3.9,37,0.06,0.03,0.09
636,Chiesa,12,3,103,7,1.2,1,0.3,0.13,0.43
660,Jaros,12,1,11,1,1.0,0,0.0,0.0,0.0
669,Davies,12,1,0,0,0.0,0,0.0,0.0,0.0
688,Nyoni,12,3,0,0,0.0,0,0.0,0.0,0.0
692,Nallo,12,2,0,0,0.0,0,0.0,0.0,0.0
709,Danns,12,4,10,1,1.0,0,0.0,0.09,0.09
744,Slot,12,5,0,118,0.0,0,0.0,0.0,0.0
340,Akanji,13,2,2012,61,2.3,23,0.07,0.06,0.13
341,Aké,13,2,677,25,2.5,8,0.03,0.02,0.05
342,Bernardo,13,3,2667,110,3.3,29,0.13,0.15,0.28
343,Bobb,13,3,14,3,1.0,0,0.0,0.13,0.13
344,Carson,13,1,0,0,0.0,0,0.0,0.0,0.0
345,De Bruyne,13,3,1694,114,4.1,19,0.27,0.36,0.63
346,Doku,13,3,1506,88,3.0,16,0.08,0.23,0.31
347,Ederson M.,13,1,2320,111,4.3,26,0.0,0.01,0.01
348,Foden,13,3,1771,105,3.8,20,0.26,0.27,0.53
349,Grealish,13,3,710,38,1.9,7,0.14,0.21,0.35
350,Gvardiol,13,2,3278,153,4.1,36,0.13,0.08,0.21
351,Haaland,13,4,2736,181,5.8,31,0.72,0.07,0.79
352,J.Alvarez,13,4,0,0,0.0,0,0.0,0.0,0.0
353,João Cancelo,13,2,0,0,0.0,0,0.0,0.0,0.0
354,Kovačić,13,3,2194,109,3.5,25,0.08,0.13,0.21
355,Lewis,13,2,1888,66,2.4,21,0.06,0.05,0.11
356,Matheus N.,13,3,1670,81,3.1,19,0.06,0.18,0.24
357,McAtee,13,3,340,31,2.1,3,0.74,0.21,0.95
358,Ortega Moreno,13,1,1099,35,2.7,12,0.0,0.0,0.0
360,Rodrigo,13,3,72,3,1.0,1,0.0,0.11,0.11
361,Rúben,13,2,2269,90,3.3,25,0.06,0.05,0.11
362,Stones,13,2,544,29,2.6,6,0.1,0.03,0.13
363,Walker,13,2,966,13,0.9,9,0.01,0.12,0.13
571,Savinho,13,3,1760,106,3.7,21,0.26,0.31,0.57
607,O’Reilly,13,3,525,31,3.4,6,0.22,0.12,0.34
625,Gündogan,13,3,2218,97,2.9,25,0.13,0.18,0.31
626,Kaboré,13,2,0,0,0.0,0,0.0,0.0,0.0
671,Wright,13,3,0,0,0.0,0,0.0,0.0,0.0
672,Simpson-Pusey,13,2,95,1,0.5,1,0.0,0.01,0.01
675,Wilson-Esbrand,13,2,0,0,0.0,0,0.0,0.0,0.0
698,Mubama,13,4,27,1,1.0,0,0.13,0.0,0.13
703,Alleyne,13,2,0,0,0.0,0,0.0,0.0,0.0
704,Brits,13,1,0,0,0.0,0,0.0,0.0,0.0
732,Khusanov,13,2,503,14,2.3,6,0.0,0.02,0.02
733,Vitor Reis,13,2,1,1,1.0,0,0.0,0.0,0.0
736,Guardiola,13,5,0,113,0.0,0,0.0,0.0,0.0
755,Marmoush,13,4,1174,73,4.6,14,0.41,0.13,0.54
765,N.Gonzalez,13,3,760,31,2.8,9,0.05,0.06,0.11
785,Echeverri,13,3,5,1,1.0,0,0.0,0.18,0.18
364,Amad,14,3,1898,129,5.0,20,0.22,0.19,0.41
365,Antony,14,3,135,8,1.0,0,0.4,0.14,0.54
366,B.Fernandes,14,3,3017,174,4.8,35,0.3,0.24,0.54
367,Bayindir,14,1,360,8,2.0,4,0.0,0.0,0.0
368,Casemiro,14,3,1489,48,2.0,18,0.11,0.12,0.23
369,Dalot,14,2,2812,95,2.9,31,0.06,0.08,0.14
370,Eriksen,14,3,1052,45,2.0,11,0.11,0.22,0.33
371,Evans,14,2,312,15,2.1,3,0.03,0.01,0.04
372,Garnacho,14,3,2188,106,2.9,23,0.3,0.11,0.41
373,Hannibal,14,3,0,0,0.0,0,0.0,0.0,0.0
374,Heaton,14,1,0,0,0.0,0,0.0,0.0,0.0
375,Højlund,14,4,1998,78,2.4,23,0.23,0.05,0.28
376,Lindelof,14,2,695,27,1.7,6,0.0,0.01,0.01
377,Maguire,14,2,1751,48,1.8,19,0.09,0.01,0.1
378,Mainoo,14,3,1646,42,1.7,19,0.05,0.1,0.15
379,Malacia,14,2,99,2,0.7,2,0.0,0.02,0.02
380,Martinez,14,2,1751,68,3.4,20,0.07,0.06,0.13
381,McTominay,14,3,17,2,1.0,0,0.37,0.0,0.37
382,Mount,14,3,613,25,1.5,8,0.49,0.08,0.57
383,Onana,14,1,3060,120,3.5,34,0.0,0.01,0.01
384,Pellistri,14,3,0,0,0.0,0,0.0,0.0,0.0
387,Shaw,14,2,346,5,0.7,4,0.01,0.2,0.21
389,Zirkzee,14,4,1385,64,2.0,14,0.3,0.07,0.37
572,Yoro,14,2,1160,22,1.0,12,0.05,0.01,0.06
593,De Ligt,14,2,2119,68,2.3,25,0.11,0.01,0.12
594,Mazraoui,14,2,2836,88,2.4,34,0.02,0.06,0.08
613,Collyer,14,3,174,6,1.0,0,0.04,0.19,0.23
648,Wheatley,14,4,0,0,0.0,0,0.0,0.0,0.0
652,Ugarte,14,3,1777,49,1.7,22,0.05,0.03,0.08
658,Heaven,14,2,169,10,2.5,2,0.06,0.01,0.07
667,Fletcher,14,3,0,0,0.0,0,0.0,0.0,0.0
670,Amass,14,2,345,4,0.8,4,0.02,0.02,0.04
673,Fitzgerald,14,3,0,0,0.0,0,0.0,0.0,0.0
691,Kukonki,14,2,0,0,0.0,0,0.0,0.0,0.0
745,Amorim,14,5,0,86,0.0,0,0.0,0.0,0.0
761,Harrison,14,1,0,0,0.0,0,0.0,0.0,0.0
766,Dorgu,14,2,840,18,1.5,10,0.05,0.14,0.19
776,Obi,14,4,160,7,1.0,1,0.37,0.02,0.39
777,Fredricson,14,2,166,2,1.0,2,0.0,0.01,0.01
778,Moorhouse,14,3,0,0,0.0,0,0.0,0.0,0.0
779,Koné,14,3,0,0,0.0,0,0.0,0.0,0.0
783,Graczyk,14,1,0,0,0.0,0,0.0,0.0,0.0
788,Dermot Mee,14,1,0,0,0.0,0,0.0,0.0,0.0
390,A.Murphy,15,2,0,0,0.0,0,0.0,0.0,0.0
391,Almirón,15,3,150,10,1.1,1,0.31,0.11,0.42
392,Barnes,15,3,1746,130,3.9,17,0.33,0.23,0.56
393,Botman,15,2,412,18,2.2,6,0.13,0.05,0.18
394,Bruno G.,15,3,3273,135,3.6,38,0.12,0.15,0.27
395,Burn,15,2,3330,115,3.1,37,0.05,0.03,0.08
396,Dúbravka,15,1,900,44,4.4,10,0.0,0.0,0.0
398,Gordon,15,3,2428,124,3.6,28,0.3,0.18,0.48
399,Hall,15,2,2188,102,3.8,24,0.02,0.15,0.17
400,Hayden,15,3,0,0,0.0,0,0.0,0.0,0.0
401,Isak,15,4,2758,211,6.2,34,0.66,0.12,0.78
402,J.Murphy,15,3,2356,159,4.5,31,0.22,0.23,0.45
403,Joelinton,15,3,2394,99,3.4,29,0.14,0.08,0.22
404,Kelly,15,2,299,12,1.2,4,0.12,0.03,0.15
405,Krafth,15,2,334,17,1.4,2,0.01,0.01,0.02
406,Kuol,15,3,0,0,0.0,0,0.0,0.0,0.0
407,Lascelles,15,2,0,0,0.0,0,0.0,0.0,0.0
408,Lewis,15,2,0,0,0.0,0,0.0,0.0,0.0
409,Livramento,15,2,2835,105,2.8,32,0.01,0.09,0.1
410,Longstaff,15,3,783,34,1.4,8,0.07,0.03,0.1
411,Miley,15,3,304,21,1.5,1,0.17,0.09,0.26
412,Odysseas,15,1,0,0,0.0,0,0.0,0.0,0.0
413,Pope,15,1,2520,102,3.6,28,0.0,0.0,0.0
414,Ruddy,15,1,0,0,0.0,0,0.0,0.0,0.0
415,Schär,15,2,2935,118,3.5,33,0.12,0.03,0.15
416,Targett,15,2,20,2,1.0,0,0.0,0.32,0.32
417,Tonali,15,3,2625,106,2.9,28,0.15,0.09,0.24
418,Trippier,15,2,1299,72,2.9,14,0.01,0.1,0.11
419,White,15,3,0,0,0.0,0,0.0,0.0,0.0
420,Willock,15,3,1065,46,1.4,11,0.14,0.08,0.22
421,Wilson,15,4,355,19,1.1,2,0.09,0.02,0.11
574,Pivas,15,2,0,0,0.0,0,0.0,0.0,0.0
590,Osula,15,4,124,19,1.4,0,0.12,0.04,0.16
746,Howe,15,5,0,97,0.0,0,0.0,0.0,0.0
789,Neave,15,4,0,0,0.0,0,0.0,0.0,0.0
26,Alex Moreno,16,2,952,34,2.3,11,0.02,0.1,0.12
422,Aina,16,2,2996,128,3.7,35,0.02,0.07,0.09
423,Anderson,16,3,2726,107,2.9,33,0.07,0.12,0.19
424,Awoniyi,16,4,398,32,1.2,3,0.49,0.03,0.52
425,Boly,16,2,146,6,1.0,1,0.04,0.0,0.04
426,Bowler,16,3,0,0,0.0,0,0.0,0.0,0.0
427,C.Miguel,16,1,0,0,0.0,0,0.0,0.0,0.0
428,Da Silva Moreira,16,3,28,2,1.0,0,0.0,0.0,0.0
429,Danilo,16,3,270,11,1.4,5,0.0,0.0,0.0
430,Dennis,16,4,0,0,0.0,0,0.0,0.0,0.0
431,Dominguez,16,3,1954,54,1.6,23,0.07,0.07,0.14
432,Elanga,16,3,2496,153,4.0,31,0.17,0.18,0.35
433,Gibbs-White,16,3,2806,154,4.5,34,0.2,0.15,0.35
434,Hudson-Odoi,16,3,2190,103,3.3,25,0.1,0.1,0.2
435,Mighten,16,3,0,0,0.0,0,0.0,0.0,0.0
436,Murillo,16,2,3188,130,3.6,36,0.04,0.03,0.07
437,N.Williams,16,2,2588,109,3.1,28,0.08,0.05,0.13
438,O.Richards,16,2,0,0,0.0,0,0.0,0.0,0.0
439,O'Brien,16,3,0,0,0.0,0,0.0,0.0,0.0
440,Omobamidele,16,2,0,0,0.0,0,0.0,0.0,0.0
441,Panzo,16,2,0,0,0.0,0,0.0,0.0,0.0
442,Sangaré,16,3,584,20,1.5,7,0.0,0.03,0.03
443,Sels,16,1,3420,150,3.9,38,0.0,0.01,0.01
444,Toffolo,16,2,135,4,1.0,1,0.01,0.01,0.02
446,Ui-jo,16,4,0,0,0.0,0,0.0,0.0,0.0
447,Wood,16,4,2958,200,5.6,35,0.41,0.05,0.46
448,Worrall,16,2,0,0,0.0,0,0.0,0.0,0.0
449,Yates,16,3,1901,67,1.9,18,0.11,0.02,0.13
573,Milenković,16,2,3330,145,3.9,37,0.11,0.02,0.13
596,Jota Silva,16,3,835,52,1.7,5,0.23,0.2,0.43
620,Sosa,16,3,280,25,1.3,1,0.36,0.12,0.48
653,Morato,16,2,891,36,1.4,6,0.02,0.0,0.02
706,Abbott,16,2,0,0,0.0,0,0.0,0.0,0.0
721,Hennessey,16,1,0,0,0.0,0,0.0,0.0,0.0
747,Nuno,16,5,0,78,0.0,0,0.0,0.0,0.0
14,Ramsdale,17,1,2700,97,3.2,30,0.0,0.0,0.0
27,Archer,17,4,1421,57,1.6,13,0.36,0.05,0.41
188,Ugochukwu,17,3,1652,47,1.8,18,0.05,0.03,0.08
397,Fraser,17,3,303,7,0.9,4,0.01,0.03,0.04
451,Amo-Ameyaw,17,3,26,1,0.5,0,0.07,0.45,0.52
452,Aribo,17,3,2007,72,2.2,21,0.12,0.06,0.18
453,Armstrong,17,4,1246,45,2.2,15,0.24,0.04,0.28
454,Bazunu,17,1,0,0,0.0,0,0.0,0.0,0.0
455,Bednarek,17,2,2531,60,2.0,30,0.02,0.03,0.05
456,Bella-Kotchap,17,2,329,2,0.5,2,0.09,0.0,0.09
457,Bree,17,2,1070,23,1.4,13,0.01,0.06,0.07
458,Charles,17,3,0,0,0.0,0,0.0,0.0,0.0
459,Edozie,17,3,64,1,0.5,0,0.0,0.21,0.21
460,Edwards,17,2,12,1,1.0,0,0.0,0.0,0.0
461,Harwood-Bellis,17,2,2824,55,1.6,32,0.06,0.02,0.08
462,Kamaldeen,17,3,1394,53,2.0,17,0.09,0.05,0.14
463,Lallana,17,3,352,17,1.2,5,0.04,0.12,0.16
464,Larios,17,2,0,0,0.0,0,0.0,0.0,0.0
465,Lis,17,1,0,0,0.0,0,0.0,0.0,0.0
466,Lumley,17,1,270,8,2.7,3,0.0,0.0,0.0
467,Manning,17,2,1458,34,1.4,18,0.02,0.17,0.19
468,Mara,17,4,0,0,0.0,0,0.0,0.0,0.0
469,McCarthy,17,1,450,12,2.4,5,0.0,0.0,0.0
470,Onuachu,17,4,1038,51,2.0,11,0.31,0.02,0.33
471,Smallbone,17,3,679,26,1.4,6,0.08,0.12,0.2
472,Stephens,17,2,1389,31,1.6,17,0.04,0.02,0.06
473,Stewart,17,4,382,20,1.7,4,0.27,0.01,0.28
474,Sugawara,17,2,1548,43,1.4,16,0.03,0.14,0.17
475,Taylor,17,2,353,6,0.8,3,0.0,0.04,0.04
476,Walker-Peters,17,2,2918,54,1.6,33,0.03,0.07,0.1
477,Wood,17,2,771,14,1.3,9,0.03,0.0,0.03
515,Cornet,17,3,71,1,0.5,1,0.2,0.0,0.2
518,Downes,17,3,2149,48,1.8,25,0.03,0.06,0.09
584,Brereton Díaz,17,3,446,13,1.3,4,0.18,0.03,0.21
608,Dibling,17,3,1863,68,2.1,20,0.13,0.07,0.2
623,M.Fernandes,17,3,2911,95,2.6,34,0.13,0.11,0.24
693,O'Brien-Whitmarsh,17,3,0,0,0.0,0,0.0,0.0,0.0
718,Welington,17,2,478,14,1.4,6,0.01,0.03,0.04
719,Kayi Sanda,17,2,12,2,1.0,0,0.0,0.0,0.0
734,Grønbæk,17,3,141,6,1.5,2,0.08,0.01,0.09
748,Rusk,17,5,0,38,0.0,0,0.0,0.0,0.0
798,Jay Robinson,17,4,134,5,1.2,1,0.05,0.36,0.41
804,Moore,17,2,0,0,0.0,0,0.0,0.0,0.0
82,Solanke,18,4,2199,108,4.0,25,0.45,0.05,0.5
478,A.Phillips,18,2,0,0,0.0,0,0.0,0.0,0.0
479,Austin,18,1,90,1,1.0,1,0.0,0.0,0.0
480,Bentancur,18,3,1640,49,1.9,21,0.07,0.06,0.13
481,Bergvall,18,3,1200,44,1.6,11,0.05,0.06,0.11
482,Bissouma,18,3,1396,50,1.8,16,0.04,0.03,0.07
483,Bryan,18,3,0,0,0.0,0,0.0,0.0,0.0
484,Davies,18,2,1329,28,1.6,14,0.02,0.03,0.05
485,Devine,18,3,0,0,0.0,0,0.0,0.0,0.0
486,Dragusin,18,2,1250,24,1.5,14,0.01,0.01,0.02
487,E.Royal,18,2,0,0,0.0,0,0.0,0.0,0.0
488,Forster,18,1,630,19,2.7,7,0.0,0.0,0.0
489,Gray,18,3,1750,45,1.6,19,0.0,0.01,0.01
490,Højbjerg,18,3,0,0,0.0,0,0.0,0.0,0.0
491,Johnson,18,3,2171,137,4.2,24,0.45,0.08,0.53
492,Kulusevski,18,3,2386,117,3.7,27,0.15,0.15,0.3
493,Lo Celso,18,3,0,0,0.0,0,0.0,0.0,0.0
494,Maddison,18,3,1799,133,4.3,21,0.28,0.3,0.58
495,Pedro Porro,18,2,2606,98,3.0,28,0.06,0.16,0.22
496,Reguilón,18,2,194,2,0.5,1,0.06,0.11,0.17
497,Richarlison,18,4,497,35,2.3,4,0.67,0.11,0.78
498,Romero,18,2,1416,49,2.7,18,0.1,0.05,0.15
499,P.M.Sarr,18,3,1901,71,2.0,22,0.18,0.04,0.22
500,Scarlett,18,4,31,6,2.0,0,0.12,0.0,0.12
502,Solomon,18,3,0,0,0.0,0,0.0,0.0,0.0
503,Son,18,3,2106,129,4.3,24,0.31,0.21,0.52
504,Spence,18,2,1790,51,2.0,19,0.03,0.07,0.1
505,Udogie,18,2,1923,43,1.7,24,0.01,0.06,0.07
506,Van de Ven,18,2,1014,32,2.5,12,0.05,0.06,0.11
507,Veliz,18,4,0,0,0.0,0,0.0,0.0,0.0
508,Vicario,18,1,2160,66,2.8,24,0.0,0.0,0.0
509,Werner,18,3,504,34,1.9,4,0.19,0.28,0.47
510,Whiteman,18,1,0,0,0.0,0,0.0,0.0,0.0
609,Lankshear,18,4,10,3,1.0,0,0.0,0.0,0.0
610,Moore,18,3,359,19,1.9,3,0.05,0.14,0.19
612,Odobert,18,3,843,34,2.1,9,0.17,0.08,0.25
683,Olusesi,18,3,0,0,0.0,0,0.0,0.0,0.0
684,Hardy,18,2,0,0,0.0,0,0.0,0.0,0.0
689,Williams-Barnett,18,3,0,0,0.0,0,0.0,0.0,0.0
699,Dorrington,18,2,13,1,1.0,0,0.0,0.0,0.0
700,King,18,2,0,0,0.0,0,0.0,0.0,0.0
716,Kinsky,18,1,540,17,2.8,6,0.0,0.0,0.0
717,Yang,18,3,0,0,0.0,0,0.0,0.0,0.0
729,Ajayi,18,3,0,0,0.0,0,0.0,0.0,0.0
749,Postecoglou,18,5,0,58,0.0,0,0.0,0.0,0.0
760,Cassanova,18,2,0,0,0.0,0,0.0,0.0,0.0
767,Danso,18,2,842,16,1.6,9,0.04,0.01,0.05
768,Tel,18,3,908,42,3.2,11,0.29,0.15,0.44
123,Ferguson,19,4,385,28,1.3,3,0.26,0.15,0.41
388,Wan-Bissaka,19,2,3154,118,3.3,35,0.03,0.08,0.11
511,Álvarez,19,3,1769,40,1.4,20,0.02,0.05,0.07
512,Antonio,19,4,834,42,3.0,11,0.24,0.1,0.34
513,Areola,19,1,2259,69,2.7,25,0.0,0.0,0.0
514,Bowen,19,3,2974,193,5.7,34,0.26,0.2,0.46
516,Coufal,19,2,1056,27,1.2,11,0.03,0.08,0.11
517,Cresswell,19,2,818,36,2.0,10,0.03,0.21,0.24
519,Earthy,19,3,0,0,0.0,0,0.0,0.0,0.0
520,Emerson,19,2,2108,76,2.5,26,0.08,0.09,0.17
521,Fabianski,19,1,1160,39,2.8,13,0.0,0.0,0.0
522,Foderingham,19,1,0,0,0.0,0,0.0,0.0,0.0
523,Ings,19,4,270,32,2.1,1,0.75,0.02,0.77
524,Kilman,19,2,3348,82,2.2,38,0.04,0.03,0.07
525,Kudus,19,3,2589,106,3.3,31,0.24,0.09,0.33
526,L.Guilherme,19,3,139,12,1.0,1,0.27,0.08,0.35
527,L.Paquetá,19,3,2374,80,2.4,27,0.2,0.13,0.33
528,Mavropanos,19,2,2035,45,1.4,21,0.07,0.02,0.09
529,N.Aguerd,19,2,0,0,0.0,0,0.0,0.0,0.0
530,Souček,19,3,2563,126,3.6,30,0.23,0.04,0.27
531,Ward-Prowse,19,3,1433,51,2.1,17,0.1,0.17,0.27
532,Zouma,19,2,0,0,0.0,0,0.0,0.0,0.0
576,Irving,19,3,161,9,0.9,1,0.07,0.07,0.14
587,Summerville,19,3,776,33,1.7,7,0.19,0.2,0.39
588,G.Rodríguez,19,3,1147,36,1.6,16,0.02,0.01,0.03
589,Füllkrug,19,4,783,42,2.3,6,0.25,0.05,0.3
591,Todibo,19,2,1824,54,2.0,20,0.02,0.0,0.02
643,Casey,19,2,1,1,1.0,0,0.0,0.0,0.0
654,C.Soler,19,3,1394,47,1.5,14,0.12,0.12,0.24
677,Scarles,19,2,659,29,1.9,7,0.02,0.02,0.04
686,Mayers,19,2,0,0,0.0,0,0.0,0.0,0.0
701,Orford,19,3,47,2,1.0,0,0.06,0.08,0.14
750,Potter,19,5,0,84,0.0,0,0.0,0.0,0.0
204,Johnstone,20,1,630,12,1.7,7,0.0,0.0,0.0
533,Aït-Nouri,20,2,3112,125,3.4,37,0.08,0.12,0.2
534,B.Traore,20,3,1,1,1.0,0,0.0,0.0,0.0
535,Bellegarde,20,3,1666,90,2.6,20,0.08,0.15,0.23
536,Bentley,20,1,180,9,4.5,2,0.0,0.0,0.0
537,Chiquinho,20,3,6,1,1.0,0,0.0,0.75,0.75
538,Chirewa,20,3,0,0,0.0,0,0.0,0.0,0.0
539,Chiwome,20,4,0,0,0.0,0,0.0,0.0,0.0
540,Cundle,20,3,0,0,0.0,0,0.0,0.0,0.0
541,Cunha,20,4,2596,178,5.4,29,0.3,0.18,0.48
542,Dawson,20,2,969,17,1.1,10,0.05,0.01,0.06
543,Doherty,20,2,2105,75,2.5,25,0.05,0.05,0.1
544,Doyle,20,3,474,28,1.2,3,0.1,0.07,0.17
545,Fábio Silva,20,4,0,0,0.0,0,0.0,0.0,0.0
546,Fraser,20,4,0,0,0.0,0,0.0,0.0,0.0
547,Gonzalez,20,3,0,0,0.0,0,0.0,0.0,0.0
548,Guedes,20,3,979,62,2.1,10,0.3,0.08,0.38
549,H.Bueno,20,2,0,0,0.0,0,0.0,0.0,0.0
550,Hee Chan,20,3,646,37,1.8,5,0.11,0.05,0.16
551,Hodge,20,3,0,0,0.0,0,0.0,0.0,0.0
552,Hoever,20,2,0,0,0.0,0,0.0,0.0,0.0
553,J.Gomes,20,3,2975,87,2.4,35,0.09,0.08,0.17
554,José Sá,20,1,2610,93,3.2,29,0.0,0.0,0.0
555,Kalajdžić,20,4,0,0,0.0,0,0.0,0.0,0.0
556,King,20,1,1,1,1.0,0,0.0,0.0,0.0
557,Mario Jr.,20,3,1363,47,2.8,15,0.09,0.06,0.15
558,Mosquera,20,2,441,3,0.6,5,0.07,0.01,0.08
559,N.Semedo,20,2,2889,84,2.5,32,0.03,0.05,0.08
561,Pedro Lima,20,2,69,2,0.7,1,0.08,0.13,0.21
562,Podence,20,3,46,2,1.0,0,0.08,0.02,0.1
563,R.Gomes,20,3,794,42,1.7,7,0.08,0.1,0.18
564,S.Bueno,20,2,1678,52,1.8,18,0.02,0.01,0.03
565,Sarabia,20,3,800,50,2.2,7,0.32,0.21,0.53
566,Strand Larsen,20,4,2587,145,4.1,30,0.35,0.03,0.38
567,Toti,20,2,2613,79,2.5,30,0.03,0.02,0.05
637,Meupiyou,20,2,0,0,0.0,0,0.0,0.0,0.0
642,André,20,3,2472,61,1.8,31,0.01,0.02,0.03
655,Forbs,20,3,236,9,0.9,1,0.06,0.04,0.1
664,Pond,20,2,1,1,1.0,0,0.0,0.0,0.0
682,Edozie,20,3,0,0,0.0,0,0.0,0.0,0.0
711,Okoduwa,20,2,0,0,0.0,0,0.0,0.0,0.0
720,Agbadou,20,2,1410,45,2.8,16,0.06,0.02,0.08
751,Pereira,20,5,0,111,0.0,0,0.0,0.0,0.0
769,Djiga,20,2,65,4,0.8,1,0.0,0.01,0.01
770,Munetsi,20,3,1077,50,3.6,12,0.28,0.09,0.37
784,Mané,20,4,1,1,1.0,0,0.0,0.0,0.0
