id,web_name,team,element_type,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
421,Wilson,15,4,a,100.0,100.0,,2024-12-12T11:30:08.753948Z
574,Pivas,15,2,u,0.0,0.0,Loaned to Willem II,2024-09-10T11:08:18.853575Z
590,Osula,15,4,a,,,,
746,Howe,15,5,a,,,,
789,Neave,15,4,a,,,,
26,Alex Moreno,16,2,a,100.0,100.0,,2025-04-01T21:30:07.812085Z
422,Aina,16,2,a,100.0,100.0,,2025-04-01T22:30:08.809939Z
423,Anderson,16,3,a,100.0,100.0,,2024-11-13T15:30:08.535910Z
424,Awoniyi,16,4,i,0.0,0.0,Abdominal injury - Expected back 01 Jun,2025-05-16T14:00:08.726296Z
425,Boly,16,2,a,100.0,100.0,,2024-09-11T12:30:07.170970Z
426,Bowler,16,3,u,0.0,0.0,Loaned to  Preston North End,2024-08-31T08:19:22.292913Z
427,C.Miguel,16,1,a,100.0,100.0,,2025-02-14T12:30:08.621523Z
428,Da Silva Moreira,16,3,a,,,,
429,Danilo,16,3,a,100.0,100.0,,2024-08-17T20:00:06.172553Z
430,Dennis,16,4,u,0.0,0.0,Loaned to Blackburn Rovers,2025-02-04T10:29:11.830830Z
431,Dominguez,16,3,a,100.0,100.0,,2024-12-21T21:30:08.505388Z
432,Elanga,16,3,a,100.0,100.0,,2025-04-05T20:30:07.053074Z
433,Gibbs-White,16,3,a,100.0,100.0,,2025-03-30T02:00:09.046182Z
434,Hudson-Odoi,16,3,a,100.0,100.0,,2025-05-01T23:00:08.500281Z
435,Mighten,16,3,u,0.0,0.0,Season long loan to Port Vale,2024-08-29T11:09:56.647313Z
436,Murillo,16,2,a,100.0,75.0,,2025-05-23T14:00:08.714469Z
437,N.Williams,16,2,a,,,,
438,O.Richards,16,2,u,0.0,0.0,Loaned to Rio Ave,2024-08-22T11:19:23.101534Z
439,O'Brien,16,3,u,0.0,0.0,On loan to Los Angeles Football Club for the rest of the season,2024-08-01T07:01:57.624673Z
440,Omobamidele,16,2,u,0.0,0.0,Loaned to Strasbourg,2025-01-27T09:57:41.248653Z
441,Panzo,16,2,u,0.0,0.0,On a season long loan to Rio Ave,2024-07-18T09:44:17.568948Z
442,Sangaré,16,3,a,100.0,100.0,,2024-09-12T15:00:06.800627Z
443,Sels,16,1,a,100.0,100.0,,2024-10-12T11:00:07.468908Z
444,Toffolo,16,2,a,,,,
446,Ui-jo,16,4,u,0.0,0.0,Transferred to Alanyaspor,2024-09-10T11:39:20.038647Z
447,Wood,16,4,a,100.0,100.0,,2025-03-24T12:00:09.547312Z
448,Worrall,16,2,u,0.0,0.0,Transferred to Burnley,2024-08-26T10:09:19.430328Z
449,Yates,16,3,a,100.0,100.0,,2024-12-27T00:30:09.776071Z
573,Milenković,16,2,a,,,,
596,Jota Silva,16,3,a,100.0,100.0,,2024-11-01T10:30:06.942890Z
620,Sosa,16,3,a,,,,
653,Morato,16,2,a,,,,
706,Abbott,16,2,a,,,,
721,Hennessey,16,1,a,,,,
747,Nuno,16,5,a,,,,
14,Ramsdale,17,1,a,100.0,100.0,,2025-01-24T00:00:09.434398Z
27,Archer,17,4,a,,,,
188,Ugochukwu,17,3,a,100.0,100.0,,2025-04-03T09:30:07.026958Z
397,Fraser,17,3,a,100.0,100.0,,2025-01-31T16:00:09.299719Z
451,Amo-Ameyaw,17,3,u,0.0,0.0,Loaned to Strasbourg,2025-02-04T23:53:50.935089Z
452,Aribo,17,3,a,,,,
453,Armstrong,17,4,u,0.0,0.0,Loaned to West Bromwich Albion,2025-02-05T21:03:18.824040Z
454,Bazunu,17,1,u,0.0,0.0,Loaned to Standard Liège,2025-02-04T10:28:52.236829Z
455,Bednarek,17,2,d,25.0,25.0,Knee injury - 25% chance of playing,2025-05-18T20:30:07.797324Z
456,Bella-Kotchap,17,2,a,,,,
457,Bree,17,2,a,100.0,100.0,,2025-03-06T23:00:09.750819Z
458,Charles,17,3,u,0.0,0.0,Has joined Sheffield Wednesday on a season-long loan,2024-08-29T11:10:39.600629Z
459,Edozie,17,3,u,0.0,0.0,Loaned to Anderlecht,2024-09-10T11:28:17.403794Z
460,Edwards,17,2,u,0.0,0.0,Season-long loan to QPR,2025-01-06T22:34:19.628107Z
461,Harwood-Bellis,17,2,i,0.0,0.0,Ankle injury - Expected back 01 Jun,2025-05-18T20:30:07.810049Z
462,Kamaldeen,17,3,a,100.0,100.0,,2025-01-24T00:00:09.946289Z
463,Lallana,17,3,a,100.0,100.0,,2025-02-14T12:30:08.682021Z
464,Larios,17,2,a,100.0,100.0,,2024-11-29T12:00:07.896449Z
465,Lis,17,1,u,0.0,0.0,Transferred to Göztepe,2024-08-23T12:38:57.742902Z
466,Lumley,17,1,a,,,,
467,Manning,17,2,a,100.0,100.0,,2025-04-03T09:30:07.442210Z
468,Mara,17,4,u,0.0,0.0,Transferred to Strasbourg,2024-08-26T10:17:11.280625Z
469,McCarthy,17,1,a,,,,
470,Onuachu,17,4,a,100.0,100.0,,2025-04-27T12:00:08.363168Z
471,Smallbone,17,3,a,100.0,100.0,,2025-03-14T15:00:07.572220Z
472,Stephens,17,2,a,100.0,100.0,,2025-02-01T22:30:08.453428Z
473,Stewart,17,4,a,100.0,100.0,,2024-10-05T18:00:07.268831Z
474,Sugawara,17,2,a,100.0,100.0,,2024-10-20T11:00:06.390070Z
475,Taylor,17,2,a,100.0,100.0,,2025-04-11T00:00:08.771183Z
476,Walker-Peters,17,2,d,25.0,25.0,Illness - 25% chance of playing,2025-05-11T00:30:08.181283Z
477,Wood,17,2,a,100.0,100.0,,2025-01-31T16:00:09.413287Z
515,Cornet,17,3,u,0.0,0.0,Loaned to Genoa,2025-01-22T10:14:43.133544Z
518,Downes,17,3,a,100.0,100.0,,2025-04-02T22:00:08.792867Z
584,Brereton Díaz,17,3,u,0.0,0.0,Loaned to Sheffield United,2025-01-22T10:11:54.592530Z
608,Dibling,17,3,a,100.0,100.0,,2025-01-16T23:00:08.124193Z
623,M.Fernandes,17,3,a,100.0,100.0,,2024-12-30T09:30:07.304371Z
693,O'Brien-Whitmarsh,17,3,u,0.0,0.0,Loaned to Accrington Stanley,2025-02-04T10:28:24.963013Z
718,Welington,17,2,a,,,,
719,Kayi Sanda,17,2,a,,,,
734,Grønbæk,17,3,d,25.0,25.0,Achilles injury - 25% chance of playing,2025-05-23T14:00:08.950082Z
748,Rusk,17,5,a,100.0,100.0,,2025-04-15T20:27:42.298703Z
798,Jay Robinson,17,4,a,,,,
804,Moore,17,2,a,,,,
82,Solanke,18,4,a,100.0,100.0,,2025-05-01T23:00:07.858271Z
478,A.Phillips,18,2,u,0.0,0.0,Loaned to Stoke City,2024-08-26T10:10:07.966773Z
479,Austin,18,1,a,,,,
480,Bentancur,18,3,a,100.0,100.0,,2025-02-17T10:00:09.911033Z
481,Bergvall,18,3,i,0.0,0.0,Ankle injury - Expected back 01 Jun,2025-05-01T23:00:08.545135Z
482,Bissouma,18,3,a,100.0,50.0,,2025-05-24T20:00:08.632607Z
483,Bryan,18,3,u,0.0,0.0,On loan to Girona for the season,2024-07-31T11:08:25.895794Z
484,Davies,18,2,a,100.0,100.0,,2025-02-25T12:30:09.810172Z
485,Devine,18,3,u,0.0,0.0,Loaned to Westerlo,2024-09-10T11:37:22.522366Z
486,Dragusin,18,2,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-01-31T15:00:09.267677Z
487,E.Royal,18,2,u,0.0,0.0,Transferred to AC Milan,2024-08-13T07:06:12.490889Z
488,Forster,18,1,a,,,,
489,Gray,18,3,a,100.0,100.0,,2024-12-02T00:00:08.747842Z
490,Højbjerg,18,3,u,0.0,0.0,On loan to Marseille for the season,2024-07-23T11:58:08.802970Z
491,Johnson,18,3,a,100.0,100.0,,2025-01-17T15:00:07.684598Z
492,Kulusevski,18,3,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-05-11T23:00:09.341216Z
493,Lo Celso,18,3,u,0.0,0.0,Transferred to Real Betis,2024-08-31T06:14:45.936781Z
494,Maddison,18,3,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-05-01T23:00:08.579870Z
495,Pedro Porro,18,2,a,100.0,100.0,,2024-08-19T23:00:06.196679Z
496,Reguilón,18,2,a,,,,
497,Richarlison,18,4,a,100.0,100.0,,2025-04-02T14:30:08.597402Z
498,Romero,18,2,i,0.0,0.0,Toe Injury - Expected back 01 Jun,2025-05-24T20:00:08.677502Z
499,P.M.Sarr,18,3,a,100.0,100.0,,2025-01-24T00:00:10.023844Z
500,Scarlett,18,4,a,100.0,100.0,,2025-05-11T23:30:09.456975Z
502,Solomon,18,3,u,0.0,0.0,Season long loan to Leeds United,2024-08-29T11:11:30.036154Z
503,Son,18,3,d,25.0,25.0,Foot injury - 25% chance of playing,2025-05-24T20:00:08.711465Z
504,Spence,18,2,a,100.0,100.0,,2025-01-24T12:30:09.092907Z
505,Udogie,18,2,a,100.0,100.0,,2024-12-30T09:30:07.165603Z
506,Van de Ven,18,2,a,100.0,100.0,,2025-02-14T14:30:08.767065Z
507,Veliz,18,4,u,0.0,0.0,Loaned to Espanyol,2024-08-10T12:19:41.352153Z
508,Vicario,18,1,a,100.0,100.0,,2024-11-26T00:00:08.341528Z
509,Werner,18,3,d,25.0,25.0,Hamstring injury - 25% chance of playing,2025-05-24T20:00:08.728150Z
510,Whiteman,18,1,a,,,,
609,Lankshear,18,4,u,0.0,0.0,Loaned to West Bromwich Albion,2025-02-06T23:45:33.840689Z
610,Moore,18,3,a,100.0,100.0,,2024-11-07T09:00:08.150966Z
612,Odobert,18,3,a,100.0,100.0,,2024-10-30T12:00:07.631102Z
683,Olusesi,18,3,a,,,,
684,Hardy,18,2,a,,,,
689,Williams-Barnett,18,3,u,0.0,0.0,U18 team,2025-01-17T11:48:35.885884Z
699,Dorrington,18,2,u,0.0,0.0,Loaned to Aberdeen,2025-01-17T12:26:25.866937Z
700,King,18,2,a,,,,
716,Kinsky,18,1,a,,,,
717,Yang,18,3,u,0.0,0.0,Loaned to Queens Park Rangers,2025-02-03T10:24:52.232670Z
729,Ajayi,18,3,a,,,,
749,Postecoglou,18,5,a,,,,
760,Cassanova,18,2,a,,,,
767,Danso,18,2,a,100.0,100.0,,2025-03-12T22:00:09.466097Z
768,Tel,18,3,a,,,,
123,Ferguson,19,4,a,100.0,100.0,,2025-04-19T20:30:07.421417Z
388,Wan-Bissaka,19,2,a,100.0,100.0,,2025-04-17T16:00:08.340512Z
511,Álvarez,19,3,a,100.0,100.0,,2025-04-25T00:00:08.647370Z
512,Antonio,19,4,i,0.0,0.0,Leg injury - Unknown return date,2024-12-09T17:00:08.418178Z
513,Areola,19,1,a,100.0,100.0,,2025-01-16T22:00:08.950625Z
514,Bowen,19,3,a,100.0,100.0,,2024-12-30T09:30:07.187593Z
516,Coufal,19,2,a,100.0,100.0,,2025-02-21T03:30:10.428614Z
517,Cresswell,19,2,a,100.0,100.0,,2024-08-30T04:00:05.718151Z
519,Earthy,19,3,u,0.0,0.0,Loaned to Bristol City,2024-08-16T11:57:26.531525Z
520,Emerson,19,2,a,100.0,100.0,,2025-01-04T22:00:07.811285Z
521,Fabianski,19,1,a,100.0,100.0,,2024-12-27T02:00:09.942808Z
522,Foderingham,19,1,a,,,,
523,Ings,19,4,a,100.0,100.0,,2024-12-04T09:30:08.866937Z
524,Kilman,19,2,a,100.0,100.0,,2024-12-27T02:00:09.960422Z
525,Kudus,19,3,a,100.0,100.0,,2025-04-02T19:00:08.867939Z
526,L.Guilherme,19,3,a,,,,
527,L.Paquetá,19,3,a,100.0,100.0,,2025-02-21T03:30:10.447243Z
528,Mavropanos,19,2,a,100.0,100.0,,2025-01-18T19:00:08.794269Z
529,N.Aguerd,19,2,u,0.0,0.0,On loan to Real Sociedad for the season,2024-09-01T09:10:50.538029Z
530,Souček,19,3,a,100.0,100.0,,2024-12-27T00:30:09.920421Z
531,Ward-Prowse,19,3,a,100.0,100.0,,2024-10-25T22:30:06.650947Z
532,Zouma,19,2,u,0.0,0.0,On loan to Al-Orobah for the rest of the season,2024-09-02T10:44:47.323774Z
576,Irving,19,3,a,,,,
587,Summerville,19,3,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,2025-01-11T01:30:09.528172Z
588,G.Rodríguez,19,3,a,100.0,100.0,,2024-12-27T00:30:09.990636Z
589,Füllkrug,19,4,a,100.0,100.0,,2025-01-11T01:30:09.545595Z
591,Todibo,19,2,a,100.0,100.0,,2025-01-04T22:00:07.950161Z
643,Casey,19,2,a,100.0,100.0,,2024-11-30T22:00:08.284898Z
654,C.Soler,19,3,a,100.0,100.0,,2024-12-27T02:00:10.148689Z
677,Scarles,19,2,a,,,,
686,Mayers,19,2,a,,,,
701,Orford,19,3,a,,,,
750,Potter,19,5,a,,,,
204,Johnstone,20,1,i,0.0,0.0,Knock - Unknown return date,2025-04-18T15:30:07.848146Z
533,Aït-Nouri,20,2,a,100.0,100.0,,2024-12-14T21:30:08.057496Z
534,B.Traore,20,3,a,100.0,100.0,,2025-01-14T13:30:09.399865Z
535,Bellegarde,20,3,a,100.0,100.0,,2025-04-14T08:30:08.180694Z
536,Bentley,20,1,a,,,,
537,Chiquinho,20,3,u,0.0,0.0,Season long loan to RCD Mallorca,2024-09-01T09:12:21.111329Z
538,Chirewa,20,3,u,0.0,0.0,Loaened to Derby County,2024-08-27T08:37:28.318365Z
539,Chiwome,20,4,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-02-05T18:30:09.160636Z
540,Cundle,20,3,u,0.0,0.0,Loaned to Millwall,2025-02-03T10:24:24.082682Z
541,Cunha,20,4,a,100.0,100.0,,2025-03-01T21:30:10.092930Z
542,Dawson,20,2,a,100.0,100.0,,2025-01-07T00:00:08.842045Z
543,Doherty,20,2,a,100.0,100.0,,2025-04-14T08:30:08.200855Z
544,Doyle,20,3,a,,,,
545,Fábio Silva,20,4,u,0.0,0.0,Season long loan to Las Palmas,2024-08-30T20:53:22.805927Z
546,Fraser,20,4,u,0.0,0.0,Loaned to Zulte Waregem,2024-08-26T10:19:49.301076Z
547,Gonzalez,20,3,i,0.0,0.0,Knee injury - Unknown return date,2024-08-05T15:00:04.514369Z
548,Guedes,20,3,a,100.0,100.0,,2025-02-22T21:30:09.805820Z
549,H.Bueno,20,2,u,0.0,0.0,Loaned to Feyenoord,2024-08-14T08:32:21.592368Z
550,Hee Chan,20,3,a,100.0,100.0,,2025-05-09T16:30:08.831398Z
551,Hodge,20,3,u,0.0,0.0,Season long to Huddersfield Town,2024-08-29T11:12:19.576028Z
552,Hoever,20,2,u,0.0,0.0,Loaned to Auxerre,2024-08-26T10:11:13.033350Z
553,J.Gomes,20,3,a,100.0,100.0,,2025-01-25T20:30:09.446646Z
554,José Sá,20,1,a,100.0,100.0,,2025-04-21T04:30:08.014170Z
555,Kalajdžić,20,4,i,0.0,0.0,Knee injury - Unknown return date,2024-08-22T10:59:37.463254Z
556,King,20,1,a,,,,
557,Mario Jr.,20,3,u,0.0,0.0,Loaned to Galatasaray,2025-02-06T23:46:06.386435Z
558,Mosquera,20,2,i,0.0,0.0,Knee injury - Expected back 01 Jun,2024-09-21T20:30:06.017799Z
559,N.Semedo,20,2,a,100.0,100.0,,2025-01-07T00:00:08.891873Z
561,Pedro Lima,20,2,a,100.0,100.0,,2025-04-11T14:00:07.039617Z
562,Podence,20,3,u,0.0,0.0,Transferred to Al-Shabab,2024-09-05T10:36:18.217223Z
563,R.Gomes,20,3,a,100.0,100.0,,2025-02-17T10:00:10.093003Z
564,S.Bueno,20,2,a,100.0,100.0,,2024-11-21T08:30:09.504880Z
565,Sarabia,20,3,a,100.0,100.0,,2024-12-06T10:30:08.162176Z
566,Strand Larsen,20,4,a,100.0,50.0,,2025-05-23T14:00:08.849362Z
567,Toti,20,2,a,100.0,100.0,,2024-12-30T09:30:07.264222Z
637,Meupiyou,20,2,a,100.0,100.0,,2024-09-15T23:00:06.387765Z
642,André,20,3,a,100.0,100.0,,2024-12-30T09:30:07.327372Z
655,Forbs,20,3,a,100.0,100.0,,2025-01-25T21:00:11.019183Z
664,Pond,20,2,a,,,,
682,Edozie,20,3,a,,,,
711,Okoduwa,20,2,a,,,,
720,Agbadou,20,2,a,100.0,100.0,,2025-02-17T10:00:10.280621Z
751,Pereira,20,5,a,,,,
769,Djiga,20,2,a,,,,
770,Munetsi,20,3,a,100.0,100.0,,2025-03-09T23:00:09.898129Z
784,Mané,20,4,a,,,,
